title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
"Poker Club party at the Laughlin house, 1960 [19]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-001",99-277-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669842280,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/844,844,797.jpg,/spec_kl/image/797.jpg,spec_kl844
"Poker Club party at the Laughlin house, 1960 [20]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-002",99-277-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840423,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/845,845,798.jpg,/spec_kl/image/798.jpg,spec_kl845
"Poker Club party at the Laughlin house, 1960 [21]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-003",99-277-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840504,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/846,846,799.jpg,/spec_kl/image/799.jpg,spec_kl846
"Poker Club party at the Laughlin house, 1960 [22]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-004",99-277-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669838574,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/847,847,800.jpg,/spec_kl/image/800.jpg,spec_kl847
"Poker Club party at the Laughlin house, 1960 [23]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-005",99-277-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669842359,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/848,848,801.jpg,/spec_kl/image/801.jpg,spec_kl848
"Poker Club party at the Laughlin house, 1960 [24]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-006",99-277-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669842226,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/849,849,802.jpg,/spec_kl/image/802.jpg,spec_kl849
"Poker Club party at the Laughlin house, 1960 [25]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-007",99-277-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669842569,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/850,850,803.jpg,/spec_kl/image/803.jpg,spec_kl850
"Poker Club party at the Laughlin house, 1960 [26]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-008",99-277-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669842507,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/851,851,804.jpg,/spec_kl/image/804.jpg,spec_kl851
"Poker Club party at the Laughlin house, 1960 [27]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-009",99-277-009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840529,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/852,852,805.jpg,/spec_kl/image/805.jpg,spec_kl852
"Poker Club party at the Laughlin house, 1960 [28]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-010",99-277-010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669838570,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/853,853,806.jpg,/spec_kl/image/806.jpg,spec_kl853
"Poker Club party at the Laughlin house, 1960 [29]","Unidentified people at a Poker Club party (Views of Helen and Henry Zimet, Marguerite Laughlin, Madeline Espe, Harold and Helene Lough, Mickey Andrews, and Kyle Laughlin)","Laughlin, Kyle (1905-1984)",1960-07-30,,,parties;events;groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Adults--Idaho; Poker--Idaho; People;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 277, Negative 99-277-011",99-277-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840456,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/854,854,807.jpg,/spec_kl/image/807.jpg,spec_kl854
"Ragged Star, 1952 [1]",View of Lithophragma bulbifera (Ragged Star),"Laughlin, Kyle (1905-1984)",1952,,Lithophragma bulbifera,flower (plant material),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-014-001",99-H-014-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,,,669842961,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1197,1197,1198.jpg,/spec_kl/image/1198.jpg,spec_kl1197
"Ragged Star, 1952 [2]",View of Lithophragma bulbifera (Ragged Star),"Laughlin, Kyle (1905-1984)",1952,,Lithophragma bulbifera,flower (plant material),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-014-002",99-H-014-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,,,669843062,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1198,1198,1199.jpg,/spec_kl/image/1199.jpg,spec_kl1198
"Rice Creek Grade (Idaho), 1960",View from Rice Creek Grade,"Laughlin, Kyle (1905-1984)",1960-08-27,,,creeks,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho;",Streams--Idaho;,Idaho;Idaho County,United States--Idaho--Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 280, Negative 99-280-010",99-280-010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.907418,-116.410446,669840492,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/881,881,834.jpg,/spec_kl/image/834.jpg,spec_kl881
"Rice-root, 1960 [1]",Photograph of a Rice-root plant.,"Laughlin, Kyle (1905-1984)",1960,,Fritillaria lanceolata,nonwoody plants,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Flowers -- Pictorial works; Wild flowers -- Idaho; Plants, Flowering of;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 271, Negative 99-271-001",99-271-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669838568,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/773,773,726.jpg,/spec_kl/image/726.jpg,spec_kl773
"Rice-root, 1960 [2]",Photograph of a Rice-root plant.,"Laughlin, Kyle (1905-1984)",1960,,Fritillaria lanceolata,nonwoody plants,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Flowers -- Pictorial works; Wild flowers -- Idaho; Plants, Flowering of;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 271, Negative 99-271-003",99-271-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669840445,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/775,775,728.jpg,/spec_kl/image/728.jpg,spec_kl775
"Rice-root, 1960 [3]",Photograph of a Rice-root plant.,"Laughlin, Kyle (1905-1984)",1960,,Fritillaria lanceolata,nonwoody plants,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Flowers -- Pictorial works; Wild flowers -- Idaho; Plants, Flowering of;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 271, Negative 99-271-004",99-271-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669840388,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/776,776,729.jpg,/spec_kl/image/729.jpg,spec_kl776
"Rice-root, 1960 [4]",Photograph of a Rice-root plant.,"Laughlin, Kyle (1905-1984)",1960,,Fritillaria lanceolata,nonwoody plants,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Flowers -- Pictorial works; Wild flowers -- Idaho; Plants, Flowering of;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 271, Negative 99-271-005",99-271-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669838559,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/777,777,730.jpg,/spec_kl/image/730.jpg,spec_kl777
