file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,standardized-rights,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid
,CCC Men in the Woods,,Several CCC men working in the woods pulling up ribes in the fight against blister rust. Writing by the photo reads: 'Fighting Blister Rust'.,1938-01-01,y,,,group portraits; forests (plant communities),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal003a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/761,761,762.jpg,/cccidaho/image/762.jpg,cccidaho761
,CCC Men in the Woods,,"Several CCC men working in the woods pulling up ribes in the fight against blister rust. Writing by the photo reads: 'Sharky, Vitallo, Jackson'.",1938-01-01,y,,,group portraits; forests (plant communities),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal003b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/762,762,763.jpg,/cccidaho/image/763.jpg,cccidaho762
,Headquarters Idaho,,"A small company of CCC enrollees lounging in front of several buildings with a connected porch. The nearest building has a sign above the door that reads: 'Matthies Restaurant' and the writing underneath the photo reads: 'Headquarters, ID'.",1938-01-01,y,,,group portraits; buildings (structures); restaurants,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal004a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/763,763,764.jpg,/cccidaho/image/764.jpg,cccidaho763
,Headquarters Bunk House,,"CCC men sitting at a table in in a CCC bunkhouse in Headquarters, Idaho. Writing below the photo reads: 'Bunk H(ouse) Headquarters'.",1938-01-01,y,,,group portraits; bunkhouses; bunk beds,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal004b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/764,764,765.jpg,/cccidaho/image/765.jpg,cccidaho764
,Wash Day,,"A line of laundry hangs to dry outside a tent, with tree stumps in the foreground. Writing below the photo reads: 'Wash day in camp'.",1938-01-01,y,,,tent structures; clothing,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal004c,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/765,765,766.jpg,/cccidaho/image/766.jpg,cccidaho765
,Company 1290,,"Company photo in a CCC camp. The men are standing in front of various tents and buildings. Most of the men are in uniform, while a few are shirtless. Writing under the photo reads: 'Company 1290 CCC Idaho 1933'.",1933-01-01,y,P-212,C-1290,group portraits; tent structures; buildings (structures),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal005a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/766,766,767.jpg,/cccidaho/image/767.jpg,cccidaho766
,Company 1290,,Group photo in front of a tent at the CCC camp. Most men are in uniform but two enrollees on each end are wearing white t-shirts. Writing over the photo reads: 'Company 1290 CCC Idaho 1933'.,1933-01-01,y,P-212,C-1290,group portraits; tent structures,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal005b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/767,767,768.jpg,/cccidaho/image/768.jpg,cccidaho767
,Tents at a CCC Camp,,A shadowy face of a CCC man pokes out from a tent flap. Other tents can be seen rising in the background. Writing under the photo reads: 'Camp Dix',1938-01-01,y,,,portraits; tent structures; barracks,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal009b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/768,768,769.jpg,/cccidaho/image/769.jpg,cccidaho768
,Pack Train,,Several men and pack mules stand in front of buildings with a logged hillside in the background and foliage in the foreground. Writing under the photo reads: 'A Pack Train',1938-01-01,y,,,group portraits; mules (mammals); forests (plant communities); buildings (structures),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal010a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/769,769,770.jpg,/cccidaho/image/770.jpg,cccidaho769
,Lookout Tower,,Two men posing next to or on a lookout tower. Writing under the photo reads: 'Lookout Tower Bic Berthia',1938-01-01,y,,,group portraits; fire towers (watchtowers),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal010b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/770,770,771.jpg,/cccidaho/image/771.jpg,cccidaho770
,CCC Man,,A CCC man sitting on a rock in the woods.,1938-01-01,y,,,portraits; forests (plant communities),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal011c,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/771,771,772.jpg,/cccidaho/image/772.jpg,cccidaho771
,Flume,,A logging flume curves through the forest.,1938-01-01,y,,,flumes; forests (plant communities),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal011d,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/772,772,773.jpg,/cccidaho/image/773.jpg,cccidaho772
,CCC Fisherman,,A CCC boy stands in his shorts carring a basket and a string of fish. He is standing in front of a wooden framed structure that is covered by canvas.,1938-01-01,y,,,portraits; fish (animals); fish (meat); fishing,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal012a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/773,773,774.jpg,/cccidaho/image/774.jpg,cccidaho773
,Flume,,A logging flume curves through the forest.,1938-01-01,y,,,flumes; forests (plant communities),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal012b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/774,774,775.jpg,/cccidaho/image/775.jpg,cccidaho774
,CCC Foremen,,"Several CCC Foremen standing behind a downed tree in the forest. Writing on the photo reads: 'Our Foremen'. Writing below the photo reads: Sharker Schk, Red-Schen, All Gornsey Idaho Micky-Troy'.",1938-01-01,y,,,group portraits,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal013a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/775,775,776.jpg,/cccidaho/image/776.jpg,cccidaho775
,CCC Men and Their Tent,,Five CCC men sitting on the bunk underneath a tent. Writing under the photo reads: 'Platsburg'.,1938-01-01,y,,,group portraits; tent structures,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal008a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/776,776,777.jpg,/cccidaho/image/777.jpg,cccidaho776
,Company Commander,,A CCC man stands on a ramp in front of a building. Writing on the photo reads: 'John E. Creed' Writing below the photo reads: 'John E Creed Co. Commander'.,1938-01-01,y,,,portraits; buildings (structures),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal014a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/777,777,778.jpg,/cccidaho/image/778.jpg,cccidaho777
,CCC Men,,A group of CCC men group in front of a building in a CCC camp. Writing next to the photo reads: 'Tent No. 3',1938-01-01,y,,,group portraits; buildings (structures); tent structures,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal013b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/778,778,779.jpg,/cccidaho/image/779.jpg,cccidaho778
,Interior of CCC Tent,,An interior view of a tent in a CCC camp. There are at least six cots in the tent with folded blankets on the end. Writing under the photo reads: 'Inside Tent 3 Idaho',1938-01-01,y,,,interior views; tent structures; cots,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal014b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/779,779,780.jpg,/cccidaho/image/780.jpg,cccidaho779
,CCC Camp,,"A CCC man walks through a row of tents in a CCC Camp. Writing below the photo reads: 'Co. ST. 1290 Platsburg, Camp P212 Idaho'.",1933-01-01,y,P-212,C-1290,tent structures; barracks,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal015a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/780,780,781.jpg,/cccidaho/image/781.jpg,cccidaho780
,CCC Men in a Flume,,"Several CCC men standing in a flume  with other flumes nearby either under construction, or deteriorating. Writing next to the photo reads: 'Gang leaving for work'.",1938-01-01,y,,,group portraits; flumes; forests (plant communities),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal016a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/781,781,782.jpg,/cccidaho/image/782.jpg,cccidaho781
,CCC Men in a Train,,CCC men loading into a train. Writing next to the photo reads: 'Speeder from camp to headquarters'.,1938-01-01,y,,,group portraits; passenger cars (railroad cars); passenger trains,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal016b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/782,782,783.jpg,/cccidaho/image/783.jpg,cccidaho782
,CCC Men,,Two CCC men posing on a wooden structure with a building and forest in the background. Writing next to the photo reads: 'Bill - Searight = 020 Ray Saladin'.,1938-01-01,y,,,group portraits; forests (plant community),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal016c,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/783,783,784.jpg,/cccidaho/image/784.jpg,cccidaho783
,CCC Camp,,Several men walk through a row of tents in a CCC camp. Writing next to the photo reads: 'Co. ST. Camp Dix 18th Discharge'.,1938-01-01,y,,,tent structures; barracks,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal017a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/784,784,785.jpg,/cccidaho/image/785.jpg,cccidaho784
,CCC Men on a Train Platform,,Several CCC men waiting around on a train platform and exiting the train. Writing next to the photo reads: 'Train from the West'.,1938-01-01,y,,,group portraits; passenger cars (railroad cars); passenger trains,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal017b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/785,785,786.jpg,/cccidaho/image/786.jpg,cccidaho785
,CCC Man,,A CCC man stands in a tent in a CCC Camp. There is a cot in the background.Writing on the photo reads: 'Earl Richmond'.,1938-01-01,y,,,portraits; cots; tent structures; barracks,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal017c,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/786,786,787.jpg,/cccidaho/image/787.jpg,cccidaho786
,Two CCC Men,,Two CCC men standing and posing for a photo in front of a faint landscape. The man on the right  is posing shirtless with a cigarette in his mouth. Writing below the photo reads: 'Redmond Bohanan'.,1938-01-01,y,,,group portraits; scenery (landscape),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal007b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/787,787,788.jpg,/cccidaho/image/788.jpg,cccidaho787
,CCC Men,,Five CCC men posing for a photo on a wooden structure with a building and forest in the background. Writing under the photo reads: 'Joan - sch. S. Right - Ogo Rhy - Whall J Frisslet & Sulz Red Watll'.,1938-01-01,y,,,group portraits; buildings (structures); forests (plant communities),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal018a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/788,788,789.jpg,/cccidaho/image/789.jpg,cccidaho788
,CCC Men in Camp,,Seven CCC men posing outside two tents in a CCC Camp. Writing under the photo reads: 'From C Whitehall',1938-01-01,y,,,group portraits; tent structures; barracks,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal009a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/789,789,790.jpg,/cccidaho/image/790.jpg,cccidaho789
,CCC Men,,"Four CCC men posing for a photo in a CCC camp. Two of the men have boxing gloves on, one is on the ground, while the other has his fist raised in the air. Writing under the photo reads: 'L. Bohanan W.Hall C. Lesett W.Hall P. Gordon W.Hall C. Roberts Granum'.",1938-01-01,y,,,group portraits; boxing; tent structures; forests (plant communities),,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal018b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/790,790,791.jpg,/cccidaho/image/791.jpg,cccidaho790
,Montana Town,,A photo from the train of a small Montanan town. Writing next to the photo reads: 'A Town in the West Mont.',1938-01-01,y,,,towns,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal019a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/791,791,792.jpg,/cccidaho/image/792.jpg,cccidaho791
,Wyoming Railroad Station,,Several CCC men loitering around a railroad station. Writing below the photo reads: 'Rock Springs Wyoming'.,1938-01-01,y,,,group portraits; railroad cars; railroad stations,,"Rock Springs, WY",41.5868,-109.2201,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal020b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/792,792,793.jpg,/cccidaho/image/793.jpg,cccidaho792
,Pennsylvania Cityscape,,"Photo taken from the train of Harrisburg. Above a short concrete wall are several buildings. One advertizes 'Swift & Company'. Writing under the photo reads: 'Harrisburg, Penn'.",1938-01-01,y,,,buildings (structures); cities,,"Harrisburg, PA",40.2671,-76.8794,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal021a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/793,793,794.jpg,/cccidaho/image/794.jpg,cccidaho793
,Glendive Railroad Station,,"A few people standing around the Glendive, Montana Railroad Station. Writing under the photo reads: 'Glendive, Montana'.",1938-01-01,y,,,buildings; railroad stations,,"Glendive, MT",47.1062,-104.7113,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal021b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/794,794,795.jpg,/cccidaho/image/795.jpg,cccidaho794
,Spokane Cityscape,,"Several industrial buildings can be seen from the railroad station in Spokane, WA. There is also a theatre 'Empress Theatre' as well as a parking lot and some landscaping in the foreground. Writing under the photo reads: '[Spokan]e, [Wa]shington'.",1938-01-01,y,,,buildings; automobiles; cities; theaters (buildings),,"Spokane, WA",47.6563,-117.4153,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal021c,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/795,795,796.jpg,/cccidaho/image/796.jpg,cccidaho795
,Railroad Tracks in Chicago,,"Chicago, IL seen from the train, with the railroad tracks in the foreground. Writing on the next to the photo reads: 'Chicago'.",1938-01-01,y,,,railroads (infrastructure); buildings (structures); cities,,"Chicago, IL",41.8787,-87.6389,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal022a,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/796,796,797.jpg,/cccidaho/image/797.jpg,cccidaho796
,City Street,,A street lined with trucks in the morning light. The photographer's shadow can be seen in the foreground. Two signs read: 'Cafe' and 'U.S. 10' Writing next to the photo reads: 'Sidney Nebraska',1938-01-01,y,,,automobiles; streets; street scenes; traffic signs; identification signs,,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal019b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/797,797,798.jpg,/cccidaho/image/798.jpg,cccidaho797
,Chicago from the River,,"Chicago, IL seen from the train, with a river, bridge, and sign in the foreground, and buildings in the background. Writing on the sign says: 'River Taxi 56 Michigan Ave. Bridge, 15'.",1938-01-01,y,,,buildings (structures); rivers; bridges (built works); cities,,"Chicago, IL",41.8787,-87.6389,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal022b,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/798,798,799.jpg,/cccidaho/image/799.jpg,cccidaho798
,City Street from the Train,,"A Chicago, IL residential street, with trees down the sides can be seen from the train across several lanes of railroad tracks. Writing next to the photo reads: '",1938-01-01,y,,,buildings (structures); railroads (infrastructure); streets; cities,,"Chicago, IL",41.8787,-87.6389,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,RSal022c,Image;StillImage,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-10-19,2015-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/799,799,800.jpg,/cccidaho/image/800.jpg,cccidaho799
