title,creator,date,description,subject,location,location-lcsh,latitude,longitude,source,identifier,publisher,digital collection,holding institution,collection website,Language,date digital,type,format,rights,rightsstatement,digitization specifications,filename,OCLC number,Date created,Date modified,Reference URL,cdm-id,CONTENTdm file name,CONTENTdm file path,object-id
"View Of Bottom Dump Euclid (Equipment for construction, transportation, and maintenance)","Bauman, A.W.",8/4/1947,"Columbia Basin Project, Irrigation Division, Potholes Dam. Right rear view of contractors 24 cubic yard bottom dump Euclid. Note size of tires. Man in picture is six feet tall. Despite its size and weight, this piece of equipment has excellent floatation and traction.","Dam construction--Washington (State)--1940-1950;;Equipment for construction, transportation, and maintenance",Washington;Grant County;O'Sullivan Dam,United States--Washington--Grant County--O'Sullivan Dam,46.982938,-119.256935,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 4 666",94-4-666,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055110,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/974,974,1080.jp2,/crbproj/image/1080.jp2,crbp974
Inspecting A Potato Field (Farm development),"Foss, H.E.",9/17/1947,"Columbia Basin Project, Irrigation Division. Moses Lake Development Farm 2 miles east of Moses Lake. Twelve hours after a 3/4 inch rain which fell between 5pm to 10pm September 16th, water was standing in alternate furrows in the low flat areas of the Netted Gem potato field. Eighteen days after the last irrigation, which gives indication of the slow rate of penetration in this field. This shows the effect of compaction by tractor wheels in rows with water-Art Bauman left and J.L. Toevs right. H. Foss, cameraman. Taken for Land Development Section",Potato industry--Washington (State)--1940-1950;;Farm development,Washington;Grant County;Moses Lake,United States--Washington--Grant County--Moses Lake,47.132255,-119.251871,"PG 94, Box 1, Folder Farm Development, 4 800",94-4-800,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055669,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/912,912,1018.jp2,/crbproj/image/1018.jp2,crbp912
A.R. Thurman Farm (Farm development),"Foss, H.E.",8/28/1950,"Columbia Basin Project, Irrigation Division, Pasco Settlers. Typical pasture scene at the A.R. Thurman farm, Unit 27. Many settlers on the project are acquiring fine dairy herds. H. Foss, photographer",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington,United States--Washington,46.264111,-119.182622,"PG 94, Box 1, Folder Farm Development, 4 3727",94-4-3727,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055671,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1333,1333,992.jp2,/crbproj/image/992.jp2,crbp1333
Advancing End Of Irrigation Pipe (Farm development),"Swanson, A. F.",6/27/1949,"Advancing end of 21 inch reinforced (Class A-50' head) concrete pipe on the Burbank Pump Laterals HP 1.1 Station 50+25. Note groove of pipe filled with mortar. This feature under construction by Mathews Brothers about 7 miles east of Pasco, Washington. Specifications R1-CB-13. A.F. Swanson, photographer",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County,United States--Washington--Franklin County,46.264566,-119.194622,"PG 94, Box 1, Folder Farm Development, 3 19674",94-3-19674,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055739,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1312,1312,971.jp2,/crbproj/image/971.jp2,crbp1312
Application Of Concrete Curing Compound At Pasco Pump (Farm development),"Swanson, A. F.",3/15/1947,"View showing application of curing compound to newly placed 3-inch concrete lining on the Pasco Pump Lateral system which is under construction by J. A. Terteling and Sons, Inc. Specifications 1230, PPL Sta. 45+00, 10 to 15 miles northwest of Pasco, Washington",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260105,-119.240036,"PG 94, Box 1, Folder Farm Development, 3  15195",94-3-15195,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055618,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1303,1303,962.jp2,/crbproj/image/962.jp2,crbp1303
Applying Heated Asphalt (Farm development),"Swanson, A. F.",7/19/1947,"View showing application of mixture of heated 60-70 penetration asphalt and diatomaceous earth to subgrade which has previously had two applications of headed RC-0 asphalt. This is an experimental prime membrane lining section on Pasco Pump Lateral System PPL Sta. 438+64 to 447+91.8. This feature under construction by J.A. Terteling and Sons, Inc., Specifications 1230.",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260125,-119.240006,"PG 94, Box 1, Folder Farm Development, 3  16106",94-3-16106,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055732,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1301,1301,960.jp2,/crbproj/image/960.jp2,crbp1301
Asphalt Lining Operations At Pasco Pump (Farm development),"Swanson, A. F.",6/23/1947,"View looking downstream showing asphalt lining operations on 3-foot bottom lateral on Pasco Pump Lateral System, PP-1.8, Sta. 11+00. This feature under construction by J.A. Terteling and Sons, Inc., Specifications 1230",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260115,-119.240026,"PG 94, Box 1, Folder Farm Development, 3  15995",94-3-15995,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054754,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1302,1302,961.jp2,/crbproj/image/961.jp2,crbp1302
Automatic Siphon (Farm development),"Swanson, A. F.",9/6/1947,"View showing automatic siphon on Pasco Pump Lateral system, PP-6.0 Sta. 52+00. This feature constructed by J.A. Terteling and Sons, Inc., Specifications 1230",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260185,-119.240086,"PG 94, Box 1, Folder Farm Development, 3 16237",94-3-16237,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054664,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1308,1308,967.jp2,/crbproj/image/967.jp2,crbp1308
Close Up Of Corn (Farm development),"Bauman, A.W.",8/12/1947,"Columbia Basin Project, Irrigation Division. Close-up of corn stalks at Development Farm at Moses Lake.",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Grant County;Moses Lake,United States--Washington--Grant County--Moses Lake,47.124271,-119.230628,"PG 94, Box 1, Folder Farm Development, 3 694",94-4-694,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055746,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1326,1326,985.jp2,/crbproj/image/985.jp2,crbp1326
Corn Crop (Farm development),"Bauman, A.",8/12/1947,"Columbia Basin Project, Irrigation Division. Corn crop at Moses Lake Predevelopment Farm. A.W. Bauman, photographer",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Grant County;Moses Lake,United States--Washington--Grant County--Moses Lake,47.134139,-119.251485,"PG 94, Box 1, Folder Farm Development, 3 698",94-4-698,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055723,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1332,1332,991.jp2,/crbproj/image/991.jp2,crbp1332
Cracked Irrigation Pipe (Farm development),"Swanson, A. F.",11/9/1948,"Cracked 18' irrigation pipe on Pasco Pump Laterals PP-6.0-0.5-1.3 Station 86+74.5-87+01.5 looking upstream. Pipe burst due to internal pressure when testing pipe line. Pipe laid in October, 1946. Tested October, 1948. A.F. Swanson, photographer",Canal construction workers--North America.;Farm development,Washington;Franklin County,United States--Washington--Franklin County,46.258618,-119.240499,"PG 94, Box 1, Folder Farm Development, 3 18310",94-3-18310,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055715,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1316,1316,975.jp2,/crbproj/image/975.jp2,crbp1316
Dairy Farm (Farm development),"Pomeroy, F.B.",9/1/1948,"Dairy herd at Bureau's Moses Lake Development Farm. Herd is owned by Kenneth Hampton who holds lease for operating farm. In right, distance is field corn",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington,United States--Washington,47.115459,-119.186575,"PG 94, Box 1, Folder Farm Development, 3 17786",94-3-17786,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054722,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1325,1325,984.jp2,/crbproj/image/984.jp2,crbp1325
Diseased Potato Plant In Potato Field (Farm development),"Foss, H.E.",9/17/1947,"Columbia Basin Project, Irrigation Division. Picture of diseased potato plant in potato field on Moses Lake Development Farm 2 miles east of Moses Lake. The disease is commonly referred to as Leaf Roll. The rolling of the leaves is often accompanied by a purple coloring of the stems, veins of the leaves, and the edges of the small terminal leaves. Under certain conditions this disease may spread very rapidly. No satisfactory control measures have been found. Potatoes in this field were planted June 27th. H. Foss, cameraman. Taken for Land Development Section",Potato leafroll disease--Washington (state)--1940-1950;;Farm development,Washington;Grant County;Moses Lake,United States--Washington--Grant County--Moses Lake,47.132606,-119.254103,"PG 94, Box 1, Folder Farm Development, 4 799",94-4-799,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054638,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/897,897,1003.jp2,/crbproj/image/1003.jp2,crbp897
Farmer Works A Ditch Around His Field (Farm development),"Foss, H.E.",4/28/1950,"Columbia Basin Project, Irrigation Division, Pasco Settlers. Robert McNulty, Unit 1, whose farm is first on the lateral distribution system, works on a ditch around his fields. Much of his acreage is irrigated by a wooden flume, part of which may be seen at upper left. H. Foss, photographer",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Grant County,United States--Washington--Grant County,46.264109,-119.182666,"PG 94, Box 1, Folder Farm Development, 4 3713",94-4-3713,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055691,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1322,1322,981.jp2,/crbproj/image/981.jp2,crbp1322
Farmers Help To Install Irrigation Pipes (Farm development),"Foss, H.E.",3/14/1950,"Columbia Basin Project, Irrigation Division, Pasco Settlers. At the M.E. Chefley farm, Unit 65, Mr. Chefley's father-in-law and son are helping to install 1200 feet of irrigation pipe. Here they have just completed pouring concrete for the turnout.",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Pasco,United States--Washington--Franklin County--Pasco,46.264198,-119.182698,"PG 94, Box 1, Folder Farm Development, 4 3569",94-4-3569,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054683,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1318,1318,977.jp2,/crbproj/image/977.jp2,crbp1318
Head Of Main Lateral (Farm development),"Foss, H.E.",4/28/1950,"Columbia Basin Project, Irrigation Division, Block 1, Pasco Pump Unit, Specs. 1230. Head of main lateral, at outlet of discharge pipe from Columbia River pumping plant, showing 8 ft. Parshall flume as measuring device. Discharge is approximately 55 o.f.s. H. E. Foss, photographer.",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260165,-119.240066,"PG 94, Box 1, Folder Farm Development, 4 3710",94-4-3710,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055218,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1306,1306,965.jp2,/crbproj/image/965.jp2,crbp1306
Irrigation Pipes (Farm development),"Foss, H.E.",3/14/1950,"Columbia Basin Project, Irrigation Division, Pasco Settlers. Laying irrigation pipe (1200 feet) at the M.E. Chefley farm, unit 35. H. Foss, photographer",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Pasco,United States--Washington--Franklin County--Pasco,46.264091,-119.182606,"PG 94, Box 1, Folder Farm Development, 4 3570",94-4-3570,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055722,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1310,1310,969.jp2,/crbproj/image/969.jp2,crbp1310
Lining Pasco Pump (Farm development),"Swanson, A. F.",4/2/1947,"View showing equipment and placing of 1 1/2 inch thick pneumatically applied mortar lining on Pasco Pump lateral system PP-6.0-0.5 lateral vicinity sta. 4+00. This section is under construction 10 to 15 miles northwest of Pasco, Wash. By J.A. Tertling and Sons, Inc., specifications 1230,",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Franklin County;Columbia Point,United States--Washington--Franklin County--Columbia Point,46.260135,-119.240016,"PG 94, Box 1, Folder Farm Development, 3 15317",94-3-15317,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055709,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1300,1300,959.jp2,/crbproj/image/959.jp2,crbp1300
Man Lays 21 Inch Irrigation Pipe (Farm development),"Swanson, A. F.",6/27/1949,"Laying 21 inch reinforced concrete pipe (Class A-50' head) on the burbank pump laterals EP 1.1 station 50+50. note placing of wire mesh reinforcement for band. This feature under construction by Mathews Brothers about 7 miles east of Pasco, Washington. Specifications R1-CB-13",Canal construction workers--North America.;Farm development,Washington;Franklin County,United States--Washington--Franklin County,46.259819,-119.186726,"PG 94, Box 1, Folder Farm Development, 3 19673",94-3-19673,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055230,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1311,1311,970.jp2,/crbproj/image/970.jp2,crbp1311
Men Laying Pipe (Farm development),"Foss, H.E.",4/11/1950,"Columbia Basin Project, Irrigation Division, 2nd Section, East Low Canal, Spec. 2603. Laying 24 inch diameter concrete pipe for lateral turnout at Ata. 1105+70. Pipe is laid first, and concrete structure built at later date. This work being done by J.A. Terteling and Sons under Specs. 2603, Schedule 2.",Canal construction workers--North America.;Farm development,Washington;Grant County;Wheeler,United States--Washington--Grant County--Wheeler,47.130822,-119.170822,"PG 94, Box 1, Folder Farm Development, 4 3645",94-4-3645,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055129,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1317,1317,976.jp2,/crbproj/image/976.jp2,crbp1317
Men Prepare Pumps For Installation (Farm development),"Foss, H.E.",10/20/1949,"Three 200 h.p. pumps being cleaned and readied for installation in the Burbank Pump Plants. The three pumps will deliver 40 c.f.s. to the Burbank Interal through a 36' discharge line with a lift of 100 feet. This feature under construction by Pfieffer and Hohner about 7 miles east of Pasco, Washington. Specifications R1-CB-16. H.E. Foss, photographer",Canal construction workers--North America.;Farm development,Washington;Grant County,United States--Washington--Grant County,47.863322,-118.817922,"PG 94, Box 1, Folder Farm Development, 4 3254",94-4-3254,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054780,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1320,1320,979.jp2,/crbproj/image/979.jp2,crbp1320
Men Survey A Farm Outside Of Wheeler (Farm development),"Bauman, A. W.",10/10/1946,"Columbia Basin Project, Irrigation Division. Predevelopment Farm No. 1; located approx. 2 miles east of Moses Lake, Wash. Crew of Agricultural engineers taking topography in view of land leveling and laying out of irrigation distribution system. Farm covers 80 acres. Water supply well may be seen in distance, and the town of Wheeler may be seen in extreme left background. Men in picture are, left; M.W. Hoisveen, USBR Agriculture Eng.; center, B.W. Doran, USBR Agriculture Eng.; right, H.A. Sandwick, USBR Agriculture Eng. Photo taken for J.L. Toevs, chief of land development.",Columbia Basin Reclamation Project (U.S.);;Farm development,Washington;Grant County;Wheeler,United States--Washington--Grant County--Wheeler,47.130928,-119.254146,"PG 94, Box 1, Folder Farm Development,  4 117",94-4-117,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-06,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055696,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1297,1297,956.jp2,/crbproj/image/956.jp2,crbp1297
