title,dates,start_date,end_date,year span,description,person of interest,document type,publisher,subject,location,file type,identifier_old,identifier,source,type,format,rightsstatement,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Payette Lakes Wildlife Federation, Inc. Folder",5/12/1949 - 9/1/1990,1949-05-12,1990-09-01,1949-1990,"31 pages of subject files containing and related to Payette Lakes Wildlife Federation, Inc.",,Certificates; Magazine articles;,Knife World; National Rifle Association of America (NRA); Payette Lakes Star;,Wildlife Management; Conservation; National Rifle Association; Rod and Gun Club;,"McCall, ID;",Subject Files,Payette_Lakes_Wildlife_Federation_Inc,PayetteLakesWildlifeFederationInc,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/978,978,932.pdf,/mccall/image/932.pdf,mccall978
Payette Land Trust Folder,1/15/1990 - 4/20/2017,1990-01-15,2017-04-20,1990-2017,11 pages of subject files containing and related to Payette Land Trust,,,The Long Valley Advocate; The Star-News;,land Trust Alliance; Land Conservation; Conservation Easements; Blackhawk Wildlife Preserve; North Fork Payette River; Red Ridge Preserve;,"McCall, ID;",Subject Files,Payette_Land_Trust,PayetteLandTrust,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/979,979,933.pdf,/mccall/image/933.pdf,mccall979
Payette National Forest IV: 2011 - present Folder,1/1/2011 - 4/13/2017,2011-01-01,2017-04-13,2011-2017,93 pages of subject files containing and related to Payette National Forest IV: 2011 - present,,Publications; Reports; Written History;,Idaho Statesman; The Star-News; USDA Forest Service;,Roadless Areas; Trails; Logging Practices; Fires; Conservation; Lookouts;  Forest Service; Range Management; Rangers; Timber Management; Wildlife;,Payette National Forest,Subject Files,Payette_National_Forest_IV-2011_-_present,PayetteNationalForestIV2011present,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/980,980,934.pdf,/mccall/image/934.pdf,mccall980
Payette National Forest: Cuddy Mountain Folder,1/1/1980 - 9/11/2008,1980-01-01,2008-09-11,1980-2008,14 pages of subject files containing and related to Payette National Forest: Cuddy Mountain,"Miller, Wilmer; Wellington, Dave",,High Country News; Idaho Statesman; The Long Valley Advocate; The Star-News;,Logging; Goats; Clear Cutting Controversy; Conservation; Cuddy Mountain; logging; Protest; Timber auction;,Payette National Forest,Subject Files,Payette_National_Forest-Cuddy_Mountain,PayetteNationalForestCuddyMountain,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/981,981,935.pdf,/mccall/image/935.pdf,mccall981
Payette National Forest: Smoke Jumpers Folder,7/5/1958 - 8/20/2015,1958-07-05,2015-08-20,1958-2015,90 pages of subject files containing and related to Payette National Forest: Smoke Jumpers,"Roth, Roger; Thrash, Jim; Sanders, Neil;",Smokejumper Dedication;,Continental System Communicator; Desert; Evening Star; Idaho Statesman; The Star-News;,Forest Fires; Smokejumpers;,Payette National Forest,Subject Files,Payette_National_Forest-Smoke_Jumpers,PayetteNationalForestSmokeJumpers,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/982,982,936.pdf,/mccall/image/936.pdf,mccall982
"Payette National Forest: Smoke Jumpers - Roth, Roger and Thrash, Jim Folder",7/8/1994 - 9/14/1995,1994-07-08,1995-09-14,1994-1995,"33 pages of subject files containing and related to Payette National Forest: Smoke Jumpers - Roth, Roger and Thrash, Jim","Roth, Roger; Sanders, Neil; Thrash, Jim;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,Forest Fires; Smokejumpers;,Payette National Forest,Subject Files,Payette_National_Forest-Smoke_Jumpers_-_Roth_Roger_and_Thrash_Jim,PayetteNationalForestSmokeJumpersRothRogerandThrashJim,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/983,983,937.pdf,/mccall/image/937.pdf,mccall983
Payette River Water District 65 Folder,3/2/1995 - 3/2/1995,1995-03-02,1995-03-02,1995-1995,1 pages of subject files containing and related to Payette River Water District 65,"Limbaugh, Mark;",,The Star-News;,Water District 65; Boise Valley; Idaho Department of Water Resources; water distribution;,Boise Valley; Payette Lake; Payette River;,Subject Files,Payette_River_Water_District_65,PayetteRiverWaterDistrict65,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/984,984,938.pdf,/mccall/image/938.pdf,mccall984
"Payette River, Idaho Folder",1/1/1934 - 8/17/2008,1934-01-01,2008-08-17,1934-2008,"53 pages of subject files containing and related to Payette River, Idaho",,,Idaho Statesman; The Star-News;,Bridges; North Fork Payette River; Salmon; South Fork Payette River; Jerusalem; Orchards along the river; Jet Boat Races; Kayaking; Rafting; Rapids;,Payette River,Subject Files,Payette_River_Idaho,PayetteRiverIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/985,985,939.pdf,/mccall/image/939.pdf,mccall985
Payette National Forest I: 1947-1990 Folder,4/18/1947 - 12/31/1990,1947-04-18,1990-12-31,1947-1990,212 pages of subject files containing and related to Payette National Forest I: 1947-1990,,Publications; Reports; Written History;,Idaho Statesman; The Star-News; USDA Forest Service;,Lumber and lumbering; Smokejumpers; Forest Management; Timber Topics; Forest Service; Range Management; Rangers; Timber Management; Wildlife;,Payette National Forest,Subject Files,Payette_National_Forest_I-1947-1990,PayetteNationalForestI19471990,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/986,986,940.pdf,/mccall/image/940.pdf,mccall986
"Payette River, Idaho: Bridges Folder",7/13/1971 - 9/20/2007,1971-07-13,2007-09-20,1971-2007,"6 pages of subject files containing and related to Payette River, Idaho: Bridges",,Photographs,Idaho Statesman; The Star-News;,North Fork Payette River; Salmon; South Fork Payette River; Bridges; Lardo Bridge; Payette Lake; Rainbow Bridge; Sheep Bridge;,Payette River,Subject Files,Payette_River_Idaho-Bridges,PayetteRiverIdahoBridges,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/987,987,941.pdf,/mccall/image/941.pdf,mccall987
"Payette River, Idaho: North Fork Folder",6/13/1984 - 9/20/1999,1984-06-13,1999-09-20,1984-1999,"26 pages of subject files containing and related to Payette River, Idaho: North Fork",,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Bridges; Salmon; South Fork Payette River; Jerusalem; Orachards along the river; Hydro Power; Kayaing; North Fork Payette River; Payette River Bridges; Payette River Salmon; South Fork Payette River;,Payette River;,Subject Files,Payette_River_Idaho-North_Fork,PayetteRiverIdahoNorthFork,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/988,988,942.pdf,/mccall/image/942.pdf,mccall988
"Payette River, Idaho: South Fork Folder",5/18/1992 - 7/3/1999,1992-05-18,1999-07-03,1992-1999,"10 pages of subject files containing and related to Payette River, Idaho: South Fork",,,Idaho Statesman;,Bridges; North Fork Payette River; Salmon; Jerusalem; Orachards along the river; Kayaking; Payette Jet Boat Races; Payette Whitewater Roundup; Rafting; Staircase; whitewater,"Banks, ID; Payette River;",Subject Files,Payette_River_Idaho-South_Fork,PayetteRiverIdahoSouthFork,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/989,989,943.pdf,/mccall/image/943.pdf,mccall989
Payette Writers' Conference Folder,9/1/2007 - 9/1/2007,2007-09-01,2007-09-01,2007-2007,3 pages of subject files containing and related to Payette Writers' Conference,,Magazine Article;,McCall Magazine;,McCall Writers Group; Payette Writers' Conference;,"McCall, ID;",Subject Files,Payette_Writers'_Conference,PayetteWritersConference,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/990,990,944.pdf,/mccall/image/944.pdf,mccall990
PEO - Philanthropic Educational Organization Folder,4/6/1995 - 6/23/2016,1995-04-06,2016-06-23,1995-2016,3 pages of subject files containing and related to PEO - Philanthropic Educational Organization,,,The Star-News;,Philanthropy; Education Grants; Service Club; Scholarship Program;,"McCall, ID;",Subject Files,PEO_-_Philanthropic_Educational_Organization,PEOPhilanthropicEducationalOrganization,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/991,991,945.pdf,/mccall/image/945.pdf,mccall991
Pilgrim Cove Camp Folder,8/1/1958 - 8/27/2002,1958-08-01,2002-08-27,1958-2002,6 pages of subject files containing and related to Pilgrim Cove Camp,,Brochure;,Pilgrim Cove Camp; The Star-News;,Community Congregational Church; Payette Lake Camp; Youth Camp;,"McCall, ID;",Subject Files,Pilgrim_Cove_Camp,PilgrimCoveCamp,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/992,992,946.pdf,/mccall/image/946.pdf,mccall992
"Placerville, Idaho Folder",7/26/1964 - 7/18/1994,1964-07-26,1994-07-18,1964-1994,"12 pages of subject files containing and related to Placerville, Idaho",,,Idaho Statesman;,Boise Basin; Gold and Silver Mining; East Horeshoe Bend; Land Sale; Magnolia Saloon; Mining town;,"Placerville, ID;",Subject Files,Placerville_Idaho,PlacervilleIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/993,993,947.pdf,/mccall/image/947.pdf,mccall993
PLAYLive Folder,1/17/2013 - 8/29/2013,2013-01-17,2013-08-29,2013-2013,2 pages of subject files containing and related to PLAYLive,,,The Star-News;,Computer Gaming Company; Children's programs; gaming; Playlive;,"McCall, ID;",Subject Files,PLAYLive,PLAYLive,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/994,994,948.pdf,/mccall/image/948.pdf,mccall994
"Ponderosa State Park, Idaho Folder",1/12/1905 - 9/10/2015,1905-01-12,2015-09-10,1905-2015,"71 pages of subject files containing and related to Ponderosa State Park, Idaho",,Brochures;,The Long Valley Advocate; The Star-News; State Park;,Winter Sports; Skis and Skiing; Nordic Skiing; Summer Camping; Hiking;,"McCall, ID; Ponderosa State Park;",Subject Files,Ponderosa_State_Park_Idaho,PonderosaStateParkIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/995,995,949.pdf,/mccall/image/949.pdf,mccall995
Payette National Forest II: 1991 - 1995 Folder,1/1/1991 - 12/31/1995,1991-01-01,1995-12-31,1991-1995,82 pages of subject files containing and related to Payette National Forest II: 1991 - 1995,,Publications; Reports; Written History;,Idaho Statesman; The Star-News; USDA Forest Service;,Lumber and lumbering; Smokejumpers; Forest Management; Timber Topics; Forest Service; Range Management; Rangers; Timber Management; Wildlife;,Payette National Forest,Subject Files,Payette_National_Forest_II-1991_-_1995,PayetteNationalForestII19911995,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/996,996,950.pdf,/mccall/image/950.pdf,mccall996
Payette National Forest III: 1996 - 2011 Folder,1/1/1996 - 12/31/2011,1996-01-01,2011-12-31,1996-2011,122 pages of subject files containing and related to Payette National Forest III: 1996 - 2011,,Publications; Reports; Written History;,Idaho Statesman; The Star-News; USDA Forest Service;,Roadless Areas; Trails; Logging Practices; Fires; Conservation; Lookouts; Bighorn Sheep; Forest Service; Range Management; Rangers; Timber Management; Wildlife;,Payette National Forest,Subject Files,Payette_National_Forest_III-1996_-_2011,PayetteNationalForestIII19962011,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/997,997,951.pdf,/mccall/image/951.pdf,mccall997
Positive Outdoor Teen Service (POTS) Program Folder,8/12/2010 - 8/12/2010,2010-08-12,2010-08-12,2010-2010,1 pages of subject files containing and related to Positive Outdoor Teen Service (POTS) Program,,,The Star-News;,Teen Planting Group; Positive Outdoor Teens Service; Youth Program;,"McCall, ID;",Subject Files,Positive_Outdoor_Teen_Service_(POTS)_Program,PositiveOutdoorTeenServicePOTSProgram,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/998,998,952.pdf,/mccall/image/952.pdf,mccall998
Prohibition Folder,1/25/1918 - 5/23/1924,1918-01-25,1924-05-23,1918-1924,12 pages of subject files containing and related to Prohibition,,,Cascade News;,Boot Legging; Moonshine; Stills; Fulton Hotel; Prohibition;,Valley County;,Subject Files,Prohibition,Prohibition,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/999,999,953.pdf,/mccall/image/953.pdf,mccall999
Project Linus Folder,9/24/2015 - 3/10/2016,2015-09-24,2016-03-10,2015-2016,2 pages of subject files containing and related to Project Linus,,,The Star-News;,Children's blankets; Project Linus; Volunteer; philanthropy;,"McCall, ID;",Subject Files,Project_Linus,ProjectLinus,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1000,1000,954.pdf,/mccall/image/954.pdf,mccall1000
Quaker Hill Folder,10/24/2013 - 11/23/2016,2013-10-24,2016-11-23,2013-2016,5 pages of subject files containing and related to Quaker Hill,,,The Star-News;,Church Camp; Warren Wagon Road; Idaho National Guard; Thanksgiving dinner; Quaker Hill Camp and Conference Center;,"McCall, ID;",Subject Files,Quaker_Hill,QuakerHill,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1001,1001,955.pdf,/mccall/image/955.pdf,mccall1001
Railroads Folder,1/1/1882 - 11/20/2007,1882-01-01,2007-11-20,1882-2007,47 pages of subject files containing and related to Railroads,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Idaho Railroad History; Oregon Short Line; McCall Express; Railroads; History of Idaho by Beal and Wells; Thunder Mountain Line; Weiser River Trail;,"McCall, ID; Meridian, ID;",Subject Files,Railroads,Railroads,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1002,1002,956.pdf,/mccall/image/956.pdf,mccall1002
Railroads: PandIN Folder,5/16/1899 - 10/18/1978,1899-05-16,1978-10-18,1899-1978,14 pages of subject files containing and related to Railroads: PandIN,,,,Long Pin League; Pacific and Idaho Northern Railroad; Railroads; P.andI.N. railroad;,"Weiser, ID; Meadows Valley; McCall, ID; Fruitvale, ID;",Subject Files,Railroads-PandIN,RailroadsPandIN,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1003,1003,957.pdf,/mccall/image/957.pdf,mccall1003
Postal Service: Valley County Folder,12/6/1946 - 5/14/2009,1946-12-06,2009-05-14,1946-2009,79 pages of subject files containing and related to Postal Service: Valley County,"Preston, Peter; Spink, Marie; Boydston, Pearl and Neil; Mills, Nellie",Map; Publication; Directory;,Wilderness Post Office; U.S. Postal Service;,Mail Planes Serving Backcountry; Chronology of Post Offices;,"McCall, ID; Valley County;",Subject Files,Postal_Service-Valley_County,PostalServiceValleyCounty,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1004,1004,958.pdf,/mccall/image/958.pdf,mccall1004
"Riggins, Idaho Folder",12/13/1972 - 8/18/2016,1972-12-13,2016-08-18,1972-2016,"61 pages of subject files containing and related to Riggins, Idaho","Aitkin, James; Aitkin Bertha Buchanan; Aitkin, Stuart; Walters, Grace; Goff, John, Blackwell, Herman; Lavandar, Homer; Lavandar, Ed; Lavandar, John; Clay, Charlie; Iwrin, Dick; Wright, Tennison; Curtis, George; Pollock, Tom; Carrey, John; Warren, Jim; Hearst, William Rudolph; Hearst, George; Riggins, R.L.; Walters, Billy Jo; Barton, Ace;",,Idaho Statesman; The Star-News;,South Fork Salmon River; Steelhead Fishing; Rafting; Pionneer Ranches; Lumber Mill; Rodeo; Bridges;,"Warren, ID; Riggins, ID;",Subject Files,Riggins_Idaho,RigginsIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1005,1005,959.pdf,/mccall/image/959.pdf,mccall1005
River Crossing - Bob Hunt Developer Folder,11/1/2004 - 11/1/2004,2004-11-01,2004-11-01,2004-2004,18 pages of subject files containing and related to River Crossing - Bob Hunt Developer,,Report,,"Housing Development; Hunt, Bob; Oxbow Site; Payette Oxbow Site; Test Excavations;",Payette River,Subject Files,River_Crossing_-_Bob_Hunt_Developer,RiverCrossingBobHuntDeveloper,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1006,1006,960.pdf,/mccall/image/960.pdf,mccall1006
Roads Folder,1/1/1968 - 10/8/2009,1968-01-01,2009-10-08,1968-2009,70 pages of subject files containing and related to Roads,,Pamphlets;,Idaho Department of Highways; Idaho Statesman; Payette Lakes Star; The Star-News;,Historic Road Signs; Flood 1997; Long Valley history; freight and freighters; Wagon Roads; Idaho; roads,Long Valley,Subject Files,Roads,Roads,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1007,1007,961.pdf,/mccall/image/961.pdf,mccall1007
Roads: Idaho 55 Folder,2/21/1935 - 1/3/2008,1935-02-21,2008-01-03,1935-2008,46 pages of subject files containing and related to Roads: Idaho 55,,,Cascade Advocate; Idaho Statesman; Payette Lakes Star; The Star-News;,Horseshoe Bend Hill; McCall By-Pass; Rainbow Bridge; Historic Roads; Idaho Department of Transportation; Lardo Bridge; Private Roads; State Street-Idaho 55 intersection;,"McCall, ID; Horseshoe Bend, ID;",Subject Files,Roads-Idaho_55,RoadsIdaho55,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1008,1008,962.pdf,/mccall/image/962.pdf,mccall1008
Roads: Idaho 55 Bypass Folder,1/23/1987 - 9/25/1997,1987-01-23,1997-09-25,1987-1997,14 pages of subject files containing and related to Roads: Idaho 55 Bypass,,,The Long Valley Advocate; The Star-News;,Idaho Politics; Boydstun; Bypass; Deinhard; Idaho Department of Transportation; Idaho State Highway;,"McCall, ID;",Subject Files,Roads-Idaho_55_Bypass,RoadsIdaho55Bypass,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1009,1009,963.pdf,/mccall/image/963.pdf,mccall1009
Roads: U.S. 95 Folder,11/9/1974 - 1/31/2000,1974-11-09,2000-01-31,1974-2000,15 pages of subject files containing and related to Roads: U.S. 95,,,Idaho Statesman; The Star-News;,White Bird Grade; Salmon River; Idaho Department of Transportation; U.S. Interstate 95; White Bird Road;,"Riggins, ID; White Bird, ID; Salmon River;",Subject Files,Roads-US_95,RoadsUS95,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1010,1010,964.pdf,/mccall/image/964.pdf,mccall1010
Roads: Warren Wagon Folder,12/27/2007 - 12/27/2007,2007-12-27,2007-12-27,2007-2007,1 pages of subject files containing and related to Roads: Warren Wagon,,,The Star-News;,Historic Wagon Roads; Secesh; Salmon River; Burgdorf;,"Burgdorf, ID; McCall, ID;",Subject Files,Roads-Warren_Wagon,RoadsWarrenWagon,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1011,1011,965.pdf,/mccall/image/965.pdf,mccall1011
"Rock Flat, Idaho Folder",2/23/1994 - 5/18/1995,1994-02-23,1995-05-18,1994-1995,"6 pages of subject files containing and related to Rock Flat, Idaho",,,,"Mining Communities; Near Meadows Valley; Near Little Ski Hill; Bear Creek Lodge; Seubert Excavators, Inc.;","McCall, ID; Meadows Valley; Adams County;",Subject Files,Rock_Flat_Idaho,RockFlatIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1012,1012,966.pdf,/mccall/image/966.pdf,mccall1012
"Rocky Bar, Idaho Folder",4/1/1971 - 9/1/1972,1971-04-01,1972-09-01,1971-1972,"5 pages of subject files containing and related to Rocky Bar, Idaho",Jay George; Jay Ellis Ransom;,Magazine Article;,Ski Magazine;,Mining Communities; Sawtooth Mining Area; Alturas Hotel; Ski Magazine The Mail Did Go Through;,Alturas County;,Subject Files,Rocky_Bar_Idaho,RockyBarIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1013,1013,967.pdf,/mccall/image/967.pdf,mccall1013
Rodeos Folder,5/1/1978 - 11/6/2014,1978-05-01,2014-11-06,1978-2014,13 pages of subject files containing and related to Rodeos,,,High Country News; The Star-News;,Horse Riding Competitions; Bull riding; Roping; Rodeo; Cowboys;,"McCall, ID; Riggins, ID;",Subject Files,Rodeos,Rodeos,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1014,1014,968.pdf,/mccall/image/968.pdf,mccall1014
"Profile Summit, Idaho Folder",2/24/1963 - 2/24/1963,1963-02-24,1963-02-24,1963-1963,"3 pages of subject files containing and related to Profile Summit, Idaho","Willson, Sam;",,,"Big Creek Area; Mining; Lumbering; Profile Summit, ID; Summit Cabin;","Yellowpine, ID;",Subject Files,Profile_Summit_Idaho,ProfileSummitIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1015,1015,969.pdf,/mccall/image/969.pdf,mccall1015
"Roosevelt, Idaho Folder",8/28/1921 - 4/4/2009,1921-08-28,2009-04-04,1921-2009,"56 pages of subject files containing and related to Roosevelt, Idaho",,Personal Account; Written History;,Cascade News; Idaho Statesman; Payette Lakes Star; Stibnite Miner;,Roosevelt Mining Town; Mines and Mineral Resources; Thunder Mountain history; Stibnite; Roosevelt Lake;,"Roosevelt, ID;",Subject Files,Roosevelt_Idaho,RooseveltIdaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1016,1016,970.pdf,/mccall/image/970.pdf,mccall1016
Salmon Folder,2/1/1978 - 4/24/2008,1978-02-01,2008-04-24,1978-2008,123 pages of subject files containing and related to Salmon,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Fishing; Dams; Salmon Runs; Chinook; Steelhead; Fisheries; Coho; Fall chinook; Kokanee; Nez Perce Tribe; Salmon; smolts; Sockeye; Spring chinook; Steelhead; Summer chinook; Umatilla;,"Boise, ID; Riggins, ID; Salmon River; Redfish Lake;",Subject Files,Salmon,Salmon,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1017,1017,971.pdf,/mccall/image/971.pdf,mccall1017
Salmon River Folder,8/18/1933 - 5/23/2003,1933-08-18,2003-05-23,1933-2003,169 pages of subject files containing and related to Salmon River,Buckskin Bill; Jimmy Carter,,Payette Lakes Star; The Cascade News; Idaho Territorial Statesman;,Historic Ranches; Bridges; Roads along Salmon River; Float Trips; Rafting; Wildlife; Salmon;,Salmon River,Subject Files,Salmon_River,SalmonRiver,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1018,1018,972.pdf,/mccall/image/972.pdf,mccall1018
"Salmon River, Idaho: Middle Fork Folder",7/24/1983 - 12/31/2015,1983-07-24,2015-12-31,1983-2015,"7 pages of subject files containing and related to Salmon River, Idaho: Middle Fork","Demerse, Mike and Lynn; Harrah, Bill;",,Idaho Statesman; The Star-News;,Harrah's Lodge; Rafting; River of No Return; Cabin Creek;,Salmon River,Subject Files,Salmon_River_Idaho-Middle_Fork,SalmonRiverIdahoMiddleFork,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/1019,1019,973.pdf,/mccall/image/973.pdf,mccall1019
