title,opponent,abbreviation,sport,date,year,location,stadium,latitude,longitude,score,notes,identifier,original collection,digital collection,publisher,rights,standardized rights,format-original,format,type,duration,digital preservation filename,id number,disc number,youtube-id,reference url,cdm-id,object-id
"University of Idaho vs. Oregon State University (Football), 10/24/1953",Oregon State University,OrST,Football,1953-10-24,1953,"Moscow, ID",Neale Stadium,46.726113,-117.015671,0 - 19 (L),,UG64-OrST1953-1_49,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:43:16,UG64-OrST1953-1_49.avi,1_49,49,sjIhVfLaJ8I,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/83,83,vandalvideo83
"University of Idaho vs. Boise State University (Football), 09/08/1973",Boise State University,"Boise, IDSt",Football,1973-09-08,1973,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,24 - 47 (L),,"UG64-Boise, IDSt1973-1_5",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:35:48,"UG64-Boise, IDSt1973-1_5.avi",1_5,5,fMgNQYD5WzM,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/84,84,vandalvideo84
"University of Idaho vs. Oregon State University (Football), 11/17/1956",Oregon State University,OrST,Football,1956-11-17,1956,"Moscow, ID",Neale Stadium,46.726113,-117.015671,10 - 14 (L),,UG64-OrST1956-1_51,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:33:05,UG64-OrST1956-1_51.avi,1_51,51,iPTOtqAGYus,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/85,85,vandalvideo85
"University of Idaho vs. Oregon State University (Football), 09/18/1948",Oregon State University,OrST,Football,1948-09-18,1948,"Corvallis, OR",Bell Field,44.563,-123.279,12 - 27 (L),,UG64-OrST1948-1_44,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:11:31,UG64-OrST1948-1_44.avi,1_44,44,Fbyn7dn9xNs,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/86,86,vandalvideo86
"University of Idaho vs. Oregon State University (Football), 10/17/1959",Oregon State University,OrST,Football,1959-10-17,1959,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,18 - 66 (L),,UG64-OrST1959-1_54,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:45:38,UG64-OrST1959-1_54.avi,1_54,54,y_eBWM6qBYk,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/87,87,vandalvideo87
"University of Idaho vs. Oregon State University (Football), 10/12/1957",Oregon State University,OrST,Football,1957-10-12,1957,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,0 - 20 (L),,UG64-OrST1957-1_52,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:48:16,UG64-OrST1957-1_52.avi,1_52,52,p-SsqPLI0GU,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/88,88,vandalvideo88
"University of Idaho vs. Oregon State University (Football), 11/05/1949",Oregon State University,OrST,Football,1949-11-05,1949,"Moscow, ID",Neale Stadium,46.726113,-117.015671,25 - 35 (L),,UG64-OrST1949-1_45,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:36:55,UG64-OrST1949-1_45.avi,1_45,45,mVR7O3H21zc,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/89,89,vandalvideo89
"University of Idaho vs. Oregon State University (Football), 10/18/1958",Oregon State University,OrST,Football,1958-10-18,1958,"Moscow, ID",Neale Stadium,46.726113,-117.015671,6 - 20 (L),,UG64-OrST1958-1_53,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:31:43,UG64-OrST1958-1_53.avi,1_53,53,JDj0bQmY-5Y,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/90,90,vandalvideo90
"University of Idaho vs. Oregon State University (Football), 10/15/1960",Oregon State University,OrST,Football,1960-10-15,1960,"Moscow, ID",Neale Stadium,46.726113,-117.015671,8 - 28 (L),,UG64-OrST1960-1_55,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:36:35,UG64-OrST1960-1_55.avi,1_55,55,DmWp7bp-Iz8,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/91,91,vandalvideo91
"University of Idaho vs. Oregon State University (Football), 10/06/1951",Oregon State University,OrST,Football,1951-10-06,1951,"Spokane, WA",Memorial Stadium,47.705278,-117.482778,6 - 34 (L),,UG64-OrST1951-1_47,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:33:53,UG64-OrST1951-1_47.avi,1_47,47,4iMJatBu3Go,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/92,92,vandalvideo92
"University of Idaho vs. Oregon State University (Football), 09/29/1984",Oregon State University,OrST,Football,1984-09-29,1984,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,41 - 22 (W),,UG64-OrST1984-1_58,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,2:27:53,UG64-OrST1984-1_58.avi,1_58,58,SR3PvCR346A,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/93,93,vandalvideo93
"University of Idaho vs. Oregon State University (Football), 10/07/1961",Oregon State University,OrST,Football,1961-10-07,1961,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,6 - 44 (L),,UG64-OrST1961-1_56,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:12:50,UG64-OrST1961-1_56.avi,1_56,56,VgYEabcaz8c,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/94,94,vandalvideo94
"University of Idaho vs. Boise State University (Football), 10/13/1979",Boise State University,"Boise, IDSt",Football,1979-10-13,1979,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,17 - 41 (L),,"UG64-Boise, IDSt1979-1_12",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,2:05:12,"UG64-Boise, IDSt1979-1_12.avi",1_12,12,wbj1u09RiB0,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/95,95,vandalvideo95
"University of Idaho vs. Oregon State University (Football), 10/16/1965",Oregon State University,OrST,Football,1965-10-16,1965,"Boise, ID",Bronco Stadium,43.602798,-116.195833,14 - 16 (L),start at program 2,UG64-OrST1965-1_57,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:54:48,UG64-OrST1965-1_57.avi,1_57,57,4HIRjSkaIhc,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/96,96,vandalvideo96
"University of Idaho vs. Oregon State University (Football), 09/25/1954",Oregon State University,OrST,Football,1954-09-25,1954,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,0 - 13 (L),,UG64-OrST1954-1_50,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:44:34,UG64-OrST1954-1_50.avi,1_50,50,r0xBke7QKjE,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/97,97,vandalvideo97
"University of Idaho vs. Ohio University (Football), 09/16/1972",Ohio University,Ohio,Football,1972-09-16,1972,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,17 - 14 (W),,UG64-Ohio1972-1_38,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:38:27,UG64-Ohio1972-1_38.avi,1_38,38,oUpmUtN1a9Y,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/98,98,vandalvideo98
"University of Idaho vs. Oregon State University (Football), 09/07/1985",Oregon State University,OrST,Football,1985-09-07,1985,"Corvallis, OR",Parker Stadium,44.559444,-123.281389,28 - 43 (L),,UG64-OrST1985-1_60,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:38:18,UG64-OrST1985-1_60.avi,1_60,60,u-ccfZ2Sm0w,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/99,99,vandalvideo99
"University of Idaho vs. Stanford University (Football), 09/28/1946",Stanford University,Stan,Football,1946-09-28,1946,"Palo Alto, CA",Stanford Stadium,37.434444,-122.161111,0 - 45 (L),,UG64-Stan1946-1_61,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:37:59,UG64-Stan1946-1_61.avi,1_61,61,qiAT_VPtA2o,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/100,100,vandalvideo100
"University of Idaho vs. Stanford University (Football), 11/12/1949",Stanford University,Stan,Football,1949-11-12,1949,"Palo Alto, CA",Stanford Stadium,37.434444,-122.161111,0 - 63 (L),,UG64-Stan1949-1_62,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:31:23,UG64-Stan1949-1_62.avi,1_62,62,Tc9xzqaAIr8,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/101,101,vandalvideo101
"University of Idaho vs. Boise State University (Football), 11/23/1991",Boise State University,"Boise, IDSt",Football,1991-11-23,1991,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,28 - 24 (W),End zone version,"UG64-Boise, IDSt1991-1_22",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:59:23,"UG64-Boise, IDSt1991-1_22.avi",1_22,22,vRkNv0MIfxw,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/102,102,vandalvideo102
"University of Idaho vs. Central Michigan University  (Football), 09/13/1986",Central Michigan University,CentMI,Football,1986-09-13,1986,"Mount Pleasant, MI",Kelly/Shorts Stadium,43.5775,-84.770833,21 - 34 (L),,UG64-CentMI1986-1_32,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:01:09,UG64-CentMI1986-1_32.avi,1_32,32,6cFFjqqF1IM,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/103,103,vandalvideo103
"University of Idaho vs. Stanford University (Basketball), 03/01/1957",Stanford University,Stan-bb,Basketball,1957-03-01,1957,"Moscow, ID",Memorial Gymnasium,46.726389,-117.018056,60 - 57 (W),,UG64-Stan-bb1957-1_63a,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:32:08,UG64-Stan-bb1957-1_63.avi,1_63a,63,7Y6IS4E_iK4,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/104,104,vandalvideo104
"University of Idaho vs. University of Arizona (Football), 10/01/1955",University of Arizona,AzU,Football,1955-10-01,1955,"Tucson, AZ",Arizona Stadium,32.228889,-110.948889,14 - 47 (L),,UG64-AzU1955-1_66,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:32:49,UG64-AzU1955-1_66.avi,1_66,66,p9mV0109VtI,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/105,105,vandalvideo105
"University of Idaho vs. Boise State University (Football), 11/04/1978",Boise State University,"Boise, IDSt",Football,1978-11-04,1978,"Boise, ID",Bronco Stadium,43.602798,-116.195833,10 - 48 (L),,"UG64-Boise, IDSt1978-1_10",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:45:24,"UG64-Boise, IDSt1978-1_10.avi",1_10,10,b2F0UuyDQAU,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/106,106,vandalvideo106
"University of Idaho vs. University of Arizona (Football), 11/05/1960",University of Arizona,AzU,Football,1960-11-05,1960,"Tucson, AZ",Arizona Stadium,32.228889,-110.948889,3 - 32 (L),,UG64-AzU1960-1_69,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:41:04,UG64-AzU1960-1_69.avi,1_69,69,yFNgAtK8HR0,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/107,107,vandalvideo107
