title,creator,date,description,subject,location,region,latitude,longitude,source,identifier,publisher,digital collection,holding institution,collection website,Language,date digital,type,format,rights,rights (standardized),digitization specifications,filename,OCLC number,Date created,Date modified,Reference URL,cdm-id,CONTENTdm file name,CONTENTdm file path,object-id
"Equipment for construction, transportation, and maintenance--""mucker"" working inside a tunnel","Bauman, A.W.",1946-12-19,"Columbia Basin Project, Irrigation Division, Bacon Tunnel. Photo shows ""mucker"" working inside the tunnel, T.E. Connolly Company, Inc., contractor. Location approx. 5 miles south of Coulee City, Wash.",Dam construction--Washington (State)--1940-1950;,United States--Washington--Grant County--Coulee City,Coulee City,47.606147,-119.290201,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 4 204",94-4-204,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055605,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/959,959,1065.jp2,/crbproj/image/1065.jp2,crbproj65
"Equipment for construction, transportation, and maintenance--115-ton coaster gate on war surplus pontoon","Fuller, H.W.",1947-09-09,"Transfer of 115-tin coaster gate from east forebay, Unit R-9 to west forebay, Unit L-7. This transfer (made on war surplus steel pontoon barge) will expedite starting of unit L-7 by approximately three weeks. This picture shows the coaster gate resting on front and rear trucks in position to be moved forward to approximate center of abrge. Wheel stops clamped to rails will secure barge in final position ready for transfer to west abutment. Brittly hitch with sheave block for four part 3/4' drawl line to steam winch on work barge is shown at left center. Transverse timbers on barge deck supporting 36'-64'-0' long 230# 'I' beams, with 90# rails attached, distribute the load to 107' by 43' pontoon barge. Special gate stem and hitch plates to 150-Ton deck crane are shown at right center. 1 1/4' snub cables with turnbuckles for limiting barge submergence are to be seen along face of dam at left of picture. Snub cables were rigged from gantry girders on deck crane to hitch plates welded to 36' 'I' beams. Work barge, not seen in picture, is lashed to front of pontoon barge.",Dam construction--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.953677,-118.989677,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 16358",94-3-16358,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055119,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/972,972,1078.jp2,/crbproj/image/1078.jp2,crbproj78
"Equipment for construction, transportation, and maintenance--3 diamond core drills",United States. Army. Corps of Engineers.,1941-09-26,close up view of three diamond core drill bits,Drill bits;,United States--Washington,,47.960378,-118.98666,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 2 4143",94-2-4143,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055169,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/961,961,1067.jp2,/crbproj/image/1067.jp2,crbproj67
"Equipment for construction, transportation, and maintenance--air compressors","Pomeroy, F.B.",1941-09-10,air compressors in power house,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.953633,-118.989644,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 2 4119",94-2-4118,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055599,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/965,965,1071.jp2,/crbproj/image/1071.jp2,crbproj71
"Equipment for construction, transportation, and maintenance--couple from New Jersey visits the dam","Pomeroy, F.B.",1946-07-23,"Look at that beautiful water, Maw,' exclaimed Mr. George C. Green to his wife as the viewed the Grand Coulee Dam spillway from the parking lot overlooking the west powerhouse. His statement was not unusual in the way of tourists but the mode of transportation was certainly extreme, a 1904 Oldsmobile. Mr. and Mrs. Green traveled from Lambertsville, New Jersey to Coulee Dam, covering nearly 6000 miles enroute and planed on going through California in return",Dams--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.951805,-118.988982,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 14360",94-3-14360,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054728,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1032,1032,1138.jp2,/crbproj/image/1138.jp2,crbproj138
"Equipment for construction, transportation, and maintenance--eucluid truck dumps granite in front of Grand Coulee","Pomeroy, F.B.",1950-07-11,"Approximately 750,000 tons of granite will be used to loop the banks of the Columbia River below Grand Coulee Dam, protecting the shores against the 10-million horsepower in energy which the waves spent after their 350-foot fall over the dam. Above, 20-yard Euclid truck, with two motors and powered steering wheel, dumps a couple of big ones.",Dams--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.957139,-118.987934,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 22359",94-3-22359,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054651,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/975,975,1081.jp2,/crbproj/image/1081.jp2,crbproj81
"Equipment for construction, transportation, and maintenance--eucluid truck dumps granite in front of Grand Coulee","Pomeroy, F.B.",1950-07-11,"Although this truck alone weighs almost 60,000 pounds, it's not uncommon for one or two huge granite armor rocks to lift the front wheels clear of the ground. A dozer, blade visible at left, solved the truck drivers dilemma in this problem. The trucks can carry 20-30 tons, and sometimes one rock is an entire load. Approximately a year and one-half will be required to line the banks for close to one mile downstream from the Grand Coulee Dam.",Dams--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.957281,-118.98733,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 22358",94-3-22358,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054667,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/976,976,1082.jp2,/crbproj/image/1082.jp2,crbproj82
"Equipment for construction, transportation, and maintenance--gear system for moving crane","Fuller, H.W.",1942-05-22,Gear system used in moving large crane on top of dam. These gears are connected to wheels resting on track that extends entirely across dam.,Dam construction--Washington (State)--1940-1950;,United States--Washington,,47.956586,-118.976161,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 10119",94-3-10119,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054714,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/957,957,1063.jp2,/crbproj/image/1063.jp2,crbproj63
"Equipment for construction, transportation, and maintenance--Grand Coulee Dam seismograph station","Pomeroy, F.B.",1942-09-16,"Grand Coulee Dam Seismograph Station, showing seismograph equipment before installation, arranged only for photographic purposes. Dr. Dead S. Carder of the U.S. Coast and Geodetic Survey is simulating the adjustment of position of galvanometers on the Benioff film recorder. In the right foreground is the 10-cycle tuning fork amplifier, and in the back, a horizontal and vertical seismometer",Seismology--Washington (State);,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.953611,-118.989644,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 10638",94-3-10638,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055733,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/969,969,1075.jp2,/crbproj/image/1075.jp2,crbproj75
"Equipment for construction, transportation, and maintenance--Grant pumps",Robinson,1941-01-29,Grant pumps and grant building,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.953644,-118.989622,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 7655",94-3-7655,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055152,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/966,966,1072.jp2,/crbproj/image/1072.jp2,crbproj72
"Equipment for construction, transportation, and maintenance--gravel crusher","Foss, H.E.",1948-06-02,"Columbia Basin Project--Irrigation Division, Adrian Gravel Plant--Specifications #1475. Cedar Rapids 20' x 36' primary crusher with jaws set at 3 inches, located at Adrian Gravel Plant. Feed hopper is shown at left and blending sand conveyor belt is in foreground.",Dam construction--Washington (State)--1940-1950;,United States--Washington,,47.965403,-118.976132,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 4 1710",94-4-1710,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055613,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/960,960,1066.jp2,/crbproj/image/1066.jp2,crbproj66
"Equipment for construction, transportation, and maintenance--interior view of Shasta Unit","Fuller, H.W.",1943-02-24,"This picture is an interior view of the Allis-Chalmers governor for Shasta unit U1 in L7 position showing the speedball motor, relay, and operating linkages",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955523,-118.985345,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 11042",94-3-11042,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055661,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/967,967,1073.jp2,/crbproj/image/1073.jp2,crbproj73
"Equipment for construction, transportation, and maintenance--lifting shaft","Pomeroy, F.B.",1941-02-11,Hitch used for lifting on end of 85 ton shaft,Dam construction--Washington (State)--1940-1950;,United States--Washington,,47.959546,-118.974273,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 7739",94-3-7739,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055208,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/955,955,1061.jp2,/crbproj/image/1061.jp2,crbproj61
"Equipment for construction, transportation, and maintenance--loading riprap from the quarry","Pomeroy, F.B.",1950-07-14,"The Bucyrus-Erie electrical shovel loading riprap from the quarry, into a 20-yard Euclid truck. Specifications No. 2808, River Channel Improvements. Contractor: Morrison Knudsen Company, Inc. Grand Coulee Dam, Columbia Basin Project, Washington",Dams--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.958051,-118.985254,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 22363",94-3-22363,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055636,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/954,954,1060.jp2,/crbproj/image/1060.jp2,crbproj60
"Equipment for construction, transportation, and maintenance--mounting stiffener rings on the discharge pipe","Fuller, H.W.",1949-03-01,"Specifications No. 2329. Picture Series 18532-3 through 18537-3. Morrison-Knudsen Co., Inc., and Peter Kiewit Sons' Co., subcontractor, Consolidated Western Steel Corp., Electric City Yard. A view of the process of mounting the stiffener rings on the discharge pipe with the aid of a compressed air-activated bull press. Rings are fabricated from quarter segments, with one joint being welded to the pipe as temporary lugs to keep the ring in alignment. 'The Bull' presses the ring into firm contact with the pipe and it is tack welded with a 4 inch fillet weld. The pipe is revolved approximately one foot by the positioning rollers, and the process is repeated until the ring is entirely tack welded. The pipe will then be rolled down the line to an automatic welder set-up (picture 18532-3) where a full filet weld will be placed on both sides of the stiffener rings to complete the pipe for placing in the tunnel.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County,Grand Coulee Dam,47.938469,-119.017904,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 18535",94-3-18535,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054726,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/963,963,1069.jp2,/crbproj/image/1069.jp2,crbproj69
"Equipment for construction, transportation, and maintenance--oil storage tanks","Pomeroy, F.B.",1941-09-10,"Lubricating and insulating oils, received in tank cars, are stored in a lower section of the control bay. Tanks are provided for new and used oils of both kinds; and, oil can be pumped to or from any power unit. Oil pumping equipment, with air compressors and banks of carbon dioxide tanks, occupy a room adjoining the oil tank vault.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.953655,-118.989655,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 2 4113",94-2-4113,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054744,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/970,970,1076.jp2,/crbproj/image/1076.jp2,crbproj76
"Equipment for construction, transportation, and maintenance--plastic hose on the AEA pump","Foss, H.E.",1949-06-21,"Columbia Basin Project--Irrigation Division--Main Canal--Western Contracting Corp., contractor--Specifications No. 2324. This view is intended to show the transparent plastic hose used on the discharge side of the AEA pump. The plastic hose gives visible proof that the AEA being dispensed in each batch of concrete actually feeds into the mixer. The contractor built the gravity type dispense shown in photo and it has been performing very well. H.E. Foss, photographer.",Canal construction workers--North America;,United States--Washington,,47.953762,-118.993821,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 4 2854",94-4-2854,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055596,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/962,962,1068.jp2,/crbproj/image/1068.jp2,crbproj68
"Equipment for construction, transportation, and maintenance--reboring drum gate grirder","Pomeroy, F.B.",1941-01-22,Reboring drum gate girder. Machine shop--powerhouse,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.953666,-118.989666,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 7606",94-3-7606,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055137,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/971,971,1077.jp2,/crbproj/image/1077.jp2,crbproj77
"Equipment for construction, transportation, and maintenance--spider on dam","Pomeroy, F.B.",1948-07-22,Spider on west end of dam enroute to right powerhouse. The dimensions of the spider are: Length; 27'-7' Width; 16'-4' Depth; 6'-1',Dam construction--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955527,-118.984154,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 17611",94-3-17611,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055174,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1028,1028,1134.jp2,/crbproj/image/1134.jp2,crbproj134
"Equipment for construction, transportation, and maintenance--steel casing from turbine","Pomeroy, F.B.",1941-04-03,"One steel casing for a giant turbine at the Grand Coulee Dam makes a full carload. Water from the Columbia River, falling through this 16-foot runner at the rate of 141 tons a second, will drive the biggest electric generator ever built, to produce electricity for the manufacture of aluminum, vital need of the defense program.",Dam construction--Washington (State)--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.953688,-118.989688,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 8167",94-3-8167,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055179,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/973,973,1079.jp2,/crbproj/image/1079.jp2,crbproj79
"Equipment for construction, transportation, and maintenance--testing block and hook","Robinson, H.C.",1940-06-28,Men test a large block and hook attached to a crane,Dam construction--Washington (State)--1940-1950;,United States--Washington,,47.956096,-118.988441,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 2 3848",94-2-3848,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055597,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/952,952,1058.jp2,/crbproj/image/1058.jp2,crbproj58
"Equipment for construction, transportation, and maintenance--testing Gantry crane","Fuller, H.W.",1942-05-22,"One hundred fifty ton gentry crane being tested. Crane is lifting a thirty-seven and one half ton concrete block. This machine was built by Star Manufacturing Company of Tacoma, Washington and is installed on tracks reaching across the top of the dam.",Dam construction--Washington (State)--1940-1950;,United States--Washington,,47.956586,-118.976634,"PG 94, Box 1, Folder Equipment for Construction, Transportation, and Maintenance, 3 10118",94-3-10118,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055589,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/956,956,1062.jp2,/crbproj/image/1062.jp2,crbproj62
