page,title,headline,text,mediacredit,coordinates,morethan1,pick,cdmid,format,imagedate,objectid,identifier,location,architect,date,date-range,costs,costnotes,description,additions,usehistory,namehistory,standing,standingnotes,sources,marker,search,
SafetyOffice.html,Safety Office,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/SafetyOffice.html"">Safety Office</a>","<strong>Dates:</strong> 1965-<br /><br /><strong>Architect: </strong> Constructed by UI Department of Buildings and Grounds (Larry Chin, UI architect)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03098.html"">3115</a>","46.730043,-117.018397",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3115/full/pct:70/0/default.jpg,3115,image/jpeg,2013-11-12,campus03098,3115,6th Street west of Greenhouses 1240 W. 6th St,"Constructed by UI Department of Buildings and Grounds (Larry Chin, UI architect)",1965,1965-,,,,,"Engineering research labs, office, Engineering Isotopes Laboratory",,Standing Building,,"Morton, Facilities Architecture Drawing Archives",wht_diamond,"Safety Office | 46.730043,-117.018397 | 6th Street west of Greenhouses 1240 W. 6th St | Constructed by UI Department of Buildings and Grounds (Larry Chin, UI architect) | 1965- |  |  |  |  |  | Engineering research labs, office, Engineering Isotopes Laboratory |  |",
SATCMessHall.html,SATC Mess Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/SATCMessHall.html"">SATC Mess Hall</a>",<strong>Dates:</strong> 1918-?<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03079.html"">3116</a>","46.726054,-117.011642",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3116/full/pct:70/0/default.jpg,3116,image/jpeg,1918,campus03079,3116,NW corner of Administration Building auditorium wing,Unknown,1918,1918-?,,,"Temporary building in the shape of an ""H"", each company having its own wing, with kitchen facilities in the bar of the H",,Eating area for Student Army Training Corps,,,Dismantled following armistice,"Cards, Maps",wht_diamond,"SATC Mess Hall | 46.726054,-117.011642 | NW corner of Administration Building auditorium wing | Unknown | 1918-? |  |  |  | Temporary building in the shape of an ""H"", each company having its own wing, with kitchen facilities in the bar of the H |  | Eating area for Student Army Training Corps |  | Dismantled following armistice",
ShoupHall.html,Shoup Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ShoupHall.html"">Shoup Hall</a>","<strong>Dates:</strong> 1958-<br /><strong>Cost:</strong> $375,000<br /><strong>Architect: </strong> Dropping, Kelley, Finch (Boise); Contractors: Henry George & Sons and Dunham Contracting","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00385.html"">127-2</a>","46.730106, -117.015451",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/553/full/pct:70/0/default.jpg,553,image/jpeg,1961,campus00385,127-2,N.W. corner 6th Street and Rayburn Streets,"Dropping, Kelley, Finch (Boise); Contractors: Henry George &amp; Sons and Dunham Contracting",1958,1958-,"375,000",,,Elevator added 1999?,Single student dormitory for 110 students,"Named after George L. Shoup, last territorial governor and first state governor; Now School of Communication, Air Force ROTC (1999)",Standing Building,,"Morton, UG 12 (2279)",wht_diamond,"Shoup Hall | 46.730106, -117.015451 | N.W. corner 6th Street and Rayburn Streets | Dropping, Kelley, Finch (Boise); Contractors: Henry George &amp; Sons and Dunham Contracting | 1958- |  | 375000 |  |  | Elevator added 1999? | Single student dormitory for 110 students | Named after George L. Shoup, last territorial governor and first state governor; Now School of Communication, Air Force ROTC (1999) |",
SmallAnimalsLaboratory.html,Small Animals Laboratory,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/SmallAnimalsLaboratory.html"">Small Animals Laboratory</a>","<strong>Dates:</strong> 1953-1998<br /><strong>Cost:</strong> $33,900<br /><strong>Architect: </strong> Culler and Gale (Spokane)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00577.html"">156-1</a>","46.72765, -117.0125",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/751/full/pct:70/0/default.jpg,751,image/jpeg,1946,campus00577,156-1,"Idaho Avenue, adjacent to University Classroom Center",Culler and Gale (Spokane),1953,1953-1998,"33,900",,"Constructed entirely of reinforced concrete, two floors, flat roof",Remodeled for Media Center in 1986 when Life Sciences North was completed,"Small animal research; currently AV, photocopying, etc.",Small Animals Laboratory; Media Center,,Demolished 1998 for Idaho Commons construction,"Cards, Morton, UG12 Bx80 F2276, Facilities Architecture Drawing Archives",wht_diamond,"Small Animals Laboratory | 46.72765, -117.0125 | Idaho Avenue, adjacent to University Classroom Center | Culler and Gale (Spokane) | 1953-1998 |  | 33900 |  | Constructed entirely of reinforced concrete, two floors, flat roof | Remodeled for Media Center in 1986 when Life Sciences North was completed | Small animal research; currently AV, photocopying, etc. | Small Animals Laboratory; Media Center | Demolished 1998 for Idaho Commons construction",
SouthHillHomes(original).html,South Hill Homes (original),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/SouthHillHomes(original).html"">South Hill Homes (original)</a>","<strong>Dates:</strong> 1947-1970<br /><strong>Cost:</strong> $250,000<br /><strong>Architect: </strong> Boise Cascade Manufactured Housing Group (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03099.html"">3117</a>","46.723804,-117.007007",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3117/full/pct:70/0/default.jpg,3117,image/jpeg,1949,campus03099,3117,Deakin and Taylor Avenues,Boise Cascade Manufactured Housing Group (Boise),1947,1947-1970,"250,000",,"Pre-fabricated four and five room houses, one floor, no basement. 25 units, 20 two bedroom, 5 three bedroom",,Faculty housing,,,Torn down to make room for family housing,"Beacon, Inventories, Facilities Architecture Drawing Archives",wht_diamond,"South Hill Homes (original) | 46.723804,-117.007007 | Deakin and Taylor Avenues | Boise Cascade Manufactured Housing Group (Boise) | 1947-1970 |  | 250000 |  | Pre-fabricated four and five room houses, one floor, no basement. 25 units, 20 two bedroom, 5 three bedroom |  | Faculty housing |  | Torn down to make room for family housing",
SouthHillTerraceApartments.html,South Hill Terrace Apartments,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/SouthHillTerraceApartments.html"">South Hill Terrace Apartments</a>",<strong>Dates:</strong> 1970-<br /><br /><strong>Architect: </strong> Boise Cascade Manufactured Housing Group (Boise),"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00575.html"">155-4</a>","46.723892,-117.005001",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/749/full/pct:70/0/default.jpg,749,image/jpeg,1970,campus00575,155-4,Blake and Taylor Streets,Boise Cascade Manufactured Housing Group (Boise),1970,1970-,,,"Pre-fabricated 2 bedroom 2 story units, 8 apartments to a unit",Several additions to complex,8 units in 1970; 10 units in 1972. Married student and family housing,Name probably taken from South Hill Homes which were on the site previously,Standing Building,,"Morton, Facilities Architecture Drawing Archives",wht_diamond,"South Hill Terrace Apartments | 46.723892,-117.005001 | Blake and Taylor Streets | Boise Cascade Manufactured Housing Group (Boise) | 1970- |  |  |  | Pre-fabricated 2 bedroom 2 story units, 8 apartments to a unit | Several additions to complex | 8 units in 1970; 10 units in 1972. Married student and family housing | Name probably taken from South Hill Homes which were on the site previously |",
SouthHillVista.html,South Hill Vista,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/SouthHillVista.html"">South Hill Vista</a>","<strong>Dates:</strong> 1992-<br /><strong>Cost:</strong> $7,800,000<br /><strong>Architect: </strong> Michael and Lakeman (Portland)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03100.html"">3118</a>","46.724929,-117.004293",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3118/full/pct:70/0/default.jpg,3118,image/jpeg,2013-11-12,campus03100,3118,South side of Sweet Ave.,Michael and Lakeman (Portland),1992,1992-,"7,800,000",$7.8 million,108 one and two bedroom units,,"Units constructed 1992, occupied 1993. Family housing for students, day care center (Early Childhood Center)",,Standing Building,,"Register (5:29), Argonaut, Facilities Architecture Drawing Archives",wht_diamond,"South Hill Vista | 46.724929,-117.004293 | South side of Sweet Ave. | Michael and Lakeman (Portland) | 1992- |  | 7800000 | $7.8 million | 108 one and two bedroom units |  | Units constructed 1992, occupied 1993. Family housing for students, day care center (Early Childhood Center) |  |",
St.AugustinesCatholicCenter.html,St. Augustine's Catholic Center,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/St.AugustinesCatholicCenter.html"">St. Augustine's Catholic Center</a>",<strong>Dates:</strong> 1966-<br /><br /><strong>Architect: </strong> Paul Blanton and Theodore Pritchard (UI professors),"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03101.html"">3119</a>","46.729194,-117.006578",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3119/full/pct:70/0/default.jpg,3119,image/jpeg,2013-11-12,campus03101,3119,Deakin and Sixth St.,Paul Blanton and Theodore Pritchard (UI professors),1966,1966-,,,"Circular chapel with 84 foot diameter, 72 ft. conical roof covered with cedar shake shingles, walls are poured concrete. Student center is 2 story rectangular structure",,Religious services,,Standing Building,,Argonaut,wht_diamond,"St. Augustine's Catholic Center | 46.729194,-117.006578 | Deakin and Sixth St. | Paul Blanton and Theodore Pritchard (UI professors) | 1966- |  |  |  | Circular chapel with 84 foot diameter, 72 ft. conical roof covered with cedar shake shingles, walls are poured concrete. Student center is 2 story rectangular structure |  | Religious services |  |",
StorageBuildings.html,Storage Buildings,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/StorageBuildings.html"">Storage Buildings</a>","<strong>Dates:</strong> 1910-?<br /><strong>Cost:</strong> $45,000<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03103.html"">3121</a>","46.730525,-117.013273",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3121/full/pct:70/0/default.jpg,3121,image/jpeg,1924,campus03103,3121,West Sixth Street near Line,Unknown,1910,1910-?,"45,000","$45,000 (state appropriation)","Three buildings, 1 story concrete and factory glass, on 6 acres of land.",,"Built 1910-1911; acquired 1923. Constructed in 1911 for $100,000 by Harvester Company. Used as agriculture engineering shops, then as storage area for Veterans Village after World War II.",,,No Longer Standing,"Cards, Argonaut",wht_diamond,"Storage Buildings | 46.730525,-117.013273 | West Sixth Street near Line | Unknown | 1910-? |  | 45000 | $45,000 (state appropriation) | Three buildings, 1 story concrete and factory glass, on 6 acres of land. |  | Built 1910-1911; acquired 1923. Constructed in 1911 for $100,000 by Harvester Company. Used as agriculture engineering shops, then as storage area for Veterans Village after World War II. |  | No Longer Standing",
StudentHealth.html,Student Health,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/StudentHealth.html"">Student Health</a>","<strong>Dates:</strong> 1936-<br /><strong>Cost:</strong> $131,329<br /><strong>Architect: </strong> Whitehouse & Price (Spokane); Construction by Colonial Construction of Spokane; Architects for addition were Wayland & Cline (Boise) General Contractor: Dunham Brothers","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02703.html"">74-1</a>","46.727215, -117.009355",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1774/full/pct:70/0/default.jpg,1774,image/jpeg,1937,campus02703,74-1,University Ave. and Ash Street 832 Ash St,Whitehouse &amp; Price (Spokane); Construction by Colonial Construction of Spokane; Architects for addition were Wayland &amp; Cline (Boise) General Contractor: Dunham Brothers,1936,1936-,"131,329","$131,329 (Bond issue, PWA grant)","Reinforced concrete with brick veneer, three stories plus finished basement. College Gothic style, with stone trim and shingle tile roof. Outside walls are of terra cotta tile and brick, trimmed with Indiana limestone. 194' x 54'","A $385,000 addition, with alterations to the existing structure which doubled the space in the infirmary was begin in 1958","University hospital with 68 beds, and student health center; WAMI offices.","Infirmary, Student Health Center",Standing Building,,"Cards, UG 44, Morton",wht_diamond,"Student Health | 46.727215, -117.009355 | University Ave. and Ash Street 832 Ash St | Whitehouse &amp; Price (Spokane); Construction by Colonial Construction of Spokane; Architects for addition were Wayland &amp; Cline (Boise) General Contractor: Dunham Brothers | 1936- |  | 131329 | $131,329 (Bond issue, PWA grant) | Reinforced concrete with brick veneer, three stories plus finished basement. College Gothic style, with stone trim and shingle tile roof. Outside walls are of terra cotta tile and brick, trimmed with Indiana limestone. 194' x 54' | A $385,000 addition, with alterations to the existing structure which doubled the space in the infirmary was begin in 1958 | University hospital with 68 beds, and student health center; WAMI offices. | Infirmary, Student Health Center |",
StudentRecreationCenter.html,Student Recreation Center,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/StudentRecreationCenter.html"">Student Recreation Center</a>",<strong>Dates:</strong> 2002-<br /><br /><strong>Architect: </strong> Northwest Architecture Company (Spokane),"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03104.html"">3122</a>","46.731997,-117.013572",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3122/full/pct:70/0/default.jpg,3122,image/jpeg,2013-11-12,campus03104,3122,Line Street,Northwest Architecture Company (Spokane),2002,2002-,,,,,,,Standing Building,,Facilities Architecture Drawing Archives,wht_diamond,"Student Recreation Center | 46.731997,-117.013572 | Line Street | Northwest Architecture Company (Spokane) | 2002- |  |  |  |  |  |  |  |",
StudentUnionBuilding.html,Student Union Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/StudentUnionBuilding.html"">Student Union Building</a>","<strong>Dates:</strong> 1936-<br /><strong>Cost:</strong> $1,506,231<br /><strong>Architect: </strong> Dropping, Kelley and Finch (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03105.html"">3123</a>","46.72865,-117.007329",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3123/full/pct:70/0/default.jpg,3123,image/jpeg,1949,campus03105,3123,Deakin Street,"Dropping, Kelley and Finch (Boise)",1936,1936-,"1,506,231","$806,231 (bonds); Unit 3 $700,000; Unit 4, $1,000,000","Reinforced concrete with brick veneer, three floors and basement","Unit #2 (1936) $250,000, concrete, brick veneer with cut stone trim; Unit #3 (1948); Unit #4 (19560, $1,800,000. 1961 addition, 1962 remodel, 1963 bookstore addition; 2000 renovation","In 1936 the Board of Regents purchased the Blue Bucket Inn, owned by Dean of Women Permeal French, and used for some time for student activities. Several additions and renovations followed. Student support and food and recreation services",Student Union Building,Standing Building,,"Cards, UG 44, Morton, UG 12 (2321, 2323)",wht_diamond,"Student Union Building | 46.72865,-117.007329 | Deakin Street | Dropping, Kelley and Finch (Boise) | 1936- |  | 1506231 | $806,231 (bonds); Unit 3 $700,000; Unit 4, $1,000,000 | Reinforced concrete with brick veneer, three floors and basement | Unit #2 (1936) $250,000, concrete, brick veneer with cut stone trim; Unit #3 (1948); Unit #4 (19560, $1,800,000. 1961 addition, 1962 remodel, 1963 bookstore addition; 2000 renovation | In 1936 the Board of Regents purchased the Blue Bucket Inn, owned by Dean of Women Permeal French, and used for some time for student activities. Several additions and renovations followed. Student support and food and recreation services | Student Union Building |",
StudentUnionBuildingAnnex.html,Student Union Building Annex,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/StudentUnionBuildingAnnex.html"">Student Union Building Annex</a>",<strong>Dates:</strong> 1924-?<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03106.html"">3124</a>","46.728584,-117.007983",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3124/full/pct:70/0/default.jpg,3124,image/jpeg,1935,campus03106,3124,7th and Elm streets,Unknown,1924,1924-?,,,,,"Originally fraternities, then used by Air Force ROTC","Alpha Chi Omega, 1924-1960; Elm Street house, 1960-1962; Theta Chi fraternity, 1962-1987; Student Union Building Annex, 1987-",,Torn down 2002-03,Morton,wht_diamond,"Student Union Building Annex | 46.728584,-117.007983 | 7th and Elm streets | Unknown | 1924-? |  |  |  |  |  | Originally fraternities, then used by Air Force ROTC | Alpha Chi Omega, 1924-1960; Elm Street house, 1960-1962; Theta Chi fraternity, 1962-1987; Student Union Building Annex, 1987- | Torn down 2002-03",
SwimmingCenter.html,Swimming Center,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/SwimmingCenter.html"">Swimming Center</a>","<strong>Dates:</strong> 1970-<br /><strong>Cost:</strong> $1,289,263<br /><strong>Architect: </strong> Fulton Gale (Coeur d'Alene)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00632.html"">166-4</a>","46.725348,-117.013766",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/795/full/pct:70/0/default.jpg,795,image/jpeg,1970,campus00632,166-4,South of Memorial Gym,Fulton Gale (Coeur d'Alene),1970,1970-,"1,289,263",,"Total area 33,839 sq. ft.; two pools 60 x 75 x 4 and 60 x 75 x 6, underwater viewing windows",,"Swimming instruction, recreation, and competition",,Standing Building,,Morton,wht_diamond,"Swimming Center | 46.725348,-117.013766 | South of Memorial Gym | Fulton Gale (Coeur d'Alene) | 1970- |  | 1289263 |  | Total area 33,839 sq. ft.; two pools 60 x 75 x 4 and 60 x 75 x 6, underwater viewing windows |  | Swimming instruction, recreation, and competition |  |",
TargheeHall.html,Targhee Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/TargheeHall.html"">Targhee Hall</a>","<strong>Dates:</strong> 1958-<br /><strong>Cost:</strong> $190,000<br /><strong>Architect: </strong> Hicks, James & Culler, Gale, Martell & Norrie of Coeur d'Alene; General contractor: Albert & Leffler; Builder: Commercial Builders (Moscow)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02699.html"">73-1</a>","46.722893, -117.008754",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1770/full/pct:70/0/default.jpg,1770,image/jpeg,1961,campus02699,73-1,NW corner of Blake and Taylor streets,"Hicks, James &amp; Culler, Gale, Martell &amp; Norrie of Coeur d'Alene; General contractor: Albert &amp; Leffler; Builder: Commercial Builders (Moscow)",1958,1958-,"190,000","190,000 (Board of Regents borrowed $95,000, the rest was from unallocated funds)","Reinforced concrete frame, brick facing, 2 story dormitory to accommodate 60 students, single story lounge, dining and kitchen area adjacent. Basement for recreation area, utilities and storage under a portion of the dormitory wing.",,Men's co-op dorm,"Most likely named for a chief of the Bannock tribe who was killed by Crow Indians in 1871. Properly spelled Tygee, later Tige, then Targhee. Originally Campus Club, built to replace the original Campus Club which burned Wednesday May 14, 1958",Standing Building,,"Morton, UG 12 (2278)",wht_diamond,"Targhee Hall | 46.722893, -117.008754 | NW corner of Blake and Taylor streets | Hicks, James &amp; Culler, Gale, Martell &amp; Norrie of Coeur d'Alene; General contractor: Albert &amp; Leffler; Builder: Commercial Builders (Moscow) | 1958- |  | 190000 | 190,000 (Board of Regents borrowed $95,000, the rest was from unallocated funds) | Reinforced concrete frame, brick facing, 2 story dormitory to accommodate 60 students, single story lounge, dining and kitchen area adjacent. Basement for recreation area, utilities and storage under a portion of the dormitory wing. |  | Men's co-op dorm | Most likely named for a chief of the Bannock tribe who was killed by Crow Indians in 1871. Properly spelled Tygee, later Tige, then Targhee. Originally Campus Club, built to replace the original Campus Club which burned Wednesday May 14, 1958 |",
TeachingandLearningCenter.html,Teaching and Learning Center,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/TeachingandLearningCenter.html"">Teaching and Learning Center</a>","<strong>Dates:</strong> 2003-<br /><strong>Cost:</strong> $12,500,000<br /><strong>Architect: </strong> Opsis Architecture (Portland)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03107.html"">3125</a>","46.727385,-117.013004",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3125/full/pct:70/0/default.jpg,3125,image/jpeg,2013-11-12,campus03107,3125,966 University Avenue,Opsis Architecture (Portland),2003,2003-,"12,500,000",$12.5 million,,,"Construction began in 2003; completed Fall 2005.. 29 classrooms, a computer teaching lab, two digital teaching labs, the Office of the Dean of Students, study areas, cyber cafe.",Previously University Classroom Building,Standing Building,,,wht_diamond,"Teaching and Learning Center | 46.727385,-117.013004 | 966 University Avenue | Opsis Architecture (Portland) | 2003- |  | 12500000 | $12.5 million |  |  | Construction began in 2003; completed Fall 2005.. 29 classrooms, a computer teaching lab, two digital teaching labs, the Office of the Dean of Students, study areas, cyber cafe. | Previously University Classroom Building |",
TemporaryClassroomBuilding1.html,Temporary Classroom Building 1,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/TemporaryClassroomBuilding1.html"">Temporary Classroom Building 1</a>",<strong>Dates:</strong> 1946-1966<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00560.html"">152-1</a>","46.725958,-117.01191",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/729/full/pct:70/0/default.jpg,729,image/jpeg,1966,campus00560,152-1,NW of Administration Building,Unknown,1946,1946-1966,,,"One story, frame, wooden, 51' x 75', gable roof, composition shingles, wood siding, painted white",,"Department of Psychology located in building until 1952. Then used by Counseling center, Sociology, Anthropology, and Dramatics storage.",,,Dismantled to allow construction of Education Building,"Cards, Maps",wht_diamond,"Temporary Classroom Building 1 | 46.725958,-117.01191 | NW of Administration Building | Unknown | 1946-1966 |  |  |  | One story, frame, wooden, 51' x 75', gable roof, composition shingles, wood siding, painted white |  | Department of Psychology located in building until 1952. Then used by Counseling center, Sociology, Anthropology, and Dramatics storage. |  | Dismantled to allow construction of Education Building",
TemporaryClassroomBuilding2.html,Temporary Classroom Building 2,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/TemporaryClassroomBuilding2.html"">Temporary Classroom Building 2</a>",<strong>Dates:</strong> 1947-1966<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00558.html"">150-1</a>","46.7254,-117.012232",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/727/full/pct:70/0/default.jpg,727,image/jpeg,1967,campus00558,150-1,West of Administration Building,Unknown,1947,1947-1966,,,"Prefabricated, one floor, frame, gable, composition shingles, wood shakes, painted white, 25' x 300'",,Used for classrooms and Letters and Sciences offices.,,,"Torn down August 1966, replaced by College of Education in 1965","Cards, Maps",wht_diamond,"Temporary Classroom Building 2 | 46.7254,-117.012232 | West of Administration Building | Unknown | 1947-1966 |  |  |  | Prefabricated, one floor, frame, gable, composition shingles, wood shakes, painted white, 25' x 300' |  | Used for classrooms and Letters and Sciences offices. |  | Torn down August 1966, replaced by College of Education in 1965",
TemporaryClassroomBuilding4.html,Temporary Classroom Building 4,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/TemporaryClassroomBuilding4.html"">Temporary Classroom Building 4</a>",<strong>Dates:</strong> 1947-1954<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03108.html"">3126</a>","46.723907,-117.01058",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3126/full/pct:70/0/default.jpg,3126,image/jpeg,1949,campus03108,3126,SW of Engineering Testing Laboratory,Unknown,1947,1947-1954,,,"One story frame structure with cedar lap siding and cedar shingles, 152' x 40'",,,Called Communication Laboratory from 1947-1951,,Demolished 1954,"Cards, UG 12 (2329)",wht_diamond,"Temporary Classroom Building 4 | 46.723907,-117.01058 | SW of Engineering Testing Laboratory | Unknown | 1947-1954 |  |  |  | One story frame structure with cedar lap siding and cedar shingles, 152' x 40' |  |  | Called Communication Laboratory from 1947-1951 | Demolished 1954",
TheophilusTower.html,Theophilus Tower,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/TheophilusTower.html"">Theophilus Tower</a>","<strong>Dates:</strong> 1967-<br /><strong>Cost:</strong> $2,500,000<br /><strong>Architect: </strong> Dropping & Kelley (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00420.html"">134-12</a>","46.7308, -117.014033",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/590/full/pct:70/0/default.jpg,590,image/jpeg,1970,campus00420,134-12,Paradise Creek Street,Dropping &amp; Kelley (Boise),1967,1967-,"2,500,000",$2.5 million (Regents bonds),"11 story building with accommodations for 416 students; 90,779 sq. ft.",,"Construction began Nov. 1967, completed Sept. 1969. Single student dorm, co-ed.","Named for Donald R. Theophilus, U.I. President 1954-1965; Forney Hall, 2nd &amp; 3rd floors; French Hall, 4th and 5th floors; Hays Hall, 6th &amp; 7th floors; Sweet Hall, 8th &amp; 9th floors; Chrisman Hall, 10th &amp; 11th floors",Standing Building,,"Morton, Bookmark, Argonaut, VF",wht_diamond,"Theophilus Tower | 46.7308, -117.014033 | Paradise Creek Street | Dropping &amp; Kelley (Boise) | 1967- |  | 2500000 | $2.5 million (Regents bonds) | 11 story building with accommodations for 416 students; 90,779 sq. ft. |  | Construction began Nov. 1967, completed Sept. 1969. Single student dorm, co-ed. | Named for Donald R. Theophilus, U.I. President 1954-1965; Forney Hall, 2nd &amp; 3rd floors; French Hall, 4th and 5th floors; Hays Hall, 6th &amp; 7th floors; Sweet Hall, 8th &amp; 9th floors; Chrisman Hall, 10th &amp; 11th floors |",
TransportationCenter.html,Transportation Center,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/TransportationCenter.html"">Transportation Center</a>",<strong>Dates:</strong> 2013-<br /><br /><strong>Architect: </strong> Design West Architects P.A. (Pullman),"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03087.html"">3104</a>","46.726008,-117.005197",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3104/full/pct:70/0/default.jpg,3104,image/jpeg,2013-11-12,campus03087,3104,NE corner of Railroad and Sweet,Design West Architects P.A. (Pullman),2013,2013-,,,,,,,Standing Building,,Sources UI Transportation website; Design West company website,wht_diamond,"Transportation Center | 46.726008,-117.005197 | NE corner of Railroad and Sweet | Design West Architects P.A. (Pullman) | 2013- |  |  |  |  |  |  |  |",
TriangleClub.html,Triangle Club,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/TriangleClub.html"">Triangle Club</a>",<strong>Dates:</strong> 1937-?<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03109.html"">3127</a>","46.727755,-117.009113",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3127/full/pct:70/0/default.jpg,3127,image/jpeg,1938,campus03109,3127,Ash Street,Unknown,1937,1937-?,,,Wood frame houses,,"Two old frame houses, formerly the Infirmary and Senior Hall were consolidated into the Triangle Club on a cooperative basis. In fall 1938 one became the Home Management House, the second became Lindley Hall Annex. The third rented to Tau Kappa Epsilon",Infirmary; Senior Hall; Triangle club; Home Management House; Lindley Hall Annex; Tau Kappa Epsilon,,3 buildings torn down between 1952 and 1966.,Cards,wht_diamond,"Triangle Club | 46.727755,-117.009113 | Ash Street | Unknown | 1937-? |  |  |  | Wood frame houses |  | Two old frame houses, formerly the Infirmary and Senior Hall were consolidated into the Triangle Club on a cooperative basis. In fall 1938 one became the Home Management House, the second became Lindley Hall Annex. The third rented to Tau Kappa Epsilon | Infirmary; Senior Hall; Triangle club; Home Management House; Lindley Hall Annex; Tau Kappa Epsilon | 3 buildings torn down between 1952 and 1966.",
