title,creator,description,archival_date,date,date approximate,subject,source,finding_aid,publisher,book relationship,identifier,format original,format,type,rights,rightsstatement,language,date digital,location,state,county,city,geonames,latitude,longitude,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
Leiberg Creek Flume,"Lowdermilk, W.C.","An empolyee rolling logs into Leiberg Creek flume, Little North Fork Coeur d'Alene River, Coeur d'Alene National Forest. Credit to the U.S.D.A. Forest Service.",1920-07-01,1920-07-01,,flumes; log (wood); blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 116,69_2_B-52,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Leiberg Creek, Kootenai County, ID",Idaho,Kootenai County,Leiberg Creek,http://www.geonames.org/5598453/leiberg-creek.html,47.715,-116.3825,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/96,96,186.jp2,/whitepine/image/186.jp2,whitepine96
Log Drive,"Neff, Philip",Men working on a log drive on Coeur d'Alene River. Drivers working on a center. Photo credit to the U.S.D.A. Forest Service.,1921-07-18,1921-07-18,,log (wood); blue collar workers; rivers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-53,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"North Fork Coeur d'Alene River, Shoshone County, ID",Idaho,Shoshone County,North Fork Coeur d'Alene River,http://www.geonames.org/5602355/north-fork-coeur-d-alene-river.html,47.5645,-116.3138,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/97,97,187.jp2,/whitepine/image/187.jp2,whitepine97
"Sanders, Idaho",,"A view of the town of Sanders, Idaho. Courtesy of Mrs. Day of New Sanders, Idaho.",1905,1905,yes,towns;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-54,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Sanders, Benewah County, ID",Idaho,Benewah County,Sanders,http://www.geonames.org/5606410/sanders.html,47.1066,-116.796,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/98,98,188.jp2,/whitepine/image/188.jp2,whitepine98
Driving Cranberry and Marble Creeks,"McHarg, Charles K.","Logs located at the junction of Cranberry Creek and Marble Creek, St. Joe National Forest. Credit U.S.D.A. Forest Service.",1923-06-18,1923-06-18,,log (wood); rivers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 56,69_2_B-55,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Cranberry Creek, Shoshone County, ID",Idaho,Shoshone County,Cranberry Creek,http://www.geonames.org/5590071/cranberry-creek.html,47.1292,-116.1012,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/99,99,189.jp2,/whitepine/image/189.jp2,whitepine99
Tugboat 'Coeur d'Alene' [01],"Fullerton, Neil",Tugboat towing logs on St. Joe River above St. Maries towards Coeur d'Alene.,1941-05-08,1941-05-08,,log (wood); rivers; tugboats;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_B-13,black and white negative,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Cottonwood Point, Benewah County, ID",Idaho,Benewah County,Cottonwood Point,http://www.geonames.org/5589775/cottonwood-point.html,47.3317,-116.6177,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/100,100,19.jp2,/whitepine/image/19.jp2,whitepine100
Sleigh Loaded with Logs [06],,"Joe Brown logging operation at Sanders, Idaho. Team of horses pulling a 'go-devil' or a sled. Courtesy of Mrs. Day of Sanders, ID.",1905,1905,yes,sleds; draft horses; group portraits; log (wood); snow; winter;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-56,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Sanders, Benewah County, ID",Idaho,Benewah County,Sanders,http://www.geonames.org/5606410/sanders.html,47.1066,-116.796,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/101,101,190.jp2,/whitepine/image/190.jp2,whitepine101
Sleigh Loaded with Logs [07],,"Joe Brown logging operation at Sanders, Idaho. Woman and children sitting on sleigh load of logs, left to right: Mrs. Joe Brown, Esther Brown, and Roy Brown. (ALS Esther St. George to Clarence C. Strong on 8/15/1968.) Courtesy of his daughter (presumably Esther St. George), Sanders, Idaho.",1905,1905,yes,sleds; draft horses; group portraits; log (wood); snow; winter; children;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-57,black and white film copy negative,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Sanders, Benewah County, ID",Idaho,Benewah County,Sanders,http://www.geonames.org/5606410/sanders.html,47.1066,-116.796,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/102,102,191.jp2,/whitepine/image/191.jp2,whitepine102
Sleigh Loaded with Logs [04],,"Sleigh loaded with logs. Joe Brown logging operation at Sanders, Idaho. Two visible men are left to right: Joe Brown and John Jordan. Child is Roy Brown. (ALS Esther St. George to Clarence C. Strong on 8-15-68.)",1905,1905,yes,sleds; draft horses; group portraits; log (wood); snow; winter; children; lumbermen;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-59,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Sanders, Benewah County, ID",Idaho,Benewah County,Sanders,http://www.geonames.org/5606410/sanders.html,47.1066,-116.796,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/103,103,192.jp2,/whitepine/image/192.jp2,whitepine103
Logs Stored Along St. Joe.,"Elder, Paul M.",Logs stored in slough along St. Joe River.,1908,1908,,log (wood); rivers; sloughs;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 128,69_2_B-60,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rochat Creek, Benewah County, ID",Idaho,Benewah County,Rochat Creek,http://www.geonames.org/5605533/rochat-creek.html,47.3304,-116.4425,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/104,104,193.jp2,/whitepine/image/193.jp2,whitepine104
Loaded Logging Truck [02],"Streator, Sidney","Logging truck loaded with white pine and crew. Winton Lumber Company, Gibbs, Idaho. Courtesy of Northern Idaho Junior College.",1935,1935,yes,log (wood); group portraits; trucks; blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 132,69_2_B-58,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Gibbs, Kootenai County, ID",Idaho,Kootenai County,Gibbs,http://www.geonames.org/5594007/gibbs.html,47.69,-116.8025,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/105,105,194.jp2,/whitepine/image/194.jp2,whitepine105
Al B. Lafferty,"Walker, Kyle",Al B. Lafferty sitting at a desk. Lafferty was the longtime owner and manager of Lafferty Transportation Company.,1955,1955,yes,portraits; offices (work spaces); directors (administrators);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 126,69_2_B-61,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Kootenai County, ID",Idaho,Kootenai County,,http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/106,106,195.jp2,/whitepine/image/195.jp2,whitepine106
Hand Logged Forest,"Neff, Philip","Pictured is the hand logging operation of the Hedlund Lumber Company, Big Grizzly Creek, Coeur d'Alene National Forest. Photo credit to the U.S.D.A. Forest Service.",1921-07-18,1921-07-18,,forests (plant communities); log (wood); logging;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-62,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Boundary Creek, Shoshone County, ID",Idaho,Shoshone County,Boundary Creek,http://www.geonames.org/5586651/boundary-creek.html,47.8037,-116.3296,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/107,107,196.jp2,/whitepine/image/196.jp2,whitepine107
Sleigh Loaded with Logs [01],"Curtis, A. B.","A tractor or 'cat' pulling a sleigh load of logs. Clearwater Timber Company, Headquarters, Idaho.",1932,1932,,log (wood); sleighs; snow; winter;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 110,69_2_B-63,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Headquarters, Clearwater County, ID",Idaho,Clearwater County,Headquarters,http://www.geonames.org/5595392/headquarters.html,46.6418,-115.811,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/108,108,197.jp2,/whitepine/image/197.jp2,whitepine108
Horse Skidding Logs,"Steuerwald, W. E.","Horse skidding logs on Stony Creek, Kaniksu National Forest. Taken in August. Photo Credit to the U.S. Forest Service.",1950,1950,,logging; log (wood); draft horses; blue collar workers; lumbermen;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-65,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Stony Creek, Shoshone County, ID",Idaho,Shoshone County,Stony Creek,http://www.geonames.org/5609023/stony-creek.html,47.875,-116.1062,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/109,109,198.jp2,/whitepine/image/198.jp2,whitepine109
Ohio Match Company Log Train,"McHarg, Charles K.",The log train is being pulled by a Heisler locomotive on a section of the Burnt Cabin Creek Railway. Photo is credited to the U.S.D.A. Forest Service.,1930,1930,,railroad (infrastructure); steam locomotives; flatcars; log (wood); snow;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 123,69_2_B-4,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Burnt Cabin Mine, Kootenai County, ID",Idaho,Kootenai County,Burnt Cabin Mine,http://www.geonames.org/5587414/burnt-cabin-mine.html,47.7688,-116.5778,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/111,111,2.jp2,/whitepine/image/2.jp2,whitepine111
Steamboat 'Georgie Oakes',,"Steamboat 'Georgie Oakes' and crew. Refueling near Harrison, Idaho. Presented by 'Trux' Truskowsky.",1910,1910,Yes,rivers; group portraits; steamboats;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 23,69_2_B-66,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Harrison, Kootenai County, ID",Idaho,Kootenai County,Harrison,http://www.geonames.org/5595198/harrison.html,47.4545,-116.7856,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/112,112,20.jp2,/whitepine/image/20.jp2,whitepine112
Western White Pine Timber,"Streator, Sidney","Pictured is a stand of white pine timber near Cascade Creek in  Coeur d'Alene National Forest. Operation of Winton Lumber Company, Gibbs, Idaho.",1927,1927,,white pine (wood); forest plant communities);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. xii,69_2_B-64,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Cascade Creek, Kootenai County, ID",Idaho,Kootenai County,Cascade Creek,http://www.geonames.org/5588167/cascade-creek.html,47.7769,-116.478,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/113,113,200.jp2,/whitepine/image/200.jp2,whitepine113
Jackson Lumber Harvester,Idaho State Forestry Division,"Men working at Jackson lumber harvester in Boundary County, Idaho.",1948,1948,,logging; log (wood); blue collar workers; lumbermen;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-70,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Bald Eagle Mountain, Boundary County, ID",Idaho,Boundary County,Bald Eagle Mountain,http://www.geonames.org/5584534/bald-eagle-mountain.html,48.5151,-116.2674,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/117,117,204.jp2,/whitepine/image/204.jp2,whitepine117
Grant Lumber Company Lumberyard,,"View of employees working at the lumber yard at Grant Lumber Company, St. Maries, Idaho (misidentified as C.W. Russell Sawmill in White Pine King of Many Waters). From Souvenir of St. Maries by Straffin and Day (1911).",1892,1892,,lumberyard (stores); blue collar workers; draft horses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 20. Also film printing negative,69_2_B-71,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Saint Maries, Benewah County, ID",Idaho,Benewah County,Saint Maries,http://www.geonames.org/5606232/saint-maries.html,47.3144,-116.563,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/118,118,205.jp2,/whitepine/image/205.jp2,whitepine118
Ohio Match Company Sawmill [02],"Swan, K.D.","Ohio Match Company sawmill located in Huetter, Idaho. Credit to the U.S.D.A. Forest Service.",1928,1928,,ponds (water); sawmills; lumberyard (stores);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 60,69_2_B-73,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Huetter, Kootenai County, ID",Idaho,Kootenai County,Huetter,http://www.geonames.org/5596312/huetter.html,47.7033,-116.8503,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/119,119,206.jp2,/whitepine/image/206.jp2,whitepine119
Athol Lumber Company,,"A picture of Athol Lumber Company mill located in Athol, Idaho. From a postcard.",1911,1911,Yes,sawmills; lumberyard (stores);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-74,black and white film copy negative,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Athol, Kootenai County, ID",Idaho,Kootenai County,Athol,http://www.geonames.org/5584330/athol.html,47.948,-116.7072,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/120,120,207.jp2,/whitepine/image/207.jp2,whitepine120
Idaho Lumber and Manufacturing Company Sawmill,,"A view of Idaho Lumber and Manufacturing Company sawmill located in Post Falls, Idaho. Courtesy Curtis Whitaker, Post Falls, Idaho.",1900,1900,Yes,ponds (water); sawmills;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 74. Also print,69_2_B-72,black and white film copy negative,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Post Falls, Kootenai County, ID",Idaho,Kootenai County,Post Falls,http://www.geonames.org/5604353/post-falls.html,47.7174,-116.951,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/121,121,208.jp2,/whitepine/image/208.jp2,whitepine121
Cameron Lumber Company Sawmill,,"Employees walking at Cameron Lumber Company plant in Harrison, Idaho. Courtesy Bert Russell, Harrison, Idaho.",1901,1901,,ponds (water); sawmills; lumberyard (stores); railroad (infrastructure); freight cars;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 72,69_2_B-75,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Harrison, Kootenai County, ID",Idaho,Kootenai County,Harrison,http://www.geonames.org/5595198/harrison.html,47.4544,-116.784,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/122,122,209.jp2,/whitepine/image/209.jp2,whitepine122
Loaded Logging Truck [01],"Swan, K.D.",Truck loaded with logs in the Kaniksu National Forest. Taken in August. U.S. Forest Service photo.,1957,1957,,trucks; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-67,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Fall Creek, Bonner County, ID",Idaho,Bonner County,Fall Creek,http://www.geonames.org/5592730/fall-creek.html,48.3392,-116.1665,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/123,123,21.jp2,/whitepine/image/21.jp2,whitepine123
"Rutledge Unit, Potlatch Forests Incorporated","Strong, Clarence C.","Rutledge Unit of Potlatch Forests, Incorporated, Coeur d'Alene, Idaho.",1968,1968,,sawmills; lumberyard (stores); expressway;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-77,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/124,124,210.jp2,/whitepine/image/210.jp2,whitepine124
