title,description,creator,donor,contributor,date,date is approximate,subject,country,state,county,city,latitude,longitude,relation,publisher,source,identifier,rights,rightsstatement,format original,type,format,language,filename,oclc number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
PLC Log Train,View of a log train using a Shay engine to haul logs. Men can be seen standing on the tracks next to the locomotive.,,,Potlatch Historical Society,1915,yes,trains; steam locomotives; logging,United States,Idaho,Latah County,,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_68a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/126,126,1111.jp2,/phs/image/1111.jp2,phs126
Dewey Campbell PLC Pay Stub,Pay stub for Dewey Campbell. It says that he worked scalar at Camp No. 9 for 18 days at $75 per month. He made $45 and had $1 taken out for hospital fees.,,,Potlatch Historical Society,1918-03-19,,payments; documents,United States,Idaho,Latah County,,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Woods 2, Potlatch Historical Society",Gale_Woods2_89a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/277,277,1248.jp2,/phs/image/1248.jp2,phs277
Frank Pitcher PLC Pay Stub,Pay stub for Frank Pitcher. It says that he worked as a cook at Camp No. 10 for 22 days at $113 per month. He made $84.33 and had $1 taken out for hospital fees.,,,Potlatch Historical Society,1918-03-22,,payments; documents,United States,Idaho,Latah County,,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Woods 2, Potlatch Historical Society",Gale_Woods2_89b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/278,278,1249.jp2,/phs/image/1249.jp2,phs278
John Miller PLC Pay Stub,"Pay stub for John Miller. It says that he worked at Camp No. 11 for 30 hours at $35 per hour. He made $1,050 and had $366 taken out by the board.",,,Potlatch Historical Society,1917-11-02,,payments; documents,United States,Idaho,Latah County,,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Woods 2, Potlatch Historical Society",Gale_Woods2_89c,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/282,282,1252.jp2,/phs/image/1252.jp2,phs282
Hermon Boyd PLC Pay Stub,Pay stub for Hermon Boyd. It says that he worked as a contractor at Camp No. 11 for $225 per month. He made $187.56 and had $85.95 taken out.,,,Potlatch Historical Society,1917-01-02,,payments; documents,United States,Idaho,Latah County,,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Woods 2, Potlatch Historical Society",Gale_Woods2_90a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/283,283,1253.jp2,/phs/image/1253.jp2,phs283
PLC Pay Stub,Pay stub for a man who worked as a scalar at Camp No. 9 for 15 days at $5 per month. He made $2.50.,,,Potlatch Historical Society,1918-03-19,,payments; documents,United States,Idaho,Latah County,,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Woods 2, Potlatch Historical Society",Gale_Woods2_90b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/284,284,1254.jp2,/phs/image/1254.jp2,phs284
W.W. Whitcomb PLC Pay Stub,"Pay stub for W. W. Whitcomb, who worked as a sawyer at Camp No. 10 for 104 hours at $46.50 per hour. He made $48.36 and had $16.90 taken out.",,,Potlatch Historical Society,1918-03-16,,payments; documents,United States,Idaho,Latah County,,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Woods 2, Potlatch Historical Society",Gale_Woods2_90c,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/285,285,1255.jp2,/phs/image/1255.jp2,phs285
Pond Log Slip,A photograph of the loading area of the pond log slip with the boiler house and burner in background.,,,Potlatch Historical Society,1915,yes,Sawmill Pond,United States,Idaho,Latah County,Potlatch,46.921729,-116.907791,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_02a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/693,693,317.jp2,/phs/image/317.jp2,phs693
Bucking Ponderosa Pine,"Ray Smith bucking a ponderosa pine on his place, which is located approximately two and a half miles south of Potlatch, Idaho. A horse can be seen standing behind the log.",,,Potlatch Historical Society,1910,yes,logs; horses,United States,Idaho,Latah County,Potlatch,46.916105,-116.897608,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_16a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/42,42,1036.jp2,/phs/image/1036.jp2,phs42
Ponderosa Pine,"Ray Smith riding on top of a ponderosa pine, which is being pulled by two horses. Ray got about six dollars for this log.",,,Potlatch Historical Society,1910,yes,logs; horses,United States,Idaho,Latah County,,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_16b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/43,43,1037.jp2,/phs/image/1037.jp2,phs43
Ponderosa Pine Skid [1],"A group of men standing around next to a few horses. The horses are pulling a ponderosa pine on a skid. The men left to right are John Adair, Pete Clyde, Frank Adair Jr., Bill Edmundsen, and Bud Adair.",,,Potlatch Historical Society,1904,yes,men; horses,United States,Idaho,Latah County,Potlatch,46.929264,-116.933486,Gale Files,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_15a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/40,40,1034.jp2,/phs/image/1034.jp2,phs40
Ponderosa Pine Skid [2],"An explanation of a photo showing a group of horses pulling an old ponderosa pine from Potlatch junction to Palouse, Washington.",,,Potlatch Historical Society,1904,yes,men; horses,United States,Idaho,Latah County,Potlatch,46.929264,-116.933486,Gale Files,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_15b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/41,41,1035.jp2,/phs/image/1035.jp2,phs41
"Pong, Log Slip, Boiler House, & Burner","A photograph of the pond, log slip, boiler house, and burner at the Potlatch Lumber Company.",,,Potlatch Historical Society,1920,yes,Sawmill Machinery,United States,Idaho,Latah County,Potlatch,46.922024,-116.90846,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_26b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/734,734,354.jp2,/phs/image/354.jp2,phs734
Portrait,A portrait of an unidentified man.,,,Potlatch Historical Society,1905,yes,Portrait,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_14,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/853,853,461.jp2,/phs/image/461.jp2,phs853
Portrait of Nirk-Soncarty-Davis-Katzenberg families,"Picture taken on Charley Byseggers place when all the families were home to visit one summer. Left to right back row: Mrs. Halenbeck holding grandson John Jr. Bysegger, John Bysegger, Curtis Katzenberger, Charles Bysegger, Rose Bysegger, John Nirk, Emma  (Bysegger) Davis, Clara (Bysegger) Brandt, Cleora Nirk, Durell Nirk, Ida Soncarty holding baby son Norman, Mary Nirk, Elsie Kazenberger, ?, Louise Katzenberger, Russell Strong, Lois Bysegger, Beth Adams holdin gson Babbie, Ernie Arrasmith, Mamie Beuchamp, Lois Arrasmith, Arthur Strong, Alice Strong, Edward Bysegger. Middle Row seated: Lettie Strong, Bertha Nirk, J. V. Katzenberger, Myra Katzenberger, Ralph Strong, Jane Strong, Anna Bysegger, Fred Bysegger, Rudolph Zimmerman and Lizzie Zimmerman. Seated on ground front row: Gerald Nirk, Eugene Bysegger, Glen Nirk, Lwell Soncarty, Dwight Strong, Velma, Dean, Elezabeth, Isla Bysegger, Leala Nirk, Max Davis, Lyle Strong, Norma Jean Nirk.",,Gary Strong,Potlatch Historical Society,1930-01-01,yes,portraits; family; children,United States,Idaho,Latah County,Potlatch,47.02505,-116.882079,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_StrongG_058,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,text,application/pdf,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1576,1576,1577.pdf,/phs/image/1577.pdf,phs1576
Postcard Back,"The back of a postcard to Lee Gale in Colfax, Washington from D. Beverly Hughes of Elk River. The postcard informs Mr. Gale that Hughes has a lot of information for him about the Trumbull homesteaders but she had lost his address and the information won't be accessible until spring.",,,Potlatch Historical Society,1994-01-07,,Postcard,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_122b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/654,654,282.jp2,/phs/image/282.jp2,phs654
Postcard depicting the Potlatch Mill: 1911,"Postcard to Rose Katzenberger from Charles Bysegger, depicting a long shot of the Potlatch Mill.",,"Palmer, Janice",Potlatch Historical Society,1911-04-07,yes,picture postcards; mills,United States,Idaho,Latah County,Potlatch,46.922344,-116.906071,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_PalmerJ_001,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,postcard,text,application/pdf,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1506,1506,1507.pdf,/phs/image/1507.pdf,phs1506
Postcard Front,"The front of a postcard to Lee Gale in Colfax, Washington from D. Beverly Hughes of Elk River. The front of the postcard also includes telephone numbers.",,,Potlatch Historical Society,1994-01-07,,Postcard,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_122a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/652,652,280.jp2,/phs/image/280.jp2,phs652
"Potlatch, Idaho [1]","A view of Potlatch, Idaho.",,,Potlatch Historical Society,1910,yes,town; buildings; landscape,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Misc Photos, Potlatch Historical Society",MiscPhotos_p015,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/494,494,1443.jp2,/phs/image/1443.jp2,phs494
"Potlatch, Idaho [2]",A view of Potlatch.,,,Potlatch Historical Society,1915,yes,town; buildings,United States,Idaho,Latah County,Potlatch,46.921616,-116.916585,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_46b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1063,1063,650.jp2,/phs/image/650.jp2,phs1063
Potlatch 'Home Guard',A photograph of the Potlatch Home Guard,,,Potlatch Historical Society,1918,yes,Town Militia,United States,Idaho,Latah County,Potlatch,,,Paul Welo,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_87b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1221,1221,793.jp2,/phs/image/793.jp2,phs1221
Potlatch 1st Grade Class,A photograph of the Potlatch first grade class with their teacher Miss Ruth Hall. Hall dedicated a lot of service to the school system in the early days.,,,Potlatch Historical Society,1916,yes,School Students,United States,Idaho,Latah County,Potlatch,46.921815,-116.898643,Malcolm Rossman,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_82,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1212,1212,785.jp2,/phs/image/785.jp2,phs1212
Potlatch 8th Grade Class,"A photograph of an 8th grade class from Potlatch, Idaho. Circa 1922 courtesy of Inez Gleave Rich",,,Potlatch Historical Society,1922,yes,School Students,United States,Idaho,Latah County,Potlatch,,,Inez Gleave Rich,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_53a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1175,1175,751.jp2,/phs/image/751.jp2,phs1175
Potlatch All School Reunion Cover,"A photograph of a title page for the Potlatch All School Reunion of July 8, 2000.",,,Potlatch Historical Society,2000-07-08,,Reunion; Title Page,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_69a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1201,1201,775.jp2,/phs/image/775.jp2,phs1201
Potlatch Amateur Athletic Club,"The first page of an article from The Family Tree about the Potlatch Amateur Athletic Club. It goes over how the club was formed, what sports were the most present and successful, the construction of the building, events held in the building, and memorials for the people who helped create it.",,,Potlatch Historical Society,1937-12-01,,Athletic Clubs,United States,Idaho,Latah County,Potlatch,46.922084,-116.900942,The Family Tree,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_40,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,text,application/pdf,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1133,1133,713.pdf,/phs/image/713.pdf,phs1133
Potlatch and Moscow Ladies,"A photograph of the Potlatch and Moscow Ladies Mrs. J.W. Thompson, wife Dr. Thompson; Viola McCarter, 3rd grade teacher; Carrie Bush, Moscow; Nellie Sweeney, Moscow; Ruth Hall, 1st grade teacher; Tilda Nelson, Moscow; Gertrude Orcutt, Moscow; Jessie Wilson, Moscow; Nellie Gleave, Potlatch.",,,Potlatch Historical Society,1950,yes,Residents; Women,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town 2, Potlatch Historical Society",Gale_Town2_31a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1311,1311,874.jp2,/phs/image/874.jp2,phs1311
Potlatch Anniversary Special Banner,A photograph of a banner for the Potlatch 50th Anniversary Special on a Northern Pac train car.,,,Potlatch Historical Society,1955-09-01,,banner; anniversary; passenger cars,United States,Idaho,Latah County,Potlatch,46.921299,-116.901717,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Later Photos, Potlatch Historical Society",LaterPhotos_p014a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/364,364,1326.jp2,/phs/image/1326.jp2,phs364
Potlatch Band,A photograph of the Potlatch Band with their instruments.,,,Potlatch Historical Society,1915,yes,Town Band,United States,Idaho,Latah County,Potlatch,,,Paul Welo,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_86,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1219,1219,791.jp2,/phs/image/791.jp2,phs1219
Potlatch Bow Hunter Bags Moose',A newspaper article about a possible trophy moose in bow-and-arrow records killed by Larry Nirk of Potlatch.,,,Potlatch Historical Society,,,hunting;animals;moose;newspapers;,United States,Idaho,Latah County,Mountain Home,47.02517865,-116.9323624,,,Moscow-Pullman Daily News,phs_344,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,newspaper clipping,Image;StillImage,image/jpg,eng,phs_344.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2249,2249,2213.jp2,/phs/image/2213.jp2,phs2249
Potlatch Boys Build Residence,An article about eight boys building a seven room modern house at Potlatch under the direction of Carl Godsett of Spokane. The boys are of the Manual Training Department of the public schools in the area.,,,Potlatch Historical Society,1996,yes,house; construction; students;,United States,Idaho,Latah County,Potlatch,46.921368,-116.898596,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_28p,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1034,1034,624.jp2,/phs/image/624.jp2,phs1034
Potlatch Brick Company Plant Interior,"A photograph of the interior of the red brick manufacturer of the Potlatch Brick Company plant. Located where the H.S. play field/area is now, they had a capital stock of $10,000.00. The associates were Hugh P. Henry and F. C. McGowan. It was organized by Joseph A. Tertel.",,,Potlatch Historical Society,1906-09-27,,Brick Plant,United States,Idaho,Latah County,Potlatch,46.926545,-116.903295,Lester Jones,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_39a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1150,1150,729.jp2,/phs/image/729.jp2,phs1150
Potlatch Brick Plant Location,A photograph of the location of the Potlatch Brick Plant on a flat. The road to Onaway is in the foreground.,,,Potlatch Historical Society,1914,yes,Town Landscape,United States,Idaho,Latah County,Potlatch,46.930363,-116.902477,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town 2, Potlatch Historical Society",Gale_Town2_25a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1299,1299,863.jp2,/phs/image/863.jp2,phs1299
Potlatch Buildings,"A photograph of the grade school, union church, high school, and church manse in Potlatch Washington.",,,Potlatch Historical Society,1920,yes,School; Church; Buildings,United States,Idaho,Latah County,Potlatch,46.921521,-116.898645,L.C.H.S.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_54a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1176,1176,752.jp2,/phs/image/752.jp2,phs1176
Potlatch Camp Group Photo,A group of men posing together at one of the early Potlatch camps. Tents can be seen constructed next to them and piles of wood sitting behind them.,,,Potlatch Historical Society,1910,yes,lumber camps; men; tents,United States,Idaho,Latah County,,,,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_31,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/65,65,1057.jp2,/phs/image/1057.jp2,phs65
