title,description,item information,postcard type,photographer,date,subject,location,state,publisher,publisher location,source,date is approximate,identifier,rights,standardized rights,original format,type,format,language,latitude,longitude,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Administration Building. University of Idaho. No. 46.,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01an,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726571,-117.009668,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/494,494,495.jp2,/nwpostcards/image/495.jp2,nwpostcards494
Memorial Gymnasium. University of Idaho. 108.,"Postcard of the Memorial Gymnasium on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01ap,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.727139,-117.012857,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/495,495,496.jp2,/nwpostcards/image/496.jp2,nwpostcards495
Science Building. University of Idaho. 121.,"Postcard of the Science Building, or Life Sciences Building, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,C.D.S.,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01ao,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726551,-117.010124,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/496,496,497.jp2,/nwpostcards/image/497.jp2,nwpostcards496
Infirmary. University of Idaho. 99.,"Postcard of the Infirmary, now the Student Health Center, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01aq,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726921,-117.00938,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/497,497,498.jp2,/nwpostcards/image/498.jp2,nwpostcards497
Women's Gymnasium. University of Idaho. 123.,"Postcard of the Women's Gymnasium, now Art and Architecture South, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,C.D.S.,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01ar,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726227,-117.011605,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/498,498,499.jp2,/nwpostcards/image/499.jp2,nwpostcards498
"Lindley Hall, University of Idaho. 122","Postcard of Lindley Hall, which was demolished in 1973, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1940,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01as,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.727834,-117.009523,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/499,499,500.jp2,/nwpostcards/image/500.jp2,nwpostcards499
Gymnasium. University of Idaho. No. 71.,"Postcard of the Gymnasium, now Art and Architecture South, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01at,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726182,-117.011619,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/500,500,501.jp2,/nwpostcards/image/501.jp2,nwpostcards500
Metallurgical Building. University of Idaho. No. 78.,"Postcard of the Metallurgical Building, now Art and Architecture, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01au,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.727102,-117.010918,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/501,501,502.jp2,/nwpostcards/image/502.jp2,nwpostcards501
Auditorium. Administration Building. University of Idaho.,"Postcard of the auditorium in the Administration building on the University of Idaho campus in Moscow, Idaho.",written message,photographic postcard,,1918,"universities (institutions); universities (buildings); buildings; campuses; auditoriums, flags; chandeliers (hanging lights); photographic postcards",Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bj2,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,application/pdf,eng,46.725922,-117.011095,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/502,502,503.pdf,/nwpostcards/image/503.pdf,nwpostcards502
"LDS Institute of Religion. Moscow, Idaho. 102.","Postcard of the L.D.S. Institute on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01av,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726473,-117.006539,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/503,503,504.jp2,/nwpostcards/image/504.jp2,nwpostcards503
Forney Hall. University of Idaho. 98.,"Postcard of Forney Hall, now the Continuing Education Building, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1940,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01aw,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.724506,-117.008461,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/504,504,505.jp2,/nwpostcards/image/505.jp2,nwpostcards504
Lambda Chi Alpha House. University of Idaho. 109.,"Postcard of the Lambda Chi Alpha house on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1940,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01ax,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.727973,-117.006538,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/505,505,506.jp2,/nwpostcards/image/506.jp2,nwpostcards505
Tau Kappa Epsilon House. University of Idaho.,"Postcard of the Tau Kappa Epsilon house, which is no longer standing, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1930,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01ay,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.727501,-117.009531,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/506,506,507.jp2,/nwpostcards/image/507.jp2,nwpostcards506
Alpha Tau Omega House. University of Idaho. 125.,"Postcard of the Alpha Tau Omega, which is no longer standing, house on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1940,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,Moscow,Idaho,C.D.S.,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01az,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.727834,-117.009523,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/507,507,508.jp2,/nwpostcards/image/508.jp2,nwpostcards507
"Administration Tower, University of Idaho. Moscow, Idaho. 40.","Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho. Donor: Charles A. Webbert",,photographic postcard,Wesley Andrews?,1940,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726135,-117.00988,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/508,508,509.jp2,/nwpostcards/image/509.jp2,nwpostcards508
Women's gym. University of Idaho.,"Postcard of the Women's Gymnasium, now Art and Architecture South, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01azz,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726109,-117.011294,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/509,509,510.jp2,/nwpostcards/image/510.jp2,nwpostcards509
Delta Chi House. University of Idaho. 100.,"Postcard of the Delta Chi house on the University of Idaho campus in Moscow, Idaho",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01ba,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726736,-117.008358,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/510,510,511.jp2,/nwpostcards/image/511.jp2,nwpostcards510
Delta Delta Delta House. University of Idaho. 111.,"Postcard of the Delta Delta Delta house on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bb,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.729548,-117.008308,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/511,511,512.jp2,/nwpostcards/image/512.jp2,nwpostcards511
Delta Tau Delta House. University of Idaho. 112.,"Postcard of the Delta Tau Delta house on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bc,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.728082,-117.009773,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/512,512,513.jp2,/nwpostcards/image/513.jp2,nwpostcards512
Kappa Alpha Theta House. University of Idaho.,"Postcard of the Kappa Alpha Theta house on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1950,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bd,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.728978,-117.008248,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/513,513,514.jp2,/nwpostcards/image/514.jp2,nwpostcards513
Sigma Alpha Epsilon House. University of Idaho. 101.,"Postcard of the Sigma Alpha Epsilon house on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1940,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; automobiles; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01be,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726071,-117.006809,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/514,514,515.jp2,/nwpostcards/image/515.jp2,nwpostcards514
"Campus of the University of Idaho, showing the Metallurgical and Agricultural Buildings, also Assay Laboratory.","Postcard of the Metallurgical and Agriculture buildings on the University of Idaho campus in Moscow, Idaho.","written message; postage applied; Postmark: 9/2/1912, Moscow, ID; Destination: Tacoma, WA",photographic postcard,,1912,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,Cardinal Vincent Co.,"San Francisco, CA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bp,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,application/pdf,eng,46.726746,-117.010849,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/515,515,516.pdf,/nwpostcards/image/516.pdf,nwpostcards515
Sigma Nu and Gamma Phi Beta Houses. University of Idaho. No. 76.,"Postcard of the Sigma Nu and Gamma Phi-Beta on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; automobiles; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bf,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.724135,-117.010591,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/516,516,517.jp2,/nwpostcards/image/517.jp2,nwpostcards516
School of Mines Building. University of Idaho.,"Postcard of the School of Mines building, which is no longer standing, on the University of Idaho campus in Moscow, Idaho.","written message; postage applied; Postmark: 5/5/1908, Moscow, ID; Destination: Chelsea, MA",photographic postcard,,1908,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,R.R. Sherfey,"Moscow, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bt,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,application/pdf,eng,46.725126,-117.010234,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/517,517,518.pdf,/nwpostcards/image/518.pdf,nwpostcards517
Neale Stadium. University of Idaho. 118,"Postcard of Neale Stadium, which was in the area of the Kibbie Dome, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; football stadiums; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bg,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726352,-117.015072,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/518,518,519.jp2,/nwpostcards/image/519.jp2,nwpostcards518
School of Mines Building. University of Idaho.,"Postcard of the School of Mines building, which is no longer standing, on the University of Idaho campus in Moscow, Idaho.","written message; postage applied; Postmark: 9/4/1908, Moscow, ID; Destination: Altamura, IA",photographic postcard,,1908,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,R. Hodgins,"Moscow, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bt2,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,application/pdf,eng,46.725126,-117.010234,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/519,519,520.pdf,/nwpostcards/image/520.pdf,nwpostcards519
Engineering Building. University of Idaho. No. 64.,"Postcard of the Engineering Building, which is no longer standing, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1918,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bh,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.725014,-117.009883,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/520,520,521.jp2,/nwpostcards/image/521.jp2,nwpostcards520
Big bonfire and rally. WSC vs. UofI. University of Idaho.,Postcard of a bonfire during a rally for a football game in 1918.,,photographic postcard,,1918,universities (institutions); bonfire firing; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bi,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.726963,-117.015747,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/521,521,522.jp2,/nwpostcards/image/522.jp2,nwpostcards521
Auditorium. Administration Building. University of Idaho.,"Postcard of the auditorium in the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1918,"universities (institutions); universities (buildings); buildings; campuses; auditoriums, flags; chandeliers (hanging lights); photographic postcards",Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bj,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.725922,-117.011095,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/522,522,523.jp2,/nwpostcards/image/523.jp2,nwpostcards522
Administration Building. University of Idaho. No. 30.,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,Moscow,Idaho,Pacific Photo Co.,"Salem, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bl2,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.725562,-117.009633,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/523,523,524.jp2,/nwpostcards/image/524.jp2,nwpostcards523
Administration Building. University of Idaho. No. 30.,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,Moscow,Idaho,Pacific Photo Co.,"Salem, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_12_01bl,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.725562,-117.009633,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/524,524,525.jp2,/nwpostcards/image/525.jp2,nwpostcards524
