title,photographer,description,date,date_approximate,subject (lcsh),subject,location,latitude,longitude,source,identifier,rights,rights (standardized),type,format,language,moscow number,fs number,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
The Full Timbered or Full Shade station at Priest River,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","The Full Timbered or Full Shade station at Priest River. Although the volume of fuels is greater here than at the Clear Cut or Half Cut stations, the higher moisture contenets under dense shade produce lower inflammability and easier fire control under ordinary conditions. G.M. Jemison pictured.",1935,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--full timber station,,Bonner County;Priest River Experimental Forest;full timber station,48.34694444,-116.8422222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum45,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3061,309747 or 350655,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/382,382,443.jp2,/expforsav/image/443.jp2,expforsav382
fuel bygrograph,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","A relatively new product of fire research called a fuel bygrograph. This instrument produces continuous record of (1) wood moisture, (2) duff moisture, and (3) wind velocity. The unique design ws originated by the U.S. Forest Products Laboratory. An electric buzzer shakes the instrument gently once each hour to eliminate any inaccuracy due to the drag of the pens on the paper. G.M. Jemison pictured.",1935,,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,Bonner County;Priest River Experimental Station;Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum46,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3062,309742,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/383,383,444.jp2,/expforsav/image/444.jp2,expforsav383
The anemometer is mounted on the standard at the man's left,,"The man's right hand points to the six wood cylinders; his left points to the duff hygrograph spike, covered with duff. The anemometer is mounted on the standard at the man's left. H.T. Gisborne pictured.",1935,yes,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,Bonner County;Priest River Experimental Station;Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum47,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3063,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/384,384,445.jp2,/expforsav/image/445.jp2,expforsav384
"Reading the anemometer dial, as a check on the wind record shown by the instrument",,"Reading the anemometer dial, as a check on the wind record shown by the instrument. The wood cylinders are weighed periodically to check the accuracy of their chart record. Standard duff hygrometers are used to check the chart record of duff moisture.""  H.T. Gisborne",1935,,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,Bonner County;Priest River Experimental Station;Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum48,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3064,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/385,385,446.jp2,/expforsav/image/446.jp2,expforsav385
Wood cylinders used for indicating the moisture content,,"Wood cylinders are used for indicating the moisture content, hence inflammability, of small dead branchwood. This photograph shows a comparison being made of natural versus manufacturred half-inch diameter sticks. The lack of uniformity of natural sticks is clearly evident.",1935,,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,Bonner County;Priest River Experimental Station;Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum49,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3065,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/386,386,447.jp2,/expforsav/image/447.jp2,expforsav386
Top photo: Fire runs up these dead trees and jumps from snag to snag. Bottom photo: Close up view of the fuels on the ground beneath the snags and reproduction shown above.,,"Top photo: ""A dangerous fuel type. Fire runs up these dead trees and jumps from snag to snag."" Bottom photo: ""Close up view of the fuels on the ground beneath the snags and reproduction shown above."" Caption: ""When the dead twigs, branchwood, and duff on the ground become dry and inflammable men must arrive quickly if fires are to be controlled while still small. Measurements of the dryness of these fuels are more dependable than meteorological data for indicating the degree of inflammability.""",1935,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest,,Bonner County;Priest Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum50,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3066,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/387,387,448.jp2,/expforsav/image/448.jp2,expforsav387
Panoramic photos of headquarters site [03],K.P. Davis,"Same as HeadquartersPan1.  Panoramic photos of headquarters site, composite of three photos in HeadquartersPan1; looking westerly, found in Wellner files, Moscow Forest Sciences Laboratory.",1935,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,Kootenai County;Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Deception Creek Experimental ForestHeadquartersPan3,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,677,312169,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/388,388,449.jp2,/expforsav/image/449.jp2,expforsav388
"Weather Station, Priest River","Thompson, J. B.","Weather Station, Priest River Branch Station, Sept. 1931.",1931-09-01,yes,United States--Idaho--Bonner County--Priest River Experimental Station--Weather Station,,Bonner County;Priest River Experimental Station;Weather Station,48.35111111,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",31ControlWSSept,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1212,266018,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/389,389,45.jp2,/expforsav/image/45.jp2,expforsav389
Ford pumper used for slash burning control,"Thompson, J. B.",Ford pumper used for slash burning control.  September 1932. From the photo series depicting the broadcast burn at the mouth of Benton Creek.,1932-09-01,,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Creek,,Bonner County;Priest River Experimental Forest;Benton Creek,48.34472222,-116.8483333,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FirePump1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,271794,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/390,390,450.jp2,/expforsav/image/450.jp2,expforsav390
Pacific pump in use for control of broadcast burn,"Thompson, J. B.",Pacific pump in use for control of broadcast burn.  September 1932,1937-09-01,,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Creek,,Bonner County;Priest River Experimental Forest;Benton Creek,48.34472222,-116.8483333,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FirePump2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,271793,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/391,391,451.jp2,/expforsav/image/451.jp2,expforsav391
File memo by Wellner describing process of establishing permanent photo points and records [02],"Wellner, Chuck A.",File memo by Wellner describing process of establishing permanent photo points and records.,1942,,,,,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Deception Creek Experimental ForestPhotoPoint_Memos_P1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/392,392,452.jp2,/expforsav/image/452.jp2,expforsav392
File memo by Wellner describing process of establishing permanent photo points and records [03],"Wellner, Chuck A.",File memo by Wellner describing process of establishing permanent photo points and records.,1942,,,,,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Deception Creek Experimental ForestPhotoPoint_Memos_P2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/393,393,453.jp2,/expforsav/image/453.jp2,expforsav393
File memo by Wellner describing process of establishing permanent photo points and records [01],"Wellner, Chuck A.",File memo by Wellner describing process of establishing permanent photo points and records.,1942,,,,,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Deception Creek Experimental ForestPhotoPoint_Memos_P3,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/394,394,454.jp2,/expforsav/image/454.jp2,expforsav394
Chart of point points and schedule of photo taking,"Wellner, Chuck A.",Chart of point points and schedule of photo taking,1942,,,,,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Deception Creek Experimental ForestPhotoPoint_Memos_P4,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/395,395,455.jp2,/expforsav/image/455.jp2,expforsav395
"View of the weather station at Deception Creek on March 26, 1936",C.L. James,"Back of photo reads: ""Temp. No. 182  View of the weather station at Deception Creek on March 26, 1936.  Note snow stick on the left-hand side of picture. Shop is hidden behind the two snow piles.""",1936-03-26,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,Kootenai County;Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Deception Creek Experimental ForestWeather_1936,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,678,320378,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/396,396,456.jp2,/expforsav/image/456.jp2,expforsav396
Showing interior of plot 110 before thinning with Dean F.G. Miller in foreground,"Kempff, G.",Showing interior of plot 110 before thinning with Dean F.G. Miller in foreground. Views #A1 & #A2 were taken after thinning from this location. Exposed April 1926 by Kempff. Kempff's personal #11. Offical No. 251445. View from Photo Station #1. Miller by Tree #12.,1926,,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",DeanMillerThinning,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1311,251445,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/397,397,457.jp2,/expforsav/image/457.jp2,expforsav397
Winter scene at Priest Creek Experimental Forest,,"winter scene, left-cottage 3, lecturehall/woodshed, cottage 1.",1930,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Dec_17_1930_Priest Creek Experimental Forest,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,679,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/398,398,458.jp2,/expforsav/image/458.jp2,expforsav398
Photos series of the buildings found on the Arthur Demorest claim,,"Photos series of the buildings found on the Arthur Demorest claim, settled 1906 near the mouth of Demorest Creek.  Photos are glued to black kraft paper and hanging in the 3rd floor hallway, Moscow Forest Sciences Laboratory.  These photos appeared in the 1936 Annual Report. No other descriptions available.",1936,Yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Demorest Creek,,Kootenai County;Deception Creek Experimental Forest;Demorest Creek,47.73638889,-116.4863889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",DemorestClaim0001,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1140,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/399,399,459.jp2,/expforsav/image/459.jp2,expforsav399
Priest River Branch Station,"Thompson, J. B.","Full timbered station, February 23, 1932, after light thaw, Priest River Branch Station.",1932,,United States--Idaho--Bonner County--Priest River Experimental Forest--Fox Creek,,Bonner County;Priest River Experimental Forest;Fox Creek,48.34694444,-116.8422222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",32FTStation,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1245,266056,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/400,400,46.jp2,/expforsav/image/46.jp2,expforsav400
Photos series of the buildings found on the Arthur Demorest claim [01],"Wellner, Chuck A.","Photos series of the buildings found on the Arthur Demorest claim, settled 1906 near the mouth of Demorest Creek. Photos are glued to black kraft paper and hanging in the 3rd floor hallway, Moscow Forest Sciences Laboratory. These photos appeared in the 1936 Annual Report. No other descriptions available.",1936,Yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Demorest Creek,,Kootenai County;Deception Creek Experimental Forest;Demorest Creek,47.73638889,-116.4863889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",DemorestClaim001,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1141,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/401,401,460.jp2,/expforsav/image/460.jp2,expforsav401
Photos series of the buildings found on the Arthur Demorest claim [02],"Wellner, Chuck A.","Photos series of the buildings found on the Arthur Demorest claim, settled 1906 near the mouth of Demorest Creek.  Photos are glued to black kraft paper and hanging in the 3rd floor hallway, Moscow Forest Sciences Laboratory.  These photos appeared in the 1936 Annual Report. No other descriptions available.",1936,Yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Demorest Creek,,Kootenai County;Deception Creek Experimental Forest;Demorest Creek,47.73638889,-116.4863889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",DemoerstClaim002,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1142,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/402,402,461.jp2,/expforsav/image/461.jp2,expforsav402
Photos series of the buildings found on the Arthur Demorest claim [03],"Wellner, Chuck A.","Photos series of the buildings found on the Arthur Demorest claim, settled 1906 near the mouth of Demorest Creek.  Photos are glued to black kraft paper and hanging in the 3rd floor hallway, Moscow Forest Sciences Laboratory.  These photos appeared in the 1936 Annual Report. No other descriptions available.",1936,Yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Demorest Creek,,Kootenai County;Deception Creek Experimental Forest;Demorest Creek,47.73638889,-116.4863889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",DemorestClaim003,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1143,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/403,403,462.jp2,/expforsav/image/462.jp2,expforsav403
"One of two nozzles showing pressure supplied with Pacific pumper, cooling down edges of slash burn.","Thompson, J. B.","One of two nozzles showing pressure supplied with Pacific pumper, cooling down edges of slash burn. September 1932",1932-09-01,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Creek,,Bonner County;Priest River Experimental Forest;Benton Creek,48.34472222,-116.8483333,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FirePump3,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,271795,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/404,404,463.jp2,/expforsav/image/463.jp2,expforsav404
"Meteorological Station 3 control, Benton Flat","Brewster, D.R.","Meteorological Station 3 control, Benton Flat. Showing thermometer shelter on left, rain gauge, anerometer and wind vane. PRES, Idaho.",1913,,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Flat Nursery,,Bonner County;Priest River Experimental Forest;Benton Flat Nursery,48.35194444,-116.8402778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FirstControlWS1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1229,18076A,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/405,405,464.jp2,/expforsav/image/464.jp2,expforsav405
Louise Thompson,"Thompson, J. B.",Louise Thompson near an instrument station.,1932,Yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Girl_SnowSceneWS,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1210,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/406,406,465.jp2,/expforsav/image/465.jp2,expforsav406
"Daughters of J.B.Thompson. Cottage 2 left, Cottage 1 right.","Thompson, J. B.","Similar to photos dated 1932, daughters of J.B.Thompson. Cottage 2 left, Cottage 1 right.",1932,Yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Girls_SnowScene,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1209,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/407,407,466.jp2,/expforsav/image/466.jp2,expforsav407
Participants at the Gisborne Mountain dedication and unveiling of Gisborne plaque,,Participants at the Gisborne Mountain dedication and unveiling of Gisborne plaque.,1951,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Gisborne Mountain,,Bonner County;Priest River Experimental Forest;Gisborne Mountain,48.34944444,-116.7552778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GisborneDedication2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,222,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/408,408,467.jp2,/expforsav/image/467.jp2,expforsav408
"Alice Gisborne, wife of Harry, at the Gisborne plaque.",,"Alice Gisborne, wife of Harry, at the Gisborne plaque.",1951,,United States--Idaho--Bonner County--Priest River Experimental Forest--Gisborne Mountain,,Bonner County;Priest River Experimental Forest;Gisborne Mountain,48.34944444,-116.7552778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GisborneDedicationAlice,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,227,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/409,409,468.jp2,/expforsav/image/468.jp2,expforsav409
Plaque commemorating the official change in the name of the mountain from Looking Glass to Gisborne.,,"The plaque honoring Gisborne and the change in name of the mountain. In addition to unvieling the plaque and honoring Gisborne's legacy, the ceremony marked the official change in the name of the mountain from Looking Glass to Gisborne.",1951,,United States--Idaho--Bonner County--Priest River Experimental Forest--Gisborne Mountain,,Bonner County;Priest River Experimental Forest;Gisborne Mountain,48.34944444,-116.7552778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",GisborneDedicatonPlaque,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,228,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/410,410,469.jp2,/expforsav/image/469.jp2,expforsav410
