objectid,title,description,creator,date,date_is_approximate,location,lcsh_loc,coverage,region,relation,digital_collection,holding_institution,source,finding aid,notes,original_file_number,identifier,rights,rightsstatement,original_format,type,language,format,cdm_url,cdmid
shattuck153,Bird-eye view of White Pine [1],The glass slide reads: 'Bird-eye view of White pine on Clearwater River near Weippe Ida.',"Shattuck, C. H.",1904,yes,Weippe North;Idaho;Clearwater County,,United States--Idaho--Clearwater County,Weippe North,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 4; 25-23",0105-02-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/153,153
shattuck154,Bird-eye view of White Pine [2],The glass slide reads: 'Bird-eye view of White pine on Clearwater River near Weippe Ida.',"Shattuck, C. H.",1904,yes,Weippe North;Idaho;Clearwater County,,United States--Idaho--Clearwater County,Weippe North,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 5; 25-24",0105-02-05,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/154,154
shattuck155,Spruce and White Pine,The glass slide reads: 'Spruce and White Pine. Weippe Ida.',"Shattuck, C. H.",1904,yes,Weippe North;Idaho;Clearwater County,,United States--Idaho--Clearwater County,Weippe North,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 6; 25-25",0105-02-06,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/155,155
shattuck156,Yellow Pine and Larch on Weiser River,The glass slide reads: 'Yellow Pine and Larch. Weiser River.',"Shattuck, C. H.",1904,yes,Weiser South;Idaho;Washington County,,United States--Idaho--Washington County,Weiser South,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 7; 25-29",0105-02-07,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/156,156
shattuck157,West Yellow Pine and Pine Grass,The glass slide reads: 'West Yellow Pine and Pine Grass. Weiser Nat'l Forest.',"Shattuck, C. H.",1904,yes,Carey Dome;Idaho;Idaho County,,United States--Idaho--Idaho County,Carey Dome,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 8; 25-30",0105-02-08,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/157,157
shattuck158,Kaniksu National Forest (Mont.) [1],An unidentified man stands in the middle of a forest. The glass slide reads: 'Climax Forest. Kaniksu Nat'l For.',"Shattuck, C. H.",1904,yes,Kaniksu National Forest;Smeads Bench;Montana;Sanders County,Kaniksu National Forest;,United States--Montana--Sanders County,Smeads Bench,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 9; 25-35",0105-02-09,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/158,158
shattuck159,Kaniksu National Forest (Mont.) [2],An unidentified man stands in the middle of a forest. The glass slide reads: 'Climax Forest. Kaniksu Nat'l For. 43.',"Shattuck, C. H.",1904,yes,Kaniksu National Forest;Smeads Bench;Montana;Sanders County,Kaniksu National Forest;,United States--Montana--Sanders County,Smeads Bench,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 10; 25-36",0105-02-10,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/159,159
shattuck160,Giant White Pine,An unidentified man stands by a large White Pine. The glass slide reads: 'Giant White pine last survival of transitional forest. Kaniksu Nat'l For. 1.',"Shattuck, C. H.",1904,yes,Kaniksu National Forest;Smeads Bench;Montana;Sanders County,Kaniksu National Forest;,United States--Montana--Sanders County,Smeads Bench,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 11; 25-38",0105-02-11,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/160,160
shattuck161,Cedar and Hemlock,The glass slide reads: 'Cedar and Hemlock. Kaniksu Nat'l For.',"Shattuck, C. H.",1904,yes,Kaniksu National Forest;Smeads Bench;Montana;Sanders County,Kaniksu National Forest;,United States--Montana--Sanders County,Smeads Bench,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 12; 25-39",0105-02-12,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/161,161
shattuck162,White Pine on Granite Creek,The glass slide reads: 'White Pine on Granite Creek Kaniksu Nat'l Forest.',"Shattuck, C. H.",1904,yes,Kaniksu National Forest;Smeads Bench;Montana;Sanders County,Kaniksu National Forest;,United States--Montana--Sanders County,Smeads Bench,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 13; 25-48",0105-02-13,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/162,162
shattuck163,High Line Farm,An unidentified man stands in a field of Bear Grass. The glass slide reads: 'High line farm. Xerophyllum tenax (Bear Grass) Kaniksu Nat'l Forest.',"Shattuck, C. H.",1904,yes,Kaniksu National Forest;Smeads Bench;Montana;Sanders County,Kaniksu National Forest;,United States--Montana--Sanders County,Smeads Bench,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 14",0105-02-14,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/163,163
shattuck164,Wheat Root glass etching,The glass slide reads: 'Etching on Glass by Wheat Roots.',"Shattuck, C. H.",1904,yes,,,United States,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 15; 35-2",0105-02-15,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/164,164
shattuck165,Silurian landscape (Artwork),The glass slide reads: 'Silurian landscape.' Looks to be a piece of artwork.,"Shattuck, C. H.",1904,yes,,,United States,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 16; 35-6",0105-02-16,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/165,165
shattuck166,Lodgepole Pine,The glass slide reads: 'Lodge Pole Pine Splitting Block of Granite - Grave Peak.',"Shattuck, C. H.",1904,yes,Selway-Bitterroot Wilderness (Idaho and Mont.);Idaho,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 17; 35-7",0105-02-17,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/166,166
shattuck167,"Forestry Arboretum, University of Idaho ",The glass slide reads: '2yr. old White Elm Forestry Arboretum U. of I.',"Shattuck, C. H.",1904,yes,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 4; 19-11",0105-03-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/167,167
shattuck168,"Arboretum, University of Idaho ",The glass slide reads: '4 yr. old European Larch. Arboretum U. of I.',"Shattuck, C. H.",1904,yes,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 5; 19-12",0105-03-05,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/168,168
shattuck176,"College of Agriculture, University of Idaho","The glass slide reads: 'College of Agriculture in center Metalurgical Mill left, Assay Bldg.'","Shattuck, C. H.",1904,yes,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 12",0105-03-12,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/176,176
shattuck177,"Football Team, University of Idaho","The glass slide reads: 'Idaho football team, 1908.'","Shattuck, C. H.",1908,yes,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 13",0105-03-13,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/177,177
