objectid,title,description,interviewee,creator,creators title,interviewer,date original,date is approximate?,subject (lcsh),subject (keywords),coverage,latitude,longitude,publisher,contributing institution,publisher digital,digital collection,source,national archive number,identifier,regional office number,rights,format original,duration,type,digital format,language,website,genre,digitization specifications,date digital,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path
sbw_162,"Range Management Report, March 1933","This report includes a day-by-day narrative of a 123-mile trip through the Bitterroots made in the winter of 1933 by a group of Forest Service employees. The trip was organized primarily for law enforcement, but the resulting narrative includes important observations about area wildlife.",,"Wolgel, W. W.",,,3/1/1933,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Range_Mgmt_Report_03-33,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/161,161,162.pdf,/sbw/image/162.pdf
sbw_163,"Wildlife Problems and Tentative Management Plan for Idaho Portion of Bitterroot National Forest, 22 April 1942","This article is unique for the way it addresses how local economies in Idaho are affected by Forest Service policy. Notice on page 2, in a moment of uncommon candor, a sense of frustration emerges as the author describes the population of the Clearwater Valley as extremely self-centered, provincial in thought, and jealous of their rights. Both the Forest Service and local citizens feel a sense of ownership, but poised in opposition directions. Whereas the Forest Service is interested in improving access to wilderness, local inhabitants of the Clearwater Valley feel the wildlife in this area is theirs because of location, and resent the fact that roads though the Bitterroot make it more accessible . . . The question of whether to expand or limit wilderness access, and who controls that decision, is central to almost every wilderness debate.",,Unknwn,,,5/22/1942,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Wildlife_Management_Report_04-22-42,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/162,162,163.pdf,/sbw/image/163.pdf
sbw_164,"Magruder Ranger District, Wildlife Management Plan, 13 May 1964","The Magruder Ranger District Wildlife Management Plan, delivered in May of 1964, argues that accessibility is the most important factor in managing wildlife. If hunters have access, its easier to keep big game numbers at a sustainable level and the report makes a number of suggestions for improving access to the Magruder District. Of particular interest is the reports thorough history of the elk population beginning in 1910, which is characterized as game population buildup after fire. From this history, the effects of Forest Service game management policy become readily apparent, especially the record populations maintained between 1938 and 1942.",,"Foulger, Howard",Assistant Regional Forester,,5/13/1964,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Wildlife_Plan_Magruder_District_05-13-64,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/163,163,164.pdf,/sbw/image/164.pdf
sbw_165,"Reconaissance Report, Kit Carson Landing Strip",Includes details of a proposed Kit Carson Landing Strip in the area. The document is from 1945 and includes a drawing of the proposed strip as well as two high-altitude photographs of the proposed strip site. The report is authored by F.E. Thieme.,,"Thieme, F. E.",Assistant Regional Forester,,10/15/1945,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives and Records Administration Seattle,,1,R1 E. Improvement Airstrip G2A293 Box 1,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/164,164,165.pdf,/sbw/image/165.pdf
sbw_166,Bitter Root (Idaho) Reserve: Personnel,"This report, penned by Riley in 1907, begins by criticizing the administration of the Bitterroot Reserve. This critique leads into a listing of the current personnel, and in-depth descriptions of each. Not only are work habits and abilities (or thereof) discussed, personal appearance, marital status, and other seeming trivialities appear to play an important part in Riley's recommendations for promotions, demotions, and the like.",,Riley,,,1/20/1907,,Selway-Bitterroot Wilderness,Bitterroot reserve; administration,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives and Records Administration Seattle,,3,R6 95,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/165,165,166.pdf,/sbw/image/166.pdf
sbw_167,Letter from E.A. Sherman to Gifford Pinchot.,"This letter is Sherman's response to a letter from Pinchot requesting (it seems) historical details of the early days of the Forest Service's work in the area (the letter itself is dated 1912, hence the quotes around early days). Sherman responds with a long personal narrative of his early work with the Service, as well as his own childhood history and how he sees that having effected his eventual career path.",,"Sherman, E. A.",USFS,,5/31/1912,,Selway-Bitterroot Wilderness,"early days; personal recollections' USFS Headquarters; Ogden, Utah",Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Library of Congress: Gifford Pinchot Papers,,4,Box 1009,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/166,166,167.pdf,/sbw/image/167.pdf
sbw_168,"Letter from Frank Fenn to Gifford Pinchot, August 7, 1912","Kooskia, Idaho. In this letter, Frank Fenn seems to be replying to the same query that Pinchot directed at Sherman; that is, Fenn writes to Pinchot filling him in on the details of his first year as a Forest Ranger. His recitation also encompasses some of the more general history of Forest Service activities in the area. Fenn draws a distinction in practice between today's  1912's  practices and how things were in the good old days.",,"Fenn, Frank",,,8/7/1912,,Selway-Bitterroot Wilderness,Personal recollections; early days;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,5,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/167,167,168.pdf,/sbw/image/168.pdf
sbw_169,"Letter, Jefferson to District Forester, 11 January 1923",,,Jefferson,,,1/11/1923,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Letter_Jefferson_to_District_Forester_01-11-23,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/168,168,169.pdf,/sbw/image/169.pdf
sbw_170,"Proposed improvement to the Moose Creek Bridge, c.1920.","This collection of documents deal with a proposed improvement to the Moose Creek Bridge, and run the gamut from parts requisitions, hand-drawn building plans, and a disagreement over whether the bridge should be built in a quick-and-dirty fashion or if a more expensive, more wear-resistant bridge should be built.",,"Howell, C. F.",Forest Supervisor,,1920,,Selway-Bitterroot Wilderness,moose creek bridge; proposed improvements,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","National Archives Records Administration, Seattle",,6,RG 95 Bitterroot National Forest Supervisor 95-60A70 Box 2333,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/169,169,170.pdf,/sbw/image/170.pdf
sbw_171,"Letter, Kelley to Case, 18 December 1942","A rare correspondence between two influential forest service personnel, Evan W. Kelley and George Case. In the letter, Kelley applauds Cases wildlife management plan for the Idaho portion of the Bitterroot Forest, a plan that Kelley suggests should be adopted in Montana as well.",,"Kelley, Evan W.",,,12/18/1942,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Letter_Kelley_to_Case_12-18-42,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/170,170,171.pdf,/sbw/image/171.pdf
sbw_172,Proposed improvement to the Pettibone Bridge c1920.,"This document is similar in content to the previous document, though it deals instead with a proposed bridge spanning Pettibone Creek. There is a short justification statement and an included hand-drawn building plan.",,"Jefferson, Frank",,,1920,,Selway-Bitterroot Wilderness,Pettibone Creek bridge; proposed improvments;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","National Archive Records Administration, Seattle",,7,RG 95 Bitterroot National Forest Supervisor 95-60A70 Box 2333,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/171,171,172.pdf,/sbw/image/172.pdf
sbw_173,Timeline/history of the Bear Creek Ranger Station from 1912 to 1934.,"Exactly as titled, this document describes significant occurrences in the history of the Bear Creek Ranger Station from 1912 and 1934. It concludes with a list of personnel who served there over that time span. The timeline is in an outline format.",,Unknown,,,1934,,Selway-Bitterroot Wilderness,timeline; Bear Creek Ranger Station;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,8,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Diaries,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/172,172,173.pdf,/sbw/image/173.pdf
sbw_174,A history of the Three Forks Ranger Station.,"This is another timeline of events, this time telling the history of the Three Forks Ranger Station from 1910 to 1920. Unlike Document 8, however, this history is in the form of an essay. No author is indicated.",,Unknown,,,1910,,Selway-Bitterroot Wilderness,Three Forks Ranger Station; timeline,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,9,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Diaries,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/173,173,174.pdf,/sbw/image/174.pdf
sbw_175,Memorandum for District Forester: Selway Fire  1919,"This document, authored by Chas F. Howell, discusses how the Selway's fire suppression plan should adapt in the coming years, based on the outcome of the last four fire seasons, from 1916 to 1919. Howell discusses each specific fire season  and sometimes specific fires  at length, using the Service's mistakes as evidence for the changes he suggests. This report is especially interesting when you consider that 1910, 1914, and 1919 were three of the area's worst fire seasons ever, and as such fire suppression policy in the area during the 1910s in general was in a wildly fluctuating state from year to year. This document gives an interesting glimpse into that process of rapid change and response.",,"Howell, C. F.",,,9/1/1919,,Selway-Bitterroot Wilderness,fire suppression; fire management; fire;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Missoula Northern Region Archives,,10,Fire: Selway,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/174,174,175.pdf,/sbw/image/175.pdf
sbw_176,Report by Elers Koch on the causes of the 1919 Selway fire(s).,"A report by Elers Koch (the ranger immortalized in Forty Years A Forester) on the massively destructive fire season of 1919. Koch suggests what he sees to be necessary changes to the region's fire-suppression policy, using firsthand experience fighting the fires of 1919 as his evidence.",,"Koch, Elers",,,10/23/1919,,Selway-Bitterroot Wilderness,fire suppression; fire management; fire;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Missoula Northern Region Archives,,11,Fire: Selway,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/175,175,176.pdf,/sbw/image/176.pdf
sbw_177,Selway River Chronology,"This timeline, which runs from 1878 to 1949, was composed by Mary H. Williams. It lists, in outline format, many significant events that took place on and near the Selway River.",,"Williams, Mary H.",,,2007,,Selway-Bitterroot Wilderness,timeline; chronology; personal recollections,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,12,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Diaries,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/176,176,177.pdf,/sbw/image/177.pdf
sbw_178,Trapping Wildlife Accounts/Chronology,"This timeline is also authored by Mary H. Williams. It runs from 1812 to 1947, and lists in outline format a great many important moments in the history of trapping in the SBW.  Please note: both accounts (numbers 12 & 13) displayed here are essentially one-time snapshots of projects which are works in progress and are continually being improved and corrected.",,"Williams, Mary H.",,,2007,,Selway-Bitterroot Wilderness,trapping; wildlife; timeline; personal recollections,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,13,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Diaries,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/177,177,178.pdf,/sbw/image/178.pdf
sbw_179,Historical Happenings in the Macgruder Corridor,"This document is a short, essay-style retelling of the history of the area that would eventually come to be called the Macgruder Corridor. The document was written by Frank Schumaker, an early District Ranger at Magruder and also the author of one of the most important early histories of the west side of the Bitterroot National Forest. The essay starts with the coming of Lewis and Clark to the area and ends around 1920.",,Shumaker?,,,1920,,Selway-Bitterroot Wilderness,Magruder Corridor,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Bitterroot National Forest Historical Files, Montana",,14,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Federal government records,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/178,178,179.pdf,/sbw/image/179.pdf
sbw_180,Rugged Selway country had its share of tragedy,"This is a newspaper article documenting the death of the man named Archer, who died in a skiing accident outside of Martin Moes cabin in 1899, during a heavy snowstorm. This incident is referenced in a number of Dick Walker's interviews. This document includes a hand-drawn map and diagram of what is supposed to have happened in the Archer accident.",,"Monroe, B. K.",,,7/1/1972,,Selway-Bitterroot Wilderness,Archer's Grave; tragedy,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,16,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Newspaper clipping,,Image;StillImage; Text,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/179,179,180.pdf,/sbw/image/180.pdf
sbw_181,"Kelley to Chief Forester, 13 February 1939",This letter from Regional Forester Even W. Kelley to the Chief Forester illustrates the importance of agency cooperation in the successful implementation of any wildlife policy. The letter is a summary of the cooperative efforts developed between different state organizations as well as the tensions between federal and state agencies as the forest service tries to develop a plan to deal with game problems that transgress state lines.,,"Kelley, Evan W.",,,2/13/1939,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Letter_Kelley_to_Chief_Forester_02-13-39,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/180,180,181.pdf,/sbw/image/181.pdf
sbw_182,"Letter, Kelley to Chief Forester, 1 May 1937","In this heated letter, Regional Forester Evan W. Kelley argues that federal agencies should have jurisdiction over lands designated as national forests, and that federal policy should always supersede state policy. The latter, he claims, is inconsistent and obstructs federal efforts to establish an effective wildlife management plan.",,"Kelley, Evan W.",,,5/1/1937,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Letter_Kelley_to_Chief_Forester_05-01-37,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/181,181,182.pdf,/sbw/image/182.pdf
sbw_183,"Letter, Tebbe to Lloyd 27 March 1961","In March of 1961 Regional Forester Tebbe writes to activist citizen Merle D. Lloyd, reassuring him that the forest service understands the importance of irrigation to the Montana economy. Tebbe opposes Lloyds desire to establish a large reservoir because it would eliminate the entire east face of the Bitterroot Mountains. Here, Tebbe counters Lloyds economic argument with an aesthetic one: The east face is the most beautiful and spectacular part of the wilderness area. We feel that it is possible to have both dams and a wilderness area in this situation.",,Tebbe,,,3/27/1961,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Letter_Tebbe_to_Lloyd_03-27-61,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/182,182,183.pdf,/sbw/image/183.pdf
sbw_184,"Letter, Young to Haven 24 October 1934","In this letter, Stanley P. Young, in charge of the Division of Game Management, defends forest service policy to J. N. Haven, President of the Clearwater River Valley Conservation League, who claims forest service activity has benefited sheep and cattle farmers over sportsmen and hunters. Young counters Havens accusation by arguing that the first priority of the forest service is to restore the natural environment as rapidly as possible, which favors the interests of all groups concerned.",,Young,,,10/24/1934,,Selway-Bitterroot Wilderness,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,Letter_Young_to_Haven_10-24-34,,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence Files,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/183,183,184.pdf,/sbw/image/184.pdf
