title,filename,president,commencementaddress,guestspeakers,date,archivaldate,location,latitude,longitude,source,identifier,type,format,format original,language,rights,rightsstatement,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
University of Idaho 70th Commencement Candidates for Degrees,uicommencement-1965-06-13.pdf,"Theophilus, Donald Richard","Theophilus, Donald Richard",,1965-06-13,13 June 1965,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1965-06-13,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1082,1082,1179.pdf,/commencement/image/1179.pdf,commencement075
University of Idaho 71st Commencement Degrees Conferred,degrees_conferred-1966.pdf,"Hartung, Dr. Ernest W. ","Hartung, Dr. Ernest W. ",,1966-06-12,12 June 1966,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_conferred-1966,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1130,1130,1131.pdf,/commencement/image/1131.pdf,commencement076
University of Idaho 71st Commencement Candidates for Degrees,uicommencement-1966-06-12.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1966-06-12,12 June 1966,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1966-06-12,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1204,1204,1185.pdf,/commencement/image/1185.pdf,commencement077
University of Idaho 72nd Commencement Degrees Conferred,degrees_conferred-1967.pdf,"Hartung, Dr. Ernest W. ","Hartung, Dr. Ernest W. ",,1967-06-04,04 June 1967,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_conferred-1967,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1107,1107,1090.pdf,/commencement/image/1090.pdf,commencement078
University of Idaho 72nd Commencement Candidates for Degrees,uicommencement-1967-06-04.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1967-06-04,04 June 1967,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1967-06-04,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1194,1194,1180.pdf,/commencement/image/1180.pdf,commencement079
University of Idaho 73rd Commencement Degrees Conferred,degrees_conferred-1968.pdf,"Hartung, Dr. Ernest W.","Terrell, Dr. W. Glenn",,1968-06-02,02 June 1968,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_conferred-1968,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1137,1137,1142.pdf,/commencement/image/1142.pdf,commencement080
University of Idaho 73rd Commencement Candidates for Degrees,uicommencement-1968-06-02.pdf,"Hartung, Dr. Ernest W.","Terrell, W. Glenn ",,1968-06-02,02 June 1968,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1968-06-02,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1206,1206,1135.pdf,/commencement/image/1135.pdf,commencement081
74th Commencement Candidates for Degrees,commencement-1969.pdf,"Hartung, Dr. Ernest W. ","Steffens, Dr. H. Walter",,1969-06-01,01 June 1969,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1969,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1060,1060,1098.pdf,/commencement/image/1098.pdf,commencement082
74th Commencement Degrees Conferred,uicommencement-1969-06-01.pdf,"Hartung, Dr. Ernest W.","Steffens, H. Walter ",,1969-06-01,01 June 1969,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1969-06-01,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1174,1174,1056.pdf,/commencement/image/1056.pdf,commencement083
75th Commencement Candidates for Degrees,commencement-1970.pdf,"Hartung, Dr. Ernest W. ","Hartung, Dr. Ernest W. ",,1970-05-31,31 May 1970,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1970,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1131,1131,1088.pdf,/commencement/image/1088.pdf,commencement084
75th Commencement Degrees Granted,degrees_granted-1970.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1970-05-31,31 May 1970,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_granted-1970,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1133,1133,1177.pdf,/commencement/image/1177.pdf,commencement085
76th Comencement Degrees Conferred,degrees_conferred-1971.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1971-05-30,30 May 1971,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_conferred-1971,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1161,1161,1080.pdf,/commencement/image/1080.pdf,commencement086
76th Commencement Candidates for Degrees,uicommencement-1971-05-30.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1971-05-30,30 May 1971,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1971-05-30,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1192,1192,1123.pdf,/commencement/image/1123.pdf,commencement087
77th Commencement Degrees Conferred,uicommencement-1972-05-21.pdf,"Hartung, Dr. Ernest W.","Church, Frank",,1972-05-21,21 May 1972,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1972-05-21,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1159,1159,1192.pdf,/commencement/image/1192.pdf,commencement088
77th Commencement Candidates for Degrees,uicommencement-1972-05-21b.pdf,"Hartung, Dr. Ernest W.","Church, Frank",,1972-05-21,21 May 1972,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1972-05-21b,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1171,1171,1172.pdf,/commencement/image/1172.pdf,commencement089
78th Commencement Degrees Conferred,degrees_conferred-1973.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1973-05-20,20 May 1973,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_conferred-1973,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1073,1073,1057.pdf,/commencement/image/1057.pdf,commencement090
78th Commencement Program,uicommencement-1973-05-20.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1973-05-20,20 May 1973,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1973-05-20,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1214,1214,1183.pdf,/commencement/image/1183.pdf,commencement091
79th Commencement Program,uicommencement-1974-05-19.pdf,"Hartung, Dr. Ernest W.","Skina, Ansbert G. ",,1974-05-19,19 May 1974,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1974-05-19,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1219,1219,1101.pdf,/commencement/image/1101.pdf,commencement092
80th Commencement Program,commencement-1975.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1975-05-18,18 May 1975,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1975,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1140,1140,1089.pdf,/commencement/image/1089.pdf,commencement093
81st Commencement Degrees Conferred,degrees_conferred-1976.pdf,"Hartung, Dr. Ernest W.","Andrus, Cecil D.",,1976-05-16,16 May 1976,William H. Kibbie-ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,degrees_conferred-1976,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1106,1106,1094.pdf,/commencement/image/1094.pdf,commencement094
81st Commencement Program,uicommencement-1976-05-16.pdf,"Hartung, Dr. Ernest W.","Andrus, Cecil D. ",,1976-05-16,16 May 1976,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1976-05-16,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1184,1184,1147.pdf,/commencement/image/1147.pdf,commencement095
82nd Commencement Degrees Conferred,degrees_conferred-1977.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1977-05-14,14 May 1977,William H. Kibbie-ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,degrees_conferred-1977,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1165,1165,1099.pdf,/commencement/image/1099.pdf,commencement096
82nd Commencement Program,uicommencement-1977-05-14.pdf,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,1977-06-14,14 June 1977,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1977-05-14,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1127,1127,1207.pdf,/commencement/image/1207.pdf,commencement097
83rd Commencement Degrees Conferred,degrees_conferred-1978.pdf,"Gibb, Richard D. ","Agee, William M.",,1978-05-20,20 May 1978,William H. Kibbie-ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,degrees_conferred-1978,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1109,1109,1074.pdf,/commencement/image/1074.pdf,commencement098
83rd Commencement,uicommencement-1978-05-20.pdf,"Gibb, Richard D.","Agee, William M.",,1978-05-20,20 May 1978,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1978-05-20,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1193,1193,1217.pdf,/commencement/image/1217.pdf,commencement099
The 84th Commencement Degrees Conferred,uicommencement-1979-05.pdf,"Gibb, Richard D. ","McCowan, Bruce J. ",,1979-05-19,19 May 1979,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1979-05,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1091,1091,1194.pdf,/commencement/image/1194.pdf,commencement100
The 85th Commencement,commencement-1980.pdf,"Gibb, Richard D. ","Meyer, Dr. James H.",,1980-05-17,17 May 1980,William H. Kibbie-ASUI Activity Center,"46.72657720108802, -117.0173241",-117.0173241,University of Idaho Library Special Collections and Archives,commencement-1980,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1175,1175,1150.pdf,/commencement/image/1150.pdf,commencement101
The 85th Commencement Degrees Conferred,commencement-may1980.pdf,"Gibb, Richard D. ","Meyer, James H. ",,1980-05-17,17 May 1980,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1980,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1202,1202,1212.pdf,/commencement/image/1212.pdf,commencement102
The 86th Commencement Degrees Conferred,commencement-may1981.pdf,"Gibb, Richard D.","McClure, James A. ",,1981-05-16,16 May 1981,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1981,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1178,1178,1059.pdf,/commencement/image/1059.pdf,commencement103
The 86th Commencement at the University of Idaho,uicommencement-1982-05-15.pdf,"Gibb, Richard D. ","Fraser, Harvey",,1982-05-15,15 May 1982,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1982-05-15,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1142,1142,1081.pdf,/commencement/image/1081.pdf,commencement104
The 88th Commencement at the University of Idaho,uicommencement-1983-05-14.pdf,"Gibb, Richard D. ","Bell, Terrell",,1983-05-14,14 May 1983,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1983-05-14,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1118,1118,1106.pdf,/commencement/image/1106.pdf,commencement105
The 89th Commencement at the University of Idaho,uicommencement-1984-05-12.pdf,"Gibb, Richard D. ","McLaughlin, Ann Dore ",,1984-05-12,12 May 1984,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1984-05-12,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1098,1098,1203.pdf,/commencement/image/1203.pdf,commencement106
The 90th Commencement at the University of Idaho,uicommencement-1985-05-10.pdf,"Gibb, Richard D. ","Hennessey, Alice E.",,1985-05-10,10 May 1985,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1985-05-10,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1201,1201,1208.pdf,/commencement/image/1208.pdf,commencement107
The 91st Commencement at the University of Idaho,uicommencement-1986-05-17.pdf,"Gibb, Richard D. ","Murrin, Thomas J.",,1986-05-17,17 May 1986,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1986-05-17,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1120,1120,1111.pdf,/commencement/image/1111.pdf,commencement108
The 92nd Commencement at the University of Idaho,uicommencement-1987-05-16.pdf,"Gibb, Richard D. ","Mawby, Russel G. ",,1987-05-16,16 May 1987,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1987-05-16,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1220,1220,1162.pdf,/commencement/image/1162.pdf,commencement109
The University of Idaho's 93rd Commencement,uicommencement-1988-05-14.pdf,"Gibb, Richard D. ","Gibb, Richard D. ",,1988-05-14,14 May 1988,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,uicommencement-1988-05-14,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1168,1168,1058.pdf,/commencement/image/1058.pdf,commencement110
