title,description,date,date is approximate,subject,latitude,longitude,digital collection,source,donor,box number,identifier,rights,standardized rights,format original,type,format,cdmid,contentdm file name,objectid
Young girl pets pack burros [01],Our burros.,1903,yes,children; mules; pack baskets;,46.091559,-115.976253,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 292",PG26-S2-064,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,374,375.jp2,stonebraker374
Young girl pets pack burros [02],Our burros.,1903,yes,children; mules; pack baskets;,46.091559,-115.976253,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 293",PG26-S2-065,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,375,376.jp2,stonebraker375
Young girl pets pack burros [03],Our burros.,1903,yes,children; mules; pack baskets; exterior views;,46.091559,-115.976253,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 291",PG26-S2-063,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,376,377.jp2,stonebraker376
Pet weasel [01],"Pet weasel in the snow. ""Ermine.""",1903,yes,weasels; snow;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 294",PG26-S2-066,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x3 black and white print,Image;StillImage,image/jpg,377,378.jp2,stonebraker377
Stonebraker pack train [13],A dozen horses wearing supplies travel on a hilly part of the trail.,1903,yes,horses; pack baskets; trails (recreation areas);,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 295",PG26-S2-067,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,378,379.jp2,stonebraker378
Stonebraker pack train [14],Pack train.,1903,yes,mules; pack baskets; trails (recreation areas);,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 297",PG26-S2-069,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpg,379,380.jp2,stonebraker379
W.A. Stonebraker with horse,Stonebraker holds the reigns for a pack train horse outside of the homestead. Outside the Stonebraker Ranch in the Chamberlain Basin,1903,yes,horses; exterior views; ranch houses;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 296",PG26-S2-068,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x3.75 black and white print,Image;StillImage,image/jpg,380,381.jp2,stonebraker380
Stonebraker pack train [15],Anything you are mind to call it.,1903,yes,mules; fences;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 298",PG26-S2-070,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpg,381,382.jp2,stonebraker381
Stonebraker pack train [16],Anything you are mind to call it.,1903,yes,mules; pack baskets;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 299",PG26-S2-071,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpg,382,383.jp2,stonebraker382
Looking through Binoculars,"Three women and two men watch for a train using binoculars near the forest. ""Band of hoboes.""",1903,yes,binoculars; women;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 300",PG26-S2-072,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpg,383,384.jp2,stonebraker383
Snowy day near Roosevelt,"A man stands in the snow with wooden buildings in the background. Near Roosevelt, Idaho.",1903,yes,winter; snow; wooden buildings; log cabins; mining towns;,44.966538,-115.172905,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 248",PG26-S2-020,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.75 black and white print,Image;StillImage,image/jpg,384,385.jp2,stonebraker384
Camping near Stonebraker Ranch,Sumner (Governor) Stonebraker (left) and Earl Clayton make their bed at the campsite with horses in the background.,1903,yes,camp sites; forests; horses;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 301",PG26-S2-073,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpg,385,386.jp2,stonebraker385
Crossing the Payette River,"Boat riding on the middle fork, Allen Stonebraker.",1903,yes,boats; rivers; forests;,44.27269,-115.876687,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 302",PG26-S2-074,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,386,387.jp2,stonebraker386
Stonebraker pack train [17],Getting ready to start. Stonebraker's pack trains.,1903,yes,mules; pack baskets; forests;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 303",PG26-S2-075,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpg,387,388.jp2,stonebraker387
Stonebraker pack train [18],Getting ready to start. Stonebraker's pack trains.,1903,yes,horses; pack baskets;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 304",PG26-S2-076,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x3.5 cyanotype print,Image;StillImage,image/jpg,388,389.jp2,stonebraker388
Stonebraker pack train [19],"Two men ride on horseback. ""On the way.""",1903,yes,horses;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 306",PG26-S2-078,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 cyanotype print,Image;StillImage,image/jpg,389,390.jp2,stonebraker389
Stonebraker pack train [20],View of horses at camp.,1903,yes,horses; camps; forests;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 307",PG26-S2-079,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpg,390,391.jp2,stonebraker390
Stonebraker pack train [21],Three men prepare a horse for travel.,1903,yes,horses; pack baskets;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 308",PG26-S2-080,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 cyanotype print,Image;StillImage,image/jpg,391,392.jp2,stonebraker391
Stonebraker pack train [22],Getting ready to start. Stonebraker's pack trains.,1903,yes,horses; pack baskets;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 305",PG26-S2-077,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 cyanotype print,Image;StillImage,image/jpg,392,393.jp2,stonebraker392
Stonebraker pack train [23],Three horses walk carrying supplies.,1903,yes,horses; pack baskets;,45.362202,-115.179666,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 309",PG26-S2-081,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 cyanotype print,Image;StillImage,image/jpg,393,394.jp2,stonebraker393
"Snowy slide above Roosevelt, Idaho",A view of a hillside of snow surrounded by trees.,1902,yes,mountains; snow; winter; mining towns;,44.970593,-115.173792,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 247",PG26-S2-019,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,394,395.jp2,stonebraker394
Pack train crossing a river [02],"The Stonebraker pack train crosses a river, with the rest of the pack waiting on the other side of the river.",1903,yes,horses; rivers;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 310",PG26-S3-001,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,395,396.jp2,stonebraker395
Horse track races [01],Two horses battle to win the race at the finish line. Men in suits and overalls stand along the sidelines near the judges stand. Possibly at the Lewiston Roundup.,1903,yes,horse races; grandstands; spectators; horses; horse racetracks;,46.357331,-116.923544,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 311",PG26-S3-002,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,396,397.jp2,stonebraker396
Hunting with Juno [01],"George Stonebraker, Jr. with dog named Juno next to the Clearwater River.",1903,yes,rivers; dogs;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 249",PG26-S2-021,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x2.75 black and white print,Image;StillImage,image/jpg,397,398.jp2,stonebraker397
Scenic view from passenger train [01],Railroad tracks above the river canyon.,1903,yes,rivers; passenger cars; passenger trains;,46.189639,-116.01049,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 312",PG26-S3-003,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,398,399.jp2,stonebraker398
Train platform [01],Male train conductor stands by the train tracks.,1903,yes,railroad stations;,46.228537,-116.025496,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 313",PG26-S3-004,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,399,400.jp2,stonebraker399
Train platform [02],Male train conductor stands by the train tracks with a passenger car in the background.,1903,yes,railroad stations; passenger cars;,46.228537,-116.025496,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 314",PG26-S3-005,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,400,401.jp2,stonebraker400
Hunting near Thunder Mountain [01],A hunter poses near a horse in a forested area.,1926,yes,forests; horses; hunting;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 315",PG26-S3-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,401,402.jp2,stonebraker401
Hunting near Thunder Mountain [02],Two men pose with antelope trophies.,1926,yes,forests; hunting; rifles; guns; carcasses; animal trophies;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 316",PG26-S3-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,402,403.jp2,stonebraker402
Pack train crossing suspension bridge,Foot bridge spans across the Salmon River.,1905,yes,rivers; bridges; horses; mountains; mules;,45.486485,-115.335171,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 317",PG26-S3-008,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,403,404.jp2,stonebraker403
Pack train near Stonebraker Ranch,A group of men and horses prepare for a trip.,1903,yes,horses; meadows; mules; forests;,45.3922,-115.2031,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 318",PG26-S3-009,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,404,405.jp2,stonebraker404
Stonebraker  [03]hunting trip,Mountain lion sits in the snow.,1930,yes,winter; snow; mountain lions;,45.51445,-115.547199,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 250",PG26-S2-022,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,405,406.jp2,stonebraker405
Hunting near Thunder Mountain [03],A hunter stands with his rifle and shows off a deer carcass as a trophy in a wooded area.,1926,yes,forests; hunting; guns; rifles; deer; carcasses; hunting trophies;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 319",PG26-S3-010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,406,407.jp2,stonebraker406
Scenic view of mountains [01],Snow-capped mountains reside in the background from an overlook.,1905,yes,mountains; overlooks;,45.3922,-115.2031,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 320",PG26-S3-011,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,407,408.jp2,stonebraker407
View of forest,Stark trees under a cloudy sky.,1905,yes,forests;,45.3922,-115.2031,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 321",PG26-S3-012,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,408,409.jp2,stonebraker408
Sheepeater Mountain in Chamberlain Basin,Sheepeater Mountain NW of Chamberlain.  A cabin sits on the peak. (The peak was used as a lookout in the early 1920s; a permanent lookout was not constructed until 1925).,1925,yes,mountains; forests;,45.388579,-115.34323,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 323",PG26-S3-014,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,409,410.jp2,stonebraker409
Animal Carcasses Packed on Horse,"Hunting in the snow near Roosevelt, Idaho.",1905,yes,horses; dogs; snow,44.964493,-115.173047,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 324",PG26-S3-015,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,410,411.jp2,stonebraker410
Tree trunk,Close-up of a tree trunk.,1903,yes,forests;,46.092017,-115.974895,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 325",PG26-S3-016,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,411,412.jp2,stonebraker411
Tree branches,In forested area near the Stonebraker Ranch in the Chamberlain Basin.,1905,yes,forests;,45.3922,-115.2031,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 322",PG26-S3-013,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,412,413.jp2,stonebraker412
Hunting near Thunder Mountain [04],Two men hold rifles and pose with a trophy deer.,1926,yes,hunting; rifles; forests; guns; deer; hunting trophies;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 326",PG26-S3-017,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,413,414.jp2,stonebraker413
Hunting near Big Creek [03],Wolf carcasses packed on horse overlooking the mountains.,1903,yes,horses; hunters; mountains; carcasses;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 327",PG26-S3-018,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpg,414,415.jp2,stonebraker414
