title,description,date,date_is_approximate,subject,campus_event,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Student portraits [08],Ms. Trounson smiles during her formal portrait.,1973,yes,women; students,Academics,Portraits,46.728944,-117.017875,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",151-13,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpg,eng,2018-04-11,2018-04-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1669,1669,1670.jp2,/pg2/image/1670.jp2,pg21669
Student portraits [09],Ms. Montenson smiles for a formal head shot.,1973,yes,women; students,Academics,Portraits,46.728799,-117.017763,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",151-14,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpg,eng,2018-04-11,2018-04-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1670,1670,1671.jp2,/pg2/image/1671.jp2,pg21670
Student portraits [06],Ms. Cutler sits for a portrait.,1973,yes,women; students,Academics,Portraits,46.728821,-117.017968,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",151-11,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpg,eng,2018-04-11,2018-04-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1671,1671,1672.jp2,/pg2/image/1672.jp2,pg21671
Ernest Bedke accepts the Interfraternity Council trophy,"University of Idaho student Ernest Bedke, president of Sigma Alpha Epsilon fraternity, accepts the Interfraternity Council trophy from University of Idaho President Jesse E. Buchanan.",1953,,awards; honors,Academics,Awards,46.725784,-117.010913,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-07,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1672,1672,1673.jp2,/pg2/image/1673.jp2,pg21672
Seniors receiving special awards [01],"Nine seniors pose for a group photo outside of the Adminstration Building after receiving their awards. Individuals identified as listed. Front: Joanne Hofmann, Geraldine M. Early, Diana Hooper; back: Max Ririe, Leonard Winkle, Harry Howard, Richard Thomas, Robert Day, and Willard Barnes",1949,,awards; honors; group portrait,Academics,Awards,46.725623,-117.010753,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1673,1673,1674.jp2,/pg2/image/1674.jp2,pg21673
"Marcia Giles, winner of second place prize from the Attic Club",University of Idaho student Marcia Giles was the winner of the Attic Club's second place prize of $30 for her painting.,1955,,awards; honors,Academics,Awards,46.726424,-117.012248,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-09,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1674,1674,1675.jp2,/pg2/image/1675.jp2,pg21674
Mary Margaret Verburg receives the Idaho Congress of Parents & Teachers award,University of Idaho student Mary Margaret Verburg receives the Idaho Congress of Parents & Teachers award from President Donald R. Theophilus.,1957,,awards; honors,Academics,Awards,46.725827,-117.011006,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-10,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1675,1675,1676.jp2,/pg2/image/1676.jp2,pg21675
William Bates receives the Arthur L. Swim award,University of Idaho student William Bates receives the Arthur L. Swim Award from President Donald R. Theophilus.,1957,,awards; honors,Academics,Awards,46.725933,-117.010996,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-11,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1676,1676,1677.jp2,/pg2/image/1677.jp2,pg21676
Donald L. Hauxwell receives the North Idaho Forestry Association award,University of Idaho student Donald L. Hauxwell receives the North Idaho Forestry Association Award from President Donald R. Theophilus.,1960,,awards; honors,Academics,Awards,46.725922,-117.011187,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-13,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1677,1677,1678.jp2,/pg2/image/1678.jp2,pg21677
Seniors receive special awards [02],"Outstanding seniors stand in a staggered formation on the stairs of the Memorial Gymnasium after receiving their awards. Individuals identified as listed. Left to right: Donald Isaacson, Maureen Louise Abbott Mix, Ronald Han Tan, Joyce E. Genoway, Thomas R. Warner, and James A. Steele",1956,,awards; honors,Academics,Awards,46.726553,-117.013457,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-12,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1678,1678,1679.jp2,/pg2/image/1679.jp2,pg21678
Kelvin Roberts receives the Idaho Society of Certified Public Accountants award,University of Idaho student Kelvin Roberts receives the Idaho Society of Certified Public Accountants Award from President Donald R. Theophilus.,1960,,awards; honors,Academics,Awards,46.725934,-117.011327,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-14,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1679,1679,1680.jp2,/pg2/image/1680.jp2,pg21679
Thomas L. Anderson receives the Hamilton Watch Company award,University of Idaho student Thomas L. Anderson receives the Hamilton Watch Company award from President Donald R. Theophilus.,1958,,awards; honors,Academics,Awards,46.72593,-117.011572,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-16,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1680,1680,1681.jp2,/pg2/image/1681.jp2,pg21680
Carl C. Hendricks receives the Phi Delta Kappa award,University of Idaho student Carl C. Hendricks receives the Phi Delta Kappa award from President Donald R. Theophilus.,1958,,awards; honors,Academics,Awards,46.725931,-117.011434,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-15,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1681,1681,1682.jp2,/pg2/image/1682.jp2,pg21681
"Jane Lange, winner of a coveted national Presser Foundation award","University of Idaho student Jane Lange, winner of the coveted national Presser Foundation Award, stands with LeRoy Bauer.",1957,,awards; honors,Academics,Awards,46.725919,-117.011552,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-17,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1682,1682,1683.jp2,/pg2/image/1683.jp2,pg21682
Group photo of  top seniors,"Top seniors of the class of 1962 stand on a tiered podium for a group photo. Individuals identified as listed. Top: Fred Warren, Clarence Chapman, Bruce Green, Ronald Houghtalin, Idora Lee Moore, Thomas Eisenbarth, William Bowes, James Herndon, James Metcalf; middle: President Donald R. Theophilus, Dana Andrews, Alyce Taylor, Lyle Parks, Gary Carlson, etc.",1962,,awards; honors,Academics,Awards,46.725887,-117.011415,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-18,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,9x7 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1683,1683,1684.jp2,/pg2/image/1684.jp2,pg21683
University of Idaho students receive honors from President Jesse E. Buchanan,Seniors stand for a photo with President Jesse E. Buchanan outside of Memorial Gym after receiving their awards.,1950,,awards; honors; students,Academics,Awards,46.726799,-117.013498,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-19,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1684,1684,1685.jp2,/pg2/image/1685.jp2,pg21684
Susan J. Bamesberger receives a Dubois Chemical $200 dietetic scholarship award,University of Idaho student Susan J. Bamesberger receives a Dubois Chemical $200 dietetic scholarship award from Lee Ostman. Beverly Moorer (2nd from right) and Margaret Ritchie (right) watch the presentation.,1969,,awards; honors; scholarships,Academics,Awards,46.729051,-117.007317,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-21,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1685,1685,1686.jp2,/pg2/image/1686.jp2,pg21685
Outstanding grauating engineers,Members of the Idaho Society of Professional Engineers recognize the recipient of the Outstanding Graduating Engineer Award.,1964,,awards; honors; engineers; graduation (learning concept),Academics,Awards,46.728924,-117.011606,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-22,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1686,1686,1687.jp2,/pg2/image/1687.jp2,pg21686
John Bengston receives a check for $300 in a national essay contest,University of Idaho law student John Bengston receives a check for $300 from President Jesse E. Buchanan for his 6th place prize in a national essay contest.,1950,,awards; honors,Academics,Awards,46.725502,-117.011114,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-20,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1687,1687,1688.jp2,/pg2/image/1688.jp2,pg21687
James Macki receives a plaque for Outstanding Graduating Engineer,University of Idaho student James Macki receives the award for Outstanding Graduating Engineer with fellow Idaho Society for Professional Engineers members behind him.,1964,,awards; honors; engineers; graduation (learning concept),Academics,Awards,46.72899,-117.011655,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-23,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1688,1688,1689.jp2,/pg2/image/1689.jp2,pg21688
George B. Bell receives the Student Paper Award,University of Idaho student George B. Bell receives the Student Paper Award from Lowell Jobe as George M. Bell looks on.,1967,,awards; honors,Academics,Awards,46.728565,-117.007167,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-24,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1689,1689,1690.jp2,/pg2/image/1690.jp2,pg21689
Donald E. Schumacher receives the Phi Epsilon Kappa outstanding senior award,University of Idaho student Donald E. Schumacher receives the Phi Epsilon Kappa Outstanding Senior Award from Eric Kirkland.,1967,,awards; honors,Academics,Awards,46.728681,-117.007288,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-25,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1690,1690,1691.jp2,/pg2/image/1691.jp2,pg21690
Gary D. Vest is awarded a $400 scholarship to the University of Idaho,"Gary D. Vest, senior at Meridian High School, is awarded a $400 scholarship to the University of Idaho from Bank of Idaho. Joseph Bianco, president of bank, makes the award as John Riddlemoser, center, principal of Meridian High, looks on.",1964,,awards; honors,Academics,Awards,46.725899,-117.011407,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-26,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1691,1691,1692.jp2,/pg2/image/1692.jp2,pg21691
Michael S. Wright receives the first Frank Church Conservation Award,Michael S. Wright receives the first Frank Church Conservation Award from Senator Frank Church.,1967,,awards; honors,Academics,Awards,46.725818,-117.010959,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-27,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x7 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1692,1692,1693.jp2,/pg2/image/1693.jp2,pg21692
Leon A. Hansen and James G. Mays receive scholarships from the Utah Power & Light Company,"Professor J. W. Martin, head of Department of Agricultural Engineering, awards University of Idaho students Leon A. Hansen and James G. Mays scholarships from the Utah Power & Light Company.",1962,,awards; honors; engineers,Academics,Awards,46.729281,-117.009816,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-28,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1693,1693,1694.jp2,/pg2/image/1694.jp2,pg21693
University of Idaho students receive scholarships from Washington Water Power Company,"Professor J. W. Martin, head of Department of Agricultural Engineering, awards University of Idaho students scholarships from Washington Water and Power Company. Individuals identified as listed. Students: Ralph Boyd Brown, Lonny Roger Fox, Robert G. Haynes, John Robert Teague and James M. Malone",1962,,awards; honors; engineers,Academics,Awards,46.729281,-117.009954,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-29,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1694,1694,1695.jp2,/pg2/image/1695.jp2,pg21694
William Albert Smith and Norman Clare Young receive scholarships from the Idaho Power Company,"Professor J. W. Martin, head of Department of Agricultural Engineering, awards University of Idaho students William Albert Smith and Norman Clare Young scholarships from the Idaho Power Company.",1962,,awards; honors; engineers,Academics,Awards,46.729266,-117.010057,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-30,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1695,1695,1696.jp2,/pg2/image/1696.jp2,pg21695
James Clifford Okeson receives the Outstanding Graduating Engineer award,University of Idaho student James Clifford Okeson receives the Outstanding Graduating Engineer Award while sitting next to two other engineering students.,1962,,awards; honors,Academics,Awards,46.728939,-117.01144,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-32,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1696,1696,1697.jp2,/pg2/image/1697.jp2,pg21696
Leland Jarvis receives $200 real estate award,"A.B. Newsome awards University of Idaho student Leland Jarvis a $200 real estate award. On left is Paul O. Groke, Assistant Professor of Business Administration, and on right is Clarence O. Mercer.",1960,,awards; honors,Academics,Awards,46.72738,-117.01129,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-31,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1697,1697,1698.jp2,/pg2/image/1698.jp2,pg21697
Donald Fry receives the Outstanding Graduating Engineer award,University of Idaho student Donald Fry receives the Outstanding Graduating Engineer Award from Earl Haroldsen.,1967,,awards; honors; engineers; graduation (learning concept),Academics,Awards,46.728875,-117.011494,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-33,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1698,1698,1699.jp2,/pg2/image/1699.jp2,pg21698
Faustinus Kayiwa of Uganda and Alfred Susu of Nigeria receive certificates for completion of their bachelor's degrees,President Ernest W. Hartung presents certificates to Faustinus Kayiwa of Uganda and Alfred Susu of Nigeria for completion of their bachelor's degrees at the University of Idaho.,1966,,awards; honors,Academics,Awards,46.72564,-117.010824,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-35,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1699,1699,1700.jp2,/pg2/image/1700.jp2,pg21699
Group photo of Outstanding Seniors,"Outstanding Seniors pose for a group photo on a stage before the awards ceremony. Individuals identified as listed. Row 1: Jim Carlson, Mark Smith; row 2: Don Fry, Brooke Clifford, June Lay, Mike Skok; row 3f: Jean Monroe, Helen Black, Margaret Heglar, Judy Rice; row 4: Leo Jeffres, Bob Aldridge, Jerry Decker, Gary Chipman, Robert Stanfield, Margie Felton, etc.",1967,,awards; honors,Academics,Awards,46.725411,-117.010864,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-34,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1700,1700,1701.jp2,/pg2/image/1701.jp2,pg21700
Larry Rasmussen receives the annual Alpha Chi Rho award,President Ernest W. Hartung congratulates University of Idaho student Larry Rasmussen upon earning the annual Alpha Chi Rho award.,1966,,awards; honors,Academics,Awards,46.725884,-117.011171,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-36,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1701,1701,1702.jp2,/pg2/image/1702.jp2,pg21701
Alfred Joseph Eiguren receives the Hamilton Watch award,President Ernest W. Hartung congratulates University of Idaho student Alfred Joseph Eiguren upon earning the Hamilton Watch award.,1966,,awards; honors,Academics,Awards,46.725856,-117.011239,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-38,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1702,1702,1703.jp2,/pg2/image/1703.jp2,pg21702
Donald James Lagrou receives the Norman F. Hindle award,President Ernest W. Hartung congratulates University of Idaho student Donald James Lagrou upon receiving the Norman F. Hindle award.,1966,,awards; honors; mechanical engineers,Academics,Awards,46.725931,-117.011058,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-39,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1703,1703,1704.jp2,/pg2/image/1704.jp2,pg21703
Keith Howard Swenson receives the Phi Sigma society award,President Ernest W. Hartung congratulates University of Idaho student Keith Howard Swenson upon earning the Phi Sigma society award.,1966,,awards; honors,Academics,Awards,46.725931,-117.011297,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",148-37,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2018-04-24,2018-04-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1704,1704,1705.jp2,/pg2/image/1705.jp2,pg21704
