title,creator,interviewee,date,description,subject,interviewer,residence,birth year,family origin,occupation,subject (lcsh),subject (lctgm),location depicted,region,source,original collection,publisher - digital,holding institution,ordering information,format original,format,type,identifier,date digital,language,web site,rights,rightsstatment,digital specifications,filename,oclc number,date created,date modified,cdm_url,cdmid,collectionid,contentdm file name,contentdm file path,objectid,archiveswest_fa
"Forest Fire Aftermath, 1910 - Little North Fork, St. Joe River.","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,"Image labeled ""After the fire on the Lille North Fork St. Joe."" Copied from S.A. Woodbury.","fires;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris;,United States--Idaho--Shoshone County,Avery,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-27831b,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/76,76,bigburn,37.jp2,/bigburn/image/37.jp2,bigburn39,https://archiveswest.orbiscascade.org/ark:80444/xv949259
"Forest Fire Aftermath, 1910 - Wallace, elevated view of town [03]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08-20,"Postcard: description was handwritten on front, ""Wallace after 1910 fire""",fires;  buildings;  Postcard Collection; debris; buildings; Bricks; cities and towns;,,,,,,Postcard Collection; Forest fires;,debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 9, Northwest Historical postcard collection, University of Idaho Library Special Collections and Archives",Northwest Historical postcard collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",3.5x5.5 black and white postcard,image/jpeg,Image;StillImage,9-001-06f,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/77,77,bigburn,38.jp2,/bigburn/image/38.jp2,bigburn40,https://archiveswest.orbiscascade.org/ark:80444/xv212066
"Forest Fire, 1910 - Harlan Ridge",,,1910-08-20,Harlan Ridge fire from Bertha Hill.  Beaver Creek,"fires; damage;  Curtis, A. B.; debris;",,,,,,"Curtis, A. B.--Photograph Collections; Forest fires;",fires; debris;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 13, A.B. Curtis photograph collection, University of Idaho Library Special Collections and Archives",A.B. Curtis photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",6.5x10 black and white print,image/jpeg,Image;StillImage,13-00990,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/78,78,bigburn,39.jp2,/bigburn/image/39.jp2,bigburn41,https://archiveswest.orbiscascade.org/ark:80444/xv354765
"Forest Fire Aftermath, 1910  - Entrance to War Eagle Mine","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,"Image shows the entrance to War Eagle Mine where Edward C. Pulaski led 40 men and two horses to escape from fire. 1910 Forest fire. Copied for Edward Pulaski, 1960.","fires;  mines ;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris;,United States--Idaho,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-29535-1,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/79,79,bigburn,4.jp2,/bigburn/image/4.jp2,bigburn42,https://archiveswest.orbiscascade.org/ark:80444/xv949259
"Forest Fire Aftermath, 1910 - Striped peak area",,,1910,View of burnt over Striped Peak area.,"fires; damage;  Curtis, A. B.; debris;",,,,,,"Curtis, A. B.--Photograph Collections; Forest fires;",fires; debris;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 13, A.B. Curtis photograph collection, University of Idaho Library Special Collections and Archives",A.B. Curtis photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",6x8 black and white print,image/jpeg,Image;StillImage,13-00991,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/80,80,bigburn,40.jp2,/bigburn/image/40.jp2,bigburn43,https://archiveswest.orbiscascade.org/ark:80444/xv354765
"Forest Fire Aftermath, 1910 - burnt over ridge [01]",,,1910,"View of burnt over ridge top.  Here the fire came up the ridge and crowned to the top, slowed down at the ridge crest.  It burned very hard as can be noted by the burned out green timber.  A wall of searing flame.","fires; damage;  Curtis, A. B.; debris;",,,,,,"Curtis, A. B.--Photograph Collections; Forest fires;",fires; debris;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 13, A.B. Curtis photograph collection, University of Idaho Library Special Collections and Archives",A.B. Curtis photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",3x5.5 black and white print,image/jpeg,Image;StillImage,13-00992,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/81,81,bigburn,41.jp2,/bigburn/image/41.jp2,bigburn44,https://archiveswest.orbiscascade.org/ark:80444/xv354765
"Forest Fire Aftermath, 1910 - Clearwater area",,,1910,View of burnt over valley in Clearwater area.,"fires; damage;  Curtis, A. B.; debris;",,,,,,"Curtis, A. B.--Photograph Collections; Forest fires;",fires; debris;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 13, A.B. Curtis photograph collection, University of Idaho Library Special Collections and Archives",A.B. Curtis photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",3x5.5 black and white print,image/jpeg,Image;StillImage,13-00993,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/82,82,bigburn,42.jp2,/bigburn/image/42.jp2,bigburn45,https://archiveswest.orbiscascade.org/ark:80444/xv354765
"Oral History - Ione ""Pinkie"" Adair, part 1","Schrager, Sam","Adair, Ione",1977-02-24,"Conversation with Ione (""Pinkie"") Adair at her Moscow home February 24, 1977.  Adair survived the 1910 forest fire while homesteading in the St. Joe River area. Interviewer is Sam Schrager.  Part 1. Latah County Oral History Project was organized by Latah County Historical Society. ",fires; oral history,,,,,,,fires;,United States--Idaho--Shoshone County--Wallace,Avery,"MG 415, Latah County Oral History Project, 1971-1985, University of Idaho Library Special Collections and Archives","Latah County Oral History collection, 1971-1985",University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",audio recording,audio/aif,Sound,Adair 1-5a,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/83,83,bigburn,43.aif,/bigburn/image/43.aif,bigburn46,https://archiveswest.orbiscascade.org/ark:80444/xv27761
"Oral History - Ione ""Pinkie"" Adair, part 2","Schrager, Sam","Adair, Ione",1977-02-24,"Conversation with Ione (""Pinkie"") Adair at her Moscow home February 24, 1977.  Adair survived the 1910 forest fire while homesteading in the St. Joe River area. Interviewer is Sam Schrager.  Part 2. Latah County Oral History Project was organized by Latah County Historical Society. ",fires; oral history,,,,,,,fires;,United States--Idaho--Shoshone County--Wallace,Avery,"MG 415, Latah County Oral History Project, 1971-1985, University of Idaho Library Special Collections and Archives","Latah County Oral History collection, 1971-1985",University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",audio recording,audio/aif,Sound,Adair 1-5b,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/84,84,bigburn,44.aif,/bigburn/image/44.aif,bigburn47,https://archiveswest.orbiscascade.org/ark:80444/xv27761
"Forest Fire Aftermath, 1910 - burnt over area",,,1910,View of burnt over area after August 1910 forest fire,"fires; damage;  Curtis, A. B.; debris;",,,,,,"Curtis, A. B.--Photograph Collections; Forest fires;",fires; debris;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 13, A.B. Curtis photograph collection, University of Idaho Library Special Collections and Archives",A.B. Curtis photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",3x5.5 black and white print,image/jpeg,Image;StillImage,13-00994,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/85,85,bigburn,45.jp2,/bigburn/image/45.jp2,bigburn48,https://archiveswest.orbiscascade.org/ark:80444/xv354765
"Forest Fire Aftermath, 1910 - Dull Axe area",,,1910,View of burnt over Dull Axe area after August 1910 forest fire,"fires; damage;  Curtis, A. B.; debris;",,,,,,"Curtis, A. B.--Photograph Collections; Forest fires;",fires; debris;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 13, A.B. Curtis photograph collection, University of Idaho Library Special Collections and Archives",A.B. Curtis photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",3x5.5 black and white print,image/jpeg,Image;StillImage,13-00995,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/86,86,bigburn,46.jp2,/bigburn/image/46.jp2,bigburn49,https://archiveswest.orbiscascade.org/ark:80444/xv354765
"Forest Fire Aftermath, 1910  - Placer Creek after the fire. [03]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910.,"fires;  creeks;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C05c,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/87,87,bigburn,47.jp2,/bigburn/image/47.jp2,bigburn50,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910 - burnt over ridge [02]",,,1910,View of burnt over ridge top,"fires; damage;  Curtis, A. B.; debris;",,,,,,"Curtis, A. B.--Photograph Collections; Forest fires;",fires; debris;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 13, A.B. Curtis photograph collection, University of Idaho Library Special Collections and Archives",A.B. Curtis photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",3x5.5 black and white print,image/jpeg,Image;StillImage,13-00996,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/88,88,bigburn,48.jp2,/bigburn/image/48.jp2,bigburn51,https://archiveswest.orbiscascade.org/ark:80444/xv354765
"Forest Fire Aftermath, 1910 - Fish Hook Creek",,,1910,View of burnt over Fish Hook Creek in St. Joe country,"fires; damage;  Curtis, A. B.; debris;",,,,,,"Curtis, A. B.--Photograph Collections; Forest fires;",fires; debris;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 13, A.B. Curtis photograph collection, University of Idaho Library Special Collections and Archives",A.B. Curtis photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",3x5.5 black and white print,image/jpeg,Image;StillImage,13-00997,2011,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/89,89,bigburn,49.jp2,/bigburn/image/49.jp2,bigburn52,https://archiveswest.orbiscascade.org/ark:80444/xv354765
"Forest Fire Aftermath, 1910 - Coeur d'Alene Hardware warehouse ruins, Wallace [01]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-09-03,"Image shows the debris from the Coeur d'Alene Hardware Warehouse on September 3, 1910 after  the fire on August 20, 1910 swept through Wallace, Idaho.","groups of people; business ; fires;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; cities and towns; men;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;",debris; Cities and towns--Idaho; Men--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-X82,2009-03-11,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"300 dpi grayscale with watermark (displayed), Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.",,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/90,90,bigburn,5.jp2,/bigburn/image/5.jp2,bigburn53,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire, 1910 - Wallace, Black Soldiers Camp","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08,"Images shows tents of a Black soldiers camp set up outside of Wallace, Idaho. Forest fire 1910.","fires;  groups of people;  tents;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C06,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/91,91,bigburn,50.jp2,/bigburn/image/50.jp2,bigburn54,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire, 1910 - Wallace Hill about opposite 6th St.","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08-20,"Image shows men working on the hill opposite of 6th St. in Wallace, Idaho. Forest fire 1910.","fires;  groups of people;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; cities and towns; adults;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Cities and towns--Idaho; adultsIdaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C07,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/92,92,bigburn,51.jp2,/bigburn/image/51.jp2,bigburn55,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire, 1910 - Wallace, Worstell Co. Store","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,Image shows damage from the forest fire to the Worstell Co. Store. A young boy stands in the intersection looking back at the camera. Forest fire 1910.,"fires;  groups of people;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie--Photograph collections; debris;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho; Children--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C08,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/93,93,bigburn,52.jp2,/bigburn/image/52.jp2,bigburn56,https://archiveswest.orbiscascade.org/ark:80444/xv407875
Elsie Pulaski,"Barnard-Stockbridge Studio (Wallace, Idaho)",,1917,Portrait of Elsie Pulaski,"portraits;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-07561,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/94,94,bigburn,53.jp2,/bigburn/image/53.jp2,bigburn57,https://archiveswest.orbiscascade.org/ark:80444/xv949259
Edward C. Pulaski,"Barnard-Stockbridge Studio (Wallace, Idaho)",,1917,Group shot of Edward C. Pulaski.,"people;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-07562,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/95,95,bigburn,54.jp2,/bigburn/image/54.jp2,bigburn58,https://archiveswest.orbiscascade.org/ark:80444/xv949259
Walter H. Hanson,"Barnard-Stockbridge Studio (Wallace, Idaho)",,1912,Advertisement for Walter H. Hanson as a Republican candidate for State Senator.  Made into slide for theatre showings.,"fires; groups of people; dwellings;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-01606-2,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/96,96,bigburn,55.jp2,/bigburn/image/55.jp2,bigburn59,https://archiveswest.orbiscascade.org/ark:80444/xv949259
