objectid,title,creator,description,date,date_is_approximate,source,findingaid,subject,category,coverage,language,digitization_specifications,date_digital,identifier,publisher,relation,collection,type,format,format_original,rights,rightsstatement,cdmid,contentdmfilename,contentdmfilepath,cpdstart,cpdend
spec_uihp171,Stella Zononia Hattabaugh,,"Stella Zononia Hattabaugh with Carrie Mitchell, both with bicycles. Caption reads: 'Left: Carrie Mitchell, Right: Stella Zononia Hattabaugh, Daughter of Regent I. C. Hattabaugh.'",1920,y,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits;bicycles,Portrait;,United States--Idaho--Latah County--Moscow,eng,400 dpi jpg displayed; Master file is a 600 dpi Tiff.,2010-06,3-39a,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,171,172.jpg,/spec_uihp/image/172.jpg,,
spec_uihp172,James Alexander MacLean (1868 - 1945) [2],,"President, University of Idaho (1900 - 1913).",1913,y,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits;presidents,Portrait;,United States--Idaho--Latah County--Moscow,eng,400 dpi jpg displayed; Master file is a 500 dpi Tiff.,,3-43e,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,172,173.jpg,/spec_uihp/image/173.jpg,,
spec_uihp173,Alfred Horatio Upham (1877 - 1945) [1],,"President, University of Idaho (1920 - 1928).",1927,y,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits;presidents,Portrait;,United States--Idaho--Latah County--Moscow,eng,300 dpi jpg displayed; Master file is a 400 dpi Tiff.,,3-45c,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,173,174.jpg,/spec_uihp/image/174.jpg,,
spec_uihp174,Alfred Horatio Upham (1877 - 1945) [2],,"President, University of Idaho (1920 - 1928). Portrait.",1924,y,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits;presidents,Portrait;,United States--Idaho--Latah County--Moscow,eng,300 dpi jpg displayed; Master file is a 400 dpi Tiff.,,3-45d,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,174,175.jpg,/spec_uihp/image/175.jpg,,
spec_uihp175,Edward Robert Chrisman (1866 - 1939) [1],,General Chrisman and honor guard with cadet battalion in background.,1936-04-17,,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits;cadets;military uniforms;military officers,Portrait;,United States--Idaho--Latah County--Moscow,eng,500 dpi jpg displayed; Master file is a 700 dpi Tiff.,,3-47b,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,175,176.jpg,/spec_uihp/image/176.jpg,,
spec_uihp176,Edward Robert Chrisman (1866 - 1939) [2],,"Military Science Department (1894 - 1898; 1902 - 1905; 1919 - 1932), Commandant of Cadets, emeritus, (1936 - 1939).  From the files of C. J. Brosnan.",1935,y,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits;cadets;military uniforms;military officers,Portrait;,United States--Idaho--Latah County--Moscow,eng,300 dpi jpg displayed; Master file is a 700 dpi Tiff.,,3-47n,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,176,177.jpg,/spec_uihp/image/177.jpg,,
spec_uihp177,William Henson Wallace (1811 - 1879),"Medericks, Charles D.","First Governor of Idaho Territory (1863 - 1864). Caption reads:' Idaho. - Photograph of William H. Wallace, First Governor of Idaho Territory, 1863.  N. Y., 1863.  A reproduction of the original photograph.'",1863,,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits;governors (public officers),Portrait;,United States--Idaho--Latah County--Moscow,eng,700 dpi jpg displayed; Master file is a 1200 dpi Tiff.,,3-49a,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,177,178.jpg,/spec_uihp/image/178.jpg,,
spec_uihp180,Ole Gabriel Hagberg (1873 - 1898),Erickson; Donor: Florence Corbett Johnson,Ole Gabriel Hagberg in uniform. Hagberg died during the Spanish American War.,1889,,"University of Idaho Portrait collection, 1885-1981, PG 3, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv428765,portraits;college students;military uniforms,Portrait;,United States--Idaho--Latah County--Moscow,eng,500 dpi jpg displayed; Master file is a 700 dpi Tiff.,2010-06,3-22a,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,compound,Black and white prints,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,180,190.cpd,/spec_uihp/image/190.cpd,178,179
spec_uihp181,Library [1],,Students working inside the library. ,1917,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings),Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"130 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-201-2,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,181,191.jpg,/spec_uihp/image/191.jpg,,
spec_uihp182,"Library, Technical Services",,People working in the Technical Services department in the University of Idaho Library.,1957,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);offices (work spaces),Buildings;,United States--Idaho--Latah County--Moscow,eng,"260 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-22,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,182,192.jpg,/spec_uihp/image/192.jpg,,
spec_uihp183,Library's Secretary Office,,Interior of the secretary's office in the Library.,1957,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);offices (work spaces),Buildings;,United States--Idaho--Latah County--Moscow,eng,"260 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-23,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,183,193.jpg,/spec_uihp/image/193.jpg,,
spec_uihp184,Librarian Office,,Interior of a librarian's office.,1957,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);offices (work spaces),Buildings;,United States--Idaho--Latah County--Moscow,eng,"330 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-24,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,184,194.jpg,/spec_uihp/image/194.jpg,,
spec_uihp185,Library Study Areas,,Study carrels in the basement of the library.,1957,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);carrels,Buildings;,United States--Idaho--Latah County--Moscow,eng,"330 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-25,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,185,195.jpg,/spec_uihp/image/195.jpg,,
spec_uihp186,Library,Doner: W. C. Edmundson,Interior of the library when it was housed in old Administration Building.,1900,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings),Buildings;,United States--Idaho--Latah County--Moscow,eng,"150 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 600 dpi TIFF.",2010-05,1-201-28,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,186,196.jpg,/spec_uihp/image/196.jpg,,
spec_uihp187,Library Circulation,,Interior view of the library which shows the circulation desk and staircase.,1922,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);interior views,Buildings;,United States--Idaho--Latah County--Moscow,eng,"135 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-201-4,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,187,197.jpg,/spec_uihp/image/197.jpg,,
spec_uihp188,"Library, Reading Room",,Students studying in the library's Reading Room.,1930,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);interior views;reading rooms;college students,Students,United States--Idaho--Latah County--Moscow,eng,"190 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-6,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,188,198.jpg,/spec_uihp/image/198.jpg,,
spec_uihp189,"Library, Periodicals",,Students studying in the periodicals seciton of the library.,1934,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);interior views;periodicals;college students,Students,United States--Idaho--Latah County--Moscow,eng,"190 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-7,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,189,199.jpg,/spec_uihp/image/199.jpg,,
spec_uihp190,"Library, Basement",,Basement storage of the library.,1934,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);basements;storage,Buildings;,United States--Idaho--Latah County--Moscow,eng,"190 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-201-9,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,190,200.jpg,/spec_uihp/image/200.jpg,,
spec_uihp191,Law Library [1],,Books being carried from old building to trucks for transporting to new building.,1974,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);books;transporting,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"265 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-202-10,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,191,201.jpg,/spec_uihp/image/201.jpg,,
spec_uihp192,Law Library [2],,Books being loaded on truck for transporting to new building.,1974,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);books;transporting,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"245 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-202-11,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,192,202.jpg,/spec_uihp/image/202.jpg,,
spec_uihp193,Law Library [3],,Students studying at the Law Library.,1960,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);college students;studying;law schools (institutions),Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"195 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-202-2,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,193,203.jpg,/spec_uihp/image/203.jpg,,
spec_uihp194,Law Library [4],,Students congregating in hallway.,1972,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,academic libraries (buildings);trials;law schools (institutions)law schools (institutions),Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"185 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-202-6,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,194,204.jpg,/spec_uihp/image/204.jpg,,
spec_uihp195,Mock Trial [1],,Mock trial taking place in the College of Law.,1928,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools (institutions);trials,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"190 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-203-1,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,195,205.jpg,/spec_uihp/image/205.jpg,,
spec_uihp196,Dean Albert R. Menard,,Dean Albert R. Menard teaching during class in the College of Law.,1980,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools;directors (administrators);college students,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"130 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-203-14,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,196,206.jpg,/spec_uihp/image/206.jpg,,
spec_uihp197,Mock Trial [2],,Mock trial taking place in the College of Law.,1950,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools (institutions);trials,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"130 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-203-2,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,197,207.jpg,/spec_uihp/image/207.jpg,,
spec_uihp198,College of Law,,Idaho supreme court sits in Moscow to hear student attorneys argue the final round in the annual appellate moot court competitions.,1969,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools (institutions);trials,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"250 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.",2010-05,1-203-9,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,198,208.jpg,/spec_uihp/image/208.jpg,,
spec_uihp199,Botany Lab,,Students working in a Botany Lab in the 1930's.,1930,y,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,college students;botany;classrooms;laboratories,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"195 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 600 dpi TIFF.",2010-05,1-215-2,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,199,209.jpg,/spec_uihp/image/209.jpg,,
spec_uihp200,Law Library [5],,Students studying in the Law Library.,1961,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,law schools (institutions);academic libraries;studying;college students,Buildings; Students,United States--Idaho--Latah County--Moscow,eng,"130 dpi grayscale jpg displayed. SilverFast scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-202-3,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white print,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,200,210.jpg,/spec_uihp/image/210.jpg,,
