title,creator,description,date,date is approximate?,subject (lcsh),subject,point of origin,destination,coverage,contributing institution,digital collection,relation,source,identifier,publisher digital,format original,format,type,digitization specifications,rights,rights (standardized),language,date digital,full text,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Letter from Frederick Burbidge to F.W. Bradley, July 15, 1899 [03]","Burbidge, Frederick","Burbidge describes a potential water supply; handwritten, 2 pages.",1899-07-15,,,water supply,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_013,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/24,24,120.pdf,/bunkerhill/image/120.pdf,bunkerhill24
"Letter from Frederick Burbidge to F.W. Bradley, July 15, 1899 [04]","Burbidge, Frederick","Burbidge discusses a contract, settlements over the sales of lead, and work at various smelters; 2 pages, handwritten note at end.",1899-07-17,,,contracts; settlements; smelting,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_014,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/25,25,121.pdf,/bunkerhill/image/121.pdf,bunkerhill25
"Letter from Frederick Burbidge to Alex. Granger, July 20, 1899","Burbidge, Frederick",Burbidge replies to telegrams about checks and payments.,1899-07-20,,,checks; accounting,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_016,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/27,27,123.pdf,/bunkerhill/image/123.pdf,bunkerhill27
"Letter from Frederick Burbidge to F.W. Bradley, July 19, 1899 [01]","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill; 2 pages.,1899-07-19,,,accounting; mining; construction,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_017,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/28,28,124.pdf,/bunkerhill/image/124.pdf,bunkerhill28
"Letter from Frederick Burbidge to F.W. Bradley, July 19, 1899 [02]","Burbidge, Frederick","Burbidge discusses water rights and land owned by another company; handwritten reply by Bradley at end, 2 pages.",1899-07-19,,,water rights; land use,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_018,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/29,29,125.pdf,/bunkerhill/image/125.pdf,bunkerhill29
"Letter from Frederick Burbidge to F.W. Bradley, July 19, 1899 [03]","Burbidge, Frederick",Burbidge replies to an earlier letter regarding the location of mining claims.,1899-07-19,,,mining claims,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_019,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/30,30,126.pdf,/bunkerhill/image/126.pdf,bunkerhill30
"Letter from Frederick Burbidge to F.W. Bradley, July 15, 1899 [05]","Burbidge, Frederick",Burbidge informs Bradley on the Wardner Industrial Union.,1899-07-15,,,labor unions,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_020,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/31,31,127.pdf,/bunkerhill/image/127.pdf,bunkerhill31
"Letter from Frederick Burbidge to Alex. Granger, July 23, 1899","Burbidge, Frederick",Burbidge informs Granger of an enclosed payment that may have been tampered with.,1899-07-23,,,checks; labor spies,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_022,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/33,33,129.pdf,/bunkerhill/image/129.pdf,bunkerhill33
"Letter from Frederick Burbidge to F.W. Bradley, April 02, 1899 [01]","Burbidge, Frederick","Burbidge informs Bradley of progress made in digging Kellogg Tunnell; handwritten, 2 pages.",1899-04-02,,,tunnels,United States;Idaho;Shoshone County;Kellogg,United States;Illinois;Cook County;Chicago,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_84_003,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/34,34,13.pdf,/bunkerhill/image/13.pdf,bunkerhill34
"Letter from D.R. Cameron to Bunker Hill & Sullivan M. & C. Co., July 22, 1899","Cameron, D.R.",Cameron informs of correspondance that may have been tampered with; handwritten.,1899-07-22,,,correspondence,United States;Idaho;Kootenai County;Harrison,United States;Idaho;Shoshone County;Kellogg,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328","MG 367, Bunker Hill Company. Records, 1887-1984, University of Idaho Library Special Collections and Archives",MG367_85_023,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2012,,,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/35,35,130.pdf,/bunkerhill/image/130.pdf,bunkerhill35
