title,creator,date,date is approximate?,description,subject,location,geonames,latitude,longitude,source,usfs number,publisher,identifier,format original,format,type,rights,rightsstatement,language,cdmid,objectid
"Cabin and slash, Lake Creek near Calendar, Buffalo Hump",,1905,,"A cabin and slash pile at Lake Creek near Calendar, Buffalo Hump.",cabins; log; buildings; homesteaders; homesteads; settlers; claims,Buffalo Hump;Idaho;United States,,45.620636,-115.70002,NARA DC; RG 49; E 918P; Reports; photos; and maps removed from Forest Files (E 912) Box 4 Buffalo Hump Album 1905,,,NARA16DC252,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,546,archivalidaho546
Looking northeast from Wilson-Hoodoo Summit,"Cox, W.T.",1904,,"This image is part of a document titled 'Report upon the proposed Salmon River Forest and additions to Sawtooth, Bitterroot, and Lemhi Reserves, Idaho.' Collected by William T. Cox, 1904.",mountains; ranges; peaks; points; basins; valleys; forests; landscapes; panoramas; national forests,Salmon-Challis National Forest;Idaho;United States; Bitterroot National Forest;Idaho;United States,,45.087836,-114.624615,,,United States Forest Service,OGDEN18,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,547,archivalidaho547
"Canyon of South Fork of Salmon River east of Warrens, second","Benedict, R.E.",1904,,"Photo text: 'Lodgepole in foreground.' This is image is part of a report on the proposed Payette Forest Reserve by R.E. Benedict, 1904.",national forests; mountains; surveys; rivers; forests; snow; winter,Payette National Forest;Idaho;United States,,45.277787,-115.473845,R-4 History Files Idaho NF Boundans Box 87,52205,United States Forest Service,OGDEN124,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,548,archivalidaho548
"William W. Morris, author and 1910 Fire worker","Morris, W.W.",1911,yes,Photo text: 'The author at work clearing timber at the Priest River Experiment Station site.' This image is part of a pictorial narrative by William W. Morris titled 'Experiences on a National Forest'.,national forests; fires; fire workers; forest fires; big burn; burns,Priest River Experimental Forest;Idaho;Unites States,,48.357422,-116.796075,,,United States Forest Service,pic_2014-09-30_005603,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,549,archivalidaho549
"Two cooks of Carey Camp, Little Wood River",,1937,yes,Photo text: 'Carey Camp - Camp and construction scenes for irrigation reservoir on Little Wood River in Blaine County.' Note: This image is part of a Work Progress Administration publicity series.,Works Progress Administration; WPA; camps; tents; exteriors; buildings; national forests; people; cooks,Carey;Idaho;Unites States,,43.324997,-113.965753,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC181,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,550,archivalidaho550
Pocatello looking down Portneuf River,,1923,yes,Photo text: 'Taken on Flying Circus Trip' This image is part of a series of aerials taken by the Army Air Corps.,aerials; Idaho; landscapes; cities; towns; buildings; rivers,Pocatello;Idaho;United States,,42.849147,-112.435083,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army49,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,551,archivalidaho551
"Pack horse in burn area, lodgepole snags in Chamberlain Basin","Benedict, R.E.",1904,,"Photo text: 'Burn restocking in lodgepole type.' This is image is part of a report on the proposed Payette Forest Reserve by R.E. Benedict, 1904.",national forests; mountains; surveys; rivers; forests; burns; fires; horses,Payette National Forest;Idaho;United States,,45.360684,-115.22414,R-4 History Files Idaho NF Boundans Box 87,522??,United States Forest Service,OGDEN141,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,552,archivalidaho552
Mounted forest patrol examines campfire site,"Benedict, M.S.",1937,,A man squats near an apparent campsite while holding the reins of his horse. The site is along the Middle Fork of the Salmon River near Loon Creak.,national forests; horses; rivers; riders; rangers; patrol; campsite; camp fire,Salmon-Challis National Forest;Idaho;United States,,44.542747,-114.844072,,363459,United States Forest Service,IntermtnPics98,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,553,archivalidaho553
"Trapper's cabin, Salmon River",,1935,,Photo text: 'Typical trappers cabin on Salmon River. Not much for looks but serviceable.' This image is part of a report by the United States Department of Agriculture Biological Survey on predation and pests.,trappers; animals; hunters; coyote killers; predation; predators; cabins; log; buildings; national forests,Payette National Forest;Idaho;United States,,45.435178,-115.977846,NARA College Park; RG 22; E 179; Biological Survey Field Report; Box 41,,,2017DC63,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,554,archivalidaho554
"Potato field, near Orofino",,1937,yes,"Photo caption: 'Potatoes growing in the Community gardens, near Orofino.' This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.",CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; people; garden; field,Orofino;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.47935,-116.25514,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 10,,,NARA16DC073a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,555,archivalidaho555
"Bear Creek Ranger Station, main building, Selway National Forest",,1929,,"Bear Creek Ranger Station, main building, Selway National Forest",ranger stations; guard stations; log; buildings; cabins; national forests; wilderness,Bitterroot National Forest;Idaho;United States; Bitterroot National Forest;Montana;United States; Selway-Bitterroot Wilderness;Montana;United States,,45.95632,-114.3711,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,,United States Forest Service,R1EngrPics3,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,556,archivalidaho556
Garden inspection,,1937,yes,Photo caption: 'Farm Aid Wheeler and Supervisor Bristol make an inspection of the garden and corn patch of Ella Frank of Kamiah.' This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; people; garden,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 9,,,NARA16DC072,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,557,archivalidaho557
"CCC Camp from Bungalow Ranger Station, North Fork of Clearwater River",,1935,yes,"CCC Camp from Bungalow Ranger Station, North Fork of Clearwater River",ranger stations; Civilian Conservation Corps; CCC; camps; national forests; wilderness; rivers,Clearwater National Forest; Nez Perce-Clearwater National Forest;Idaho;United States,,46.628647,-115.506734,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,,United States Forest Service,R1EngrPics28,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,558,archivalidaho558
"Stumps Root claim clearing, possible false homestead claim, Marble Creek",,1909,,"Photo text: 'The clearing on the claim of George Root, May, 29, 1909, soon after he had sold his rights to the scrip for $8000. He had been in conflict with the scrip location.' Note: Marble Creek region homesteads at this time were often part of a homesteads fraud being documented by the US Forest Service.",cabin; claim; pioneer; settlers; homesteads; homesteaders; false; fake; USFS; lawsuit,Marble Creek;Idaho;United States; St. Joseph National Forest;Idaho;United States,,47.25075,-116.02043,NARA College Park RG 95; Box 51,,United States Forest Service,NARA0815DC22,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,559,archivalidaho559
Bonanza on Yankee Fork,"Cox, W.T.",1904,,"This image is part of a document titled 'Report upon the proposed Salmon River Forest and additions to Sawtooth, Bitterroot, and Lemhi Reserves, Idaho.' Collected by William T. Cox, 1904.",mountains; ranges; peaks; points; basins; valleys; forests; landscapes; panoramas; national forests,Stanley;Idaho;United States; Salmon-Challis National Forest;Idaho;United States; Sawtooth National Forest;Idaho;United States,,44.369868,-114.7275,,57612,United States Forest Service,OGDEN9,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,560,archivalidaho560
"Powell Ranger Station, log cabin and tents",,1954,,"Photo text: 'Sept. 13, 1954.'",ranger stations; guard stations; log; buildings; cabins; national forests; wilderness,Nez Perce-Clearwater National Forest;Idaho;United States,,46.509884,-114.711216,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,,United States Forest Service,R1EngrPics13b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,561,archivalidaho561
Bulldozer Operator clearing the Tramway Trail,"Wing, H.R.",1941,yes,"Photo text: 'Enrollee, Machine Operator, James Taylor 'dozing out the Tramway Reserve Truck Trail, Kamiah, Idaho. This reserve is on the Nez Perce Reservation.' Note: This image is part of a narrative pictoral report to accompany quarterly enrollee program report.",CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; Nez Perce; tribes; enrollees; reservations; machinery; trail; trail work,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 1004 CCC - Indian Division; Box 4; North Idaho,,,NARA16DC8,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,562,archivalidaho562
Middle Fork of the Salmon River below Pistol Creek,"Benedict, M.S.",1937,,The middle fork of the Salmon River below Pistol Creek in the Salmon-Challis National Forest.,national forests; creeks; rivers,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Idaho Primitive Area; Frank Church River of No Return Wilderness,44.719149,-115.1438,,363468,United States Forest Service,IntermtnPics17,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,563,archivalidaho563
"North section of Rupert, Idaho",F.C.H.,1905,,"Photo text: 'Northerly part of Rupert, From northerly end of depot grounds looking west.' Note: This image is part of records for Bureau of Reclamation projects.",Bureau of Reclamation; train stations; trains; depots; travel; fields,Rupert;Idaho;United States,,42.609349,-113.680644,NARA College Park; Still Photo Branch; RG 115 JO-Minidoka Project; Box 109,,,NARA16DC217,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,564,archivalidaho564
"Red River Ranger Station, buildings and fences",,1935,yes,"Red River Ranger Station, buildings and fences",ranger stations; guard stations; log; buildings; cabins; national forests; cars,Nez Perce-Clearwater National Forest;Idaho;United States; Nez Perce-Clearwater National Forest;Idaho;United States,,45.710015,-115.343499,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,366238,United States Forest Service,R1EngrPics37,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,565,archivalidaho565
"Sam Water house (old), Craigmont",,1937,yes,"Old house of Same waters, Craigmont. Replaced with new house. This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.",CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; house; repair; buildings; construction,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 53,,,NARA16DC099b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,566,archivalidaho566
"Warm Lake Plunge, swimming pool",,1940,yes,This is image is part of a photo album dated in the 1930's.,swimming; pools; swimmers; diving; diving; board; trucks; vehicles; recreation; people; national forests,Payette National Forest;Idaho;United States,,44.654382,-115.667998,,406930,United States Forest Service,OGDEN39,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,567,archivalidaho567
Junction of Middle Fork and main Salmon Rivers,"Bieler, P.S.",1940,,Photo text: 'Middle Fork of Salmon River where it joins the muddy waters of the Salmon River along which much placer mining is carried on.',national forests; rivers; landscapes,Salmon-Challis National Forest;Idaho;United States,,45.297537,-114.593568,,398447,United States Forest Service,IntermtnPics80,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,568,archivalidaho568
Map of Proposed Nez Perce Reservation [text],"Office of Indian Affairs, Dept. of the Interior",1873,,"Text with map of the proposed Nez Perce Indian Reservation in 1873 in the Wallowa Valley, Oregon.",map; reservation; Nez Perce; Indian; division; tribes; reservations; Office of Indian; division Affairs; tribes,Wallowa Valley; Oregon; United States,,45.520659,-117.424338,NARA DC; RG 75 E107 Executive Order File Box 2 Wallowa Valley,,,NARA16DC4,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,569,archivalidaho569
"Conley Seth House (rear), before repairs",,1937,yes,"Photo caption: 'Conley Seth wanted his house repaired, raised, leveled, and a new floor. Rear view.' This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.",CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; house; repair; buildings; construction,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 48,,,NARA16DC097a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,570,archivalidaho570
Aerial View of Middle Fork Peak Lookout,"Prater, L.J.",1965,,Photo text: 'Elevation 9130 feet',national forests; aerials; cookouts; fire lookouts,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Idaho Primitive Area; Frank Church River of No Return Wilderness; Crags; Big Horn Crags; Crag country; Crags Recreation Area; lakes,44.962142,-114.655409,,510184,United States Forest Service,IntermtnPics113,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,571,archivalidaho571
Forest Service River Patrol boat above Salmon Falls,"Prater, L.J.",1964,,"Photo text: 'July 30, 1964.'",national forest; rivers; boats; patrol; forest service; rapids; people,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Middle Fork of Salmon River; Middle Fork; rafting; boat; rapids; Salmon River; forest service river patrol,45.498558,-114.999106,,,United States Forest Service,IntermtnPics128,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,572,archivalidaho572
Field party spreading poisoned grain,,1936,yes,Photo text: 'Indian field party distributing poisoned grain in ground squirrel control work on the Fort Hall Indian Reservation.' This image is part of a report by the United States Department of Agriculture Biological Survey on predation and pests.,reservations; tribes; agriculture; pesticides; mixing stations; extension; predations; poison,Fort Hall Reservation;Idaho;United States,,42.96457,-112.36563,NARA College Park; RG 22; E 179; Biological Survey Field Report; Box 39,,,2017DC29b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,573,archivalidaho573
"Cottonwood Camp, Grave Creek",,1937,yes,Photo text: 'Cottonwood Camp - Camp and construction scenes on Graves Creek farm-to-market road in Idaho County. Single men's camp.' Note: This image is part of a Work Progress Administration publicity series.,Works Progress Administration; WPA; camps; roads; exteriors; buildings; national forests,Cottonwood;Idaho;United States,,45.992141,-116.358584,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC183,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,574,archivalidaho574
Ranger Lake,"McDonald, C.H.",1958,,Photo text: 'Ranger Lake - Head of Big Creek Canyon - St. Mary's Peak at right - from Maude Pass - in Bitterroot Wilderness area.' This image is part of a series recording trail work and outdoor education in the Bitterroot National Forest.,national forests; passes; groups; trails; lakes,Bitterroot National Forest;Montana;United States; Bitterroot National Forest;Idaho;United States,,46.465817,-114.415423,,,United States Forest Service,RG95JK10,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,575,archivalidaho575
Campbell's Ferry Ranch,,1930,yes,Campbell's Ferry Ranch,national forests; ranches; buildings,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,,45.486123,-115.333052,,,,Sal13Chal112,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,576,archivalidaho576
"Range water development, 80' trough","Balderson, V.W.",1940,yes,"Project 126 - Buckskin Spring #1 - 80' trough. Range water development, $4800. A total of 15 developments to date, of which 7 were new developments, 6 were redevelopments, and 2 were through  extensions.' Note: This image is part of a report by V.W. Balderson to Director of Indian Affairs, D.E. Murphy on CCC-Indian Division Projects completed by the Fort Hall Agency, Fort Hall, Idaho.",CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; Nez Perce; tribes; enrollees; reservations; irrigation,Fort Hall Reservation;Idaho;United States,,42.96457,-112.36563,NARA DC; RG 75; E 1000 CCC - Indian Division; General Records; Box 102 Fort Hall,,,NARA16DC31,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,577,archivalidaho577
"Irrigable lands near Emmett, Idaho",W.J.L.,1903,,"Photo text: 'Taken from a projecting point on mountain about 5 miles NE of Emmett, showing irrigable lands, also canal line under Boise and Emmett project.' Note: This image is part of records for Bureau of Reclamation projects.",Bureau of Reclamation; fields; agriculture; irrigation,Emmett;Idaho;Unites States,,43.92155,-116.56153,NARA College Park; Still Photo Branch; RG 115; JC Boise Project; Box 29,,,NARA16DC229,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,578,archivalidaho578
"Rocky Mountains, Lemhi Valley, about 10 miles south of Salmon City","Merriam, C.H.",1890,,This is image is part of records by Fish and Wild Life Services.,national forests; mountains; ridges; peaks; points; landscapes,Challis;Idaho;United States,,44.661595,-114.127554,NARA College Park; RG 22 Fish and Wildlife Services; Biological Survey Photos; WB; Box 11,643,United States Fish and Wildlife Service,NARA0815DC47,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,579,archivalidaho579
Garden celebration with picnic in a grove,,1937,yes,Photo caption: 'This grove of trees where the annual picnic is held. Celebrating because of a good garden.' This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; people; garden; cars; gatherings; celebrations,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 14,,,NARA16DC075a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,580,archivalidaho580
Women trainees rivet aircraft body,,1940,yes,"Photo text: 'Riveting, drill press operation, and other skills used in aircraft manufacture, are being taught WPA women trainees in Boise, Idaho, shops in a project sponsored by the U.S. office of Education and (Locally) the Idaho department of Vocational Education.' Note: This image is part of a Work Progress Administration publicity series.",Works Progress Administration; WPA; people; women; airplane; riveters; World War II,Boise;Idaho;United States,,43.69073,-115.25369,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC153,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,581,archivalidaho581
"Marble Creek in Payette National Forest, rapids","Benedict, M.S.",1937,,Rapids on Marble Creek in the Salmon-Challis National Forest.,national forests; creeks; rapids,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Idaho Primitive Area; Frank Church River of No Return Wilderness,44.855479,-115.03863,,363531,United States Forest Service,IntermtnPics14,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,582,archivalidaho582
Aerial images of Bear Valley and March Creek 7,,1955,,Aerial images of Bear Valley and March Creek 7,national forests; aerials; valleys; creeks,Bear Valley;Idaho;Unites States; Salmon River;Idaho;United States,,44.426941,-115.27615,NARA College Park; RG 22 E 261 Fish and Wildlife Series; Biological Survey Photos; River Basin Studies; Box 434 Salmon River,,United States Forest Service,NARA0815DC138,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,583,archivalidaho583
"House on flood land below Salmon, Idaho",,1939,,Photo text: 'Oct. 1939.' This image is part of a Rivers and Harbors series.,buildings; houses; flooding; floods; surveys; people,Salmon;Idaho;United States,,45.177772,-113.898531,NARA College Park; Still Photo Branch,559,,SalmonR12b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,584,archivalidaho584
View from Valley Creek Ranger Station,"Prater, L.",1964,yes,"Photo text: 'Valley Creek is in left corner of photo, with the community of Stanley, Idaho in the middle distance and the spectacular Sawtooth Mountains in the background.'",national forests; mountains; ridges; peaks; landscapes; ranger stations,Stanley;Idaho;United States,,44.21742,-114.9385,NARA College Park; RG 95; GP Series; Box 158,511140,United States Forest Service,NARA0815DC112,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,585,archivalidaho585
Kaufman's Cave and Hermit cabin,,1960,yes,"Kaufman���������������������������������������������������������������������������������s Cave, where a Scottish prospector named Clarence Kaufman built a door over the entrance and lived for about four years.",national forests; caves; homesteaders; cabins; prospectors,Salmon-Challis National Forest;Idaho;United States,,44.873608,-114.766153,,,,Sal13Chal172b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,586,archivalidaho586
A photograph of a ridge south of Red Fish Lake.,"Benedict, M.S.",1937,,Ridge south of Red Fish Lake,national forests; mountains; peaks; ridges; landscapes,Red Fish Lake;Idaho;United States,,44.071501,-114.969454,NARA College Park; RG 95; GP Series; Box 158,418633,United States Forest Service,NARA0815DC119,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,587,archivalidaho587
