title,date,date is approximate?,description,location,latitude,longitude,subject,source,identifier,donor,collection,format original,type,format,language,rights,rightsstatement,cdm_url,collectionid,cdmid,objectid
"Creamery. Ashton, Idaho.",1933,y,Sign says 'Cream Station',Ashton,44.071581,-111.448288,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-023-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/554,cities,554,cities554
"Snake River Dairy Products Co. Ashton, Idaho.",1933,y,Sign also says 'Valley Brand Cheese',Ashton,44.071581,-111.448288,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-024-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/555,cities,555,cities555
"Street scene with horses, men and cars lined up [parade?]. Nez Perce, Idaho.",1932,y,,Nez Perce,46.234981,-116.242079,main streets; parades; horses,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-101-1b,Nez Perce Historical Club,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/556,cities,556,cities556
"Ed Vincent making a war talk for Red Cross Drive. Grangeville, Idaho.",1918,,,Grangeville,45.929802,-116.119925,speeches,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-08h,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/557,cities,557,cities557
"Blackfoot Creamery. Blackfoot, Idaho.",1930,y,,Blackfoot,43.190471,-112.344977,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-025-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/558,cities,558,cities558
"Team of horses and wagon loaded with cream cans. Creamery. Blackfoot, Idaho.",1930,y,,Blackfoot,43.190466,-112.344966,exteriors; business enterprises; wagons; horses,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-025-2,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/559,cities,559,cities559
"Nelson-Ricks Creamery Co. St. Anthony, Idaho.",1930,y,Sign also says 'Cheese Factory No. 5',Anthony,43.963893,-111.678386,exteriors; business enterprises; wagons; horses,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-026-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/560,cities,560,cities560
"Cloverleaf Creamery Co. Caldwell, Idaho.",1930,y,,Caldwell,43.697553,-116.719673,main streets; automobiles; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-027-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/561,cities,561,cities561
"Cloverleaf Creamery Co. Caldwell, Idaho.",1928,y,,Caldwell,43.697553,-116.719673,main streets; automobiles; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-027-2,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/562,cities,562,cities562
"Barrels of powdered milk in Powdered Milk Warehouse. Caldwell, Idaho.",1945,y,,Caldwell,43.697553,-116.719673,warehouses,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-027-3,Harry H. Caldwell,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/563,cities,563,cities563
"Overland Hotel (1863-1903) on corner of 8th and Main Streets. Boise, Idaho.",1889,,,Boise,43.615626,-116.203358,hotels (public accommodations);,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-02,,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/564,cities,564,cities564
"Paul Butter and Cheese Co. Paul, Idaho.",1947,y,,Paul,42.647876,-114.011307,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-029-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/565,cities,565,cities565
"Nelson-Ricks Creamery Co. Victor, Idaho.",1936,y,Sign also says 'Cheese Factory No. 4',Victor,43.845619,-111.737942,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-028-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/566,cities,566,cities566
"Anderes Bros. Cheese Factory. Idaho Falls, Idaho.",1942,y,,Idaho Falls,43.498211,-112.084622,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-030-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/567,cities,567,cities567
"Bull Moose Party float being pulled by horses. Grangeville, Idaho.",1912,,"Sign on float reads, 'Vote for Roosevelt and Martin.'",Grangeville,45.929802,-116.119925,floats,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-08i,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/568,cities,568,cities568
"Interior of creamery. Bonners Ferry, Idaho.",1920,y,,Bonners Ferry,48.689492,-116.316172,interiors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-031-1a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/569,cities,569,cities569
"Creamery. Bonners Ferry, Idaho.",1920,y,,Bonners Ferry,48.689492,-116.316172,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-031-1b,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/570,cities,570,cities570
"Back and side of creamery. Bonners Ferry, Idaho.",1920,y,,Bonners Ferry,48.689492,-116.316172,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-031-1c,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/571,cities,571,cities571
"Pend D'Oreille Creamery Co. Sandpoint, Idaho.",1932,y,Shows cream cans stacked on porch,Sandpoint,48.276308,-116.549728,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-032-1a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/572,cities,572,cities572
"Copy print from book of Soldiers Home. Boise, Idaho.",1911,,,Boise,43.61753,-116.189331,barracks;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-03,,Idaho Cities & Towns Collection,4x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/573,cities,573,cities573
"Mutual Creamery Co. Boise, Idaho.",1930,y,Manufacturers of Maid o'Clover products,Boise,43.622463,-116.1982,dairy plants;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-04a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/574,cities,574,cities574
"Co-Operative Creamery Co. Boise, Idaho.",1930,y,,Boise,43.622463,-116.1982,dairy plants;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-04b,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/575,cities,575,cities575
"Floats in parade. Boise, Idaho.",1925-04-16,,Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,Boise,43.616696,-116.203406,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05a,Theodore A. Sherman,Idaho Cities & Towns Collection,5.5x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/576,cities,576,cities576
"Basque colony float in parade. Boise, Idaho.",1925-04-16,,Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,Boise,43.616696,-116.203406,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05b,Theodore A. Sherman,Idaho Cities & Towns Collection,7x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/577,cities,577,cities577
"Pend D'Oreille Creamery Co. Sandpoint, Idaho.",1933,y,,Sandpoint,48.276308,-116.549728,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-032-1b,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/578,cities,578,cities578
"Macky Williams with a pack string. Grangeville, Idaho?",1925,Y,,Grangeville,45.929802,-116.119925,horses,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-09a,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/579,cities,579,cities579
"Nampa Co-operative Creamery. Nampa, Idaho.",1930,y,"Sign also says 'Butter, ice, ice cream'. Cream cans stacked beside building",Nampa,43.606107,-116.492479,main streets; automobiles; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-033-1a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/580,cities,580,cities580
"Carnation Milk Co. Nampa, Idaho.",1950,y,,Nampa,43.606107,-116.492479,factories (structures),Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-033-1b,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/581,cities,581,cities581
"Jensma Creamery Co. Nampa, Idaho.",1948,y,Signs on building 'Jensma's ice cream' and 'Golden Rod Butter',Nampa,43.606107,-116.492479,main streets; automobiles; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-033-1c,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/582,cities,582,cities582
"Creamery. Georgetown, Idaho.",1926,y,,Georgetown,42.481701,-111.374223,automobiles; business enterprises; roads,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-034-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/583,cities,583,cities583
"Creamery. Gannett, Idaho.",1920,y,,Gannett,43.360334,-114.175898,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-042-1a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/584,cities,584,cities584
"Creamery. Emmett, Idaho.",1923,y,Next door is sign that says 'Brick Factory',Emmet,43.873909,-116.499104,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-043-1a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/585,cities,585,cities585
"Electric Studio. Emmett, Idaho.",1915,,"Interior showing camera and background props. Arthur M. and Frank W. Welchel, proprietors",Emmet,43.873909,-116.499104,interiors; showrooms,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-043-2a,David L. Whelchel,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/586,cities,586,cities586
"A.M. Whelchel Studio. Emmett, Idaho",1911,,"Harold, son of A.M. Whelchel, holding camera. Also shows film, tables, chemicals, etc.",Emmet,43.873909,-116.499104,interiors; photography studios (organizations),Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-043-3a,David L. Whelchel,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/587,cities,587,cities587
"Nelson-Ricks Creamery Co. Sugar City, Idaho.",1935,y,Sign also says 'Cheese Factory No. 6',Sugar City,43.845619,-111.737942,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-035-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/588,cities,588,cities588
"A.M. Whelchel Studio. Emmett, Idaho",1911,,"Harold, son of A.M. Whelchel, sitting on table and holding camera. Also shows film, tables, and a doll",Emmet,43.873909,-116.499104,interiors; photography studios (organizations),Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-043-3b,David L. Whelchel,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/589,cities,589,cities589
"34 school children posed with their teacher, Miss Peebles, on steps of Nez Perce Public School. Nez Perce, Idaho.",1910,,Individuals identified on back of mount,Nez Perce,46.237126,-116.243414,school children,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-101-5a,Malcolm D. Alexander,Idaho Cities & Towns Collection,4x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/590,cities,590,cities590
"Creamery. Buhl, Idaho.",1916,y,,Buhl,42.59771,-114.758479,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-044-1a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/591,cities,591,cities591
"Mutual Creamery Co. Pocatello, Idaho.",1933,y,,Pocatello,42.858286,-112.440911,main streets; automobiles; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-036-1,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/592,cities,592,cities592
"Creamery. Grace, Idaho.",1939,y,"Sign on building 'Liberty Band & Mortgage Co.. Capital Stock $100,000.00, A.E. Lloyd., Mgr.'",Grace,42.576499,-111.730399,exteriors; business enterprises,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-045-1a,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/593,cities,593,cities593
"Creamery. Buhl, Idaho.",1920,y,Horses and wagon loaded with cream cans at loading platform,Buhl,42.59771,-114.758479,exteriors; business enterprises; wagons; horses,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-044-1b,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/594,cities,594,cities594
