title,description,creator,date,date is approximate?,subject,subject (lcsh),location,location (lcsh),latitude,longitude,digital collection,publisher digital,source,identifier,rights,rightsstatement,ordering information,format original,type,format,language,digitization specifications,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
Map of first brick buildings in Moscow,"Map: first brick buildings erected in Moscow. On back: The names and dates of the first brick buildings built in Moscow were researched by Lillian (Woodworth) Otness in 1982 and [are] believed to be reasonably correct. Lillian is the granddaughter of Almon Asbury Lieuallen and daughter of Lilly [Lillie] (Lieuallen) Woodworth. William Neff homesteaded the northwest 160 acres of Moscow in 1871 from Main Street west and Sixth Street north. In 1875 A.A. Lieuallen purchased the Neff property and put up a small store building at the southwest corner of First and Main streets. This was the location of the first post office in Moscow when it was moved from [its original location named] Paradise Valley. Lieuallen built the large house still standing on Almon Street at the west end of First Street in 1884. Streets west of Jackson were named after the Lieuallen family, Almon, Asbury, Lilly [spelling of street name is correct] and Lieuallen.",,1982,yes,maps,Central business districts--Idaho--Moscow; Moscow (Idaho)--Maps,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-002a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1144,1144,1145.jp2,/ott/image/1145.jp2,ott1144
"Moscow, Idaho 1896","Moscow, Latah County, Idaho, 1896.",,1896,yes,bird's-eye views,Moscow (Idaho)--Aerial views; Snow--Idaho--Moscow,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-002,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1145,1145,1146.jp2,/ott/image/1146.jp2,ott1145
"Aerial, looking northeast from Morrill Hall, circa 1924","Looking northeast at Moscow from Morrill Hall in 1924. Copy from a 16 x 20 original picture from John Leudke of Genesee, Idaho. X = Alpha Phi sorority",,1924,yes,bird's-eye views,Moscow (Idaho)--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.728018,-117.010639,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-002b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1146,1146,1147.jp2,/ott/image/1147.jp2,ott1146
Moscow [01],"Birds-eye view of the city of Moscow, Idaho, 1897; a drawing by Augustus Koch. He drew Lewiston, 1898.","Koch, Augustus, 1840-",1897,yes,bird's-eye views,Moscow (Idaho)--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-002c,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1147,1147,1148.jp2,/ott/image/1148.jp2,ott1147
Aerial of Moscow [06],"Looking north at the northwest part of Moscow about 1907. Sixth Street in foreground, Third Street next. Picture from a 11 x 14"" glass negative from Sterner Studios.",,1907,yes,bird's-eye views,Moscow (Idaho)--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-003,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1148,1148,1149.jp2,/ott/image/1149.jp2,ott1148
Aerial of Moscow [05],"Looking northeast across Moscow about 1907. Picture from a 11 x 14"" glass negative from Sterner Studios.",,1907,yes,bird's-eye views,Moscow (Idaho)--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-004,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1149,1149,1150.jp2,/ott/image/1150.jp2,ott1149
Aerial of Moscow [08],"Looking east across Moscow about 1907. Picture from a 11 x 14"" glass negative from Sterner Studios.",,1907,yes,bird's-eye views,Moscow (Idaho)--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-005,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1150,1150,1151.jp2,/ott/image/1151.jp2,ott1150
Aerial of Moscow [07],"Looking southeast at the south part of Moscow about 1907. Picture from a 11 x 14"" glass negative from Sterner Studios.",,1907,yes,bird's-eye views,Moscow (Idaho)--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-006,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1151,1151,1152.jp2,/ott/image/1152.jp2,ott1151
"Fairgrounds, part 2 of 4 of panorama","Part 2 of 4 parts of a panoramic of Section B at the fairgrounds. Looking northwest, race horse barns in background. Sterner 1918.",,1918,yes,fairgrounds; soldiers,Agricultural exhibitions--Idaho--Moscow; Soldiers--Idaho--Moscow,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.723917,-116.983988,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-008,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1152,1152,1153.jp2,/ott/image/1153.jp2,ott1152
"Fairgrounds, part 1 of 4 of panorama","Part 1 of 4 parts of a panoramic of Section B at the fairgrounds. Looking west, exhibit buildings in background. Sterner Studios 1918.",,1918,yes,fairgrounds; soldiers,Agricultural exhibitions--Idaho--Moscow; Soldiers--Idaho--Moscow,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.723917,-116.983988,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-007,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1153,1153,1154.jp2,/ott/image/1154.jp2,ott1153
"Fairgrounds, Part 3 of 4 of panorama","Part 3 of 4 parts of a panoramic of Section B at the fairgrounds. Looking northeast, west part of Moscow and Moscow Mountains in background. Picture by Sterner Studios 1918.",Sterner Studios,1918,yes,fairgrounds; soldiers,Agricultural exhibitions--Idaho--Moscow; Soldiers--Idaho--Moscow,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.723917,-116.983988,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-009,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1154,1154,1155.jp2,/ott/image/1155.jp2,ott1154
"Aerial of Moscow, with Moscow-Pullman highway in upper top right",Looking northwest at the University of Idaho buildings about 1938. Picture by Hodgins. Moscow-Pullman Highway extreme top right.,"Dimond, Charles",1938,yes,bird's-eye views; campus,University of Idaho--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.728109,-117.016601,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-042,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1155,1155,1156.jp2,/ott/image/1156.jp2,ott1155
"Aerial of Moscow, looking east at University of Idaho buildings",Looking east at University of Idaho buildings about 1938. Neale Stadium in foreground. Picture by Hodgins. Charles Dimond photographer.,"Dimond, Charles",1938,yes,bird's-eye views; campus,University of Idaho--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.728109,-117.016601,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-043,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1156,1156,1157.jp2,/ott/image/1157.jp2,ott1156
"Aerial view of Moscow, looking northwest at campus",Looking northwest at the University of Idaho campus in 1959. Photograph taken by Hodgins photo.,,1959,yes,bird's-eye views; campus,University of Idaho--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.728109,-117.016601,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-044,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1157,1157,1158.jp2,/ott/image/1158.jp2,ott1157
Photo of aerial view drawing,"An aerial view of the University of Idaho campus, circa 1959.",,1959,yes,bird's-eye views; campus; clippings,University of Idaho--Aerial views; University of Idaho--Maps,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.728109,-117.016601,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-045,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1158,1158,1159.jp2,/ott/image/1159.jp2,ott1158
"Fairgrounds, part 4 of 4 of panorama",Part 4 of 4 parts of a panoramic of Section B at the fairgrounds. Looking east with Moscow in the background. Sterner Studios 1918.,,1918,yes,fairgrounds; soldiers,Agricultural exhibitions--Idaho--Moscow; Soldiers--Idaho--Moscow,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.723917,-116.983988,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-010,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1159,1159,1160.jp2,/ott/image/1160.jp2,ott1159
Aerial of Moscow looking northeast,Looking northeast at Moscow about 1950.,,1950,yes,bird's-eye views; campus,Moscow (Idaho)--Aerial views; University of Idaho--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-046,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1160,1160,1161.jp2,/ott/image/1161.jp2,ott1160
Enlargement of previous aerial of Moscow,An enlargement of part of the above [90-8-046] picture.,,1950,yes,bird's-eye views,Moscow (Idaho)--Aerial views,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-047,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1161,1161,1162.jp2,/ott/image/1162.jp2,ott1161
University of Idaho Administration Building [09],"Administration Building and cadets, April 1, 1896.",,1896-04-01,yes,buildings; campus,Military cadets--Idaho--Moscow; School administration buildings--Idaho--Moscow; University of Idaho--Buildings,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-048,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1162,1162,1163.jp2,/ott/image/1163.jp2,ott1162
University of Idaho six horse team at fairgrounds,Earl Sawyer driving six University of Idaho horses at the Fairgrounds north of Sixth Street and west of the railroad tracks. 1930s.,,1930,yes,horses; fairgrounds,Agricultural exhibitions--Idaho--Moscow; Horses--Idaho--Moscow,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.724361,-117.008568,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-049,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1163,1163,1164.jp2,/ott/image/1164.jp2,ott1163
University of Idaho Administration Building [08],"Administration Building. University of Idaho was located at Moscow by a legislative act of a territorial convention held in Boise in 1889. It opened for classes October 3, 1892.",,1892-10-03,yes,buildings; campus,School administration buildings--Idaho--Moscow; University of Idaho--Administration--Buildings,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-050,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1164,1164,1165.jp2,/ott/image/1165.jp2,ott1164
University of Idaho campus,"Campus. Ridenbaugh Hall, School of Mines, and Administration Building. Pictures early 1900s.",,1900,yes,buildings; campus,College campuses--Idaho--Moscow; Mining schools and education--Idaho--Moscow; School administration buildings--Idaho--Moscow; University of Idaho--Administration--Buildings,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.724519,-117.00919,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-051,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1165,1165,1166.jp2,/ott/image/1166.jp2,ott1165
University of Idaho [04],"Class of 1901 and friends. 1- Marguerite David, 2- Gainford Mix, 3- George Snow, 4- Carroll Smith, 5- Burton French, 6- Mrs.  Fred Shields, 7- Lucy Fisher Sinclair, 8- Myra Moody (1904), 9- Permeal French (Dean), 10- Homer David, 11- Fred Shields, 12- Carrie Tomer, 13- Tom Burke, 14- Minnie Marcy, 15- Ethel Moody Byrns (1920).",,1901,yes,people,University of Idaho--Alumni and alumnae,Latah County;Moscow,United States--Idaho--Latah County--Moscow,46.725688,-117.010692,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-08-052,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-10-24,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1166,1166,1167.jp2,/ott/image/1167.jp2,ott1166
