title,description,creator,date,date is approximate,subjects,relation,latitude,longitude,source,identifier,rightsstatement,rights,format original,type,format,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Kate Thompson and dog sitting on a white pine log,"Kate Thompson, a friend of the Vollmers from Lewiston, sits on a white pine log beside a dog.",,1905,yes,women; white pines; logs; timber; dogs; hats;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-017,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/125,125,80.jp2,/treesgrewtall/image/80.jp2,trees125
"Wreckage from 1914 fire in Bovill, Idaho","A panorama showing the disaster of Main Street as it appeared on July 4, 1914. Not much stands except a brick chimney. To the right of the chimney is the Harry Roach house and then the Chapin house. Log piles occupy the open area of the St. Germain pasture, and beyond these is the cedar yartd. Only half of an original long panoramawhich scanned from east to south has been reproduced here (see 12-83b).",,1914,,ruins; fire damage; fires; Main streets;  masonry; dirt roads; trees; downtowns; ash; chimnies; pastures; logs; timber;  ash;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-084,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.75x8 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/126,126,86.jp2,/treesgrewtall/image/86.jp2,trees126
"Groh grocery store, Bovill, Idaho","This frame building, which was the original Groh grocery and bakery, burned in 1912. Four people in the line are identified, beginning with the 6th, these are Mrs. Alice Taylor, Mr. Taylor, Alvina Groh holding a baby - possibly Harold Taylor - and John Groh.",,1910,yes,men; women; children; infants; sons; wives; husbands; bakeries; grocery stores; boardwalks; storefronts; transoms; windows; suits; dresses; hats; vests; lumber; store signs; dogs;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-074,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/127,127,97.jp2,/treesgrewtall/image/97.jp2,trees127
Boll children,"From left to right: Wallace, Naomi, and Kenneth Boll stand on a porch accompanied by a dog.",,1913,,children; siblings; sisters; brothers; dogs; cats; beams; porches; clap board siding; buckets; feed bags;,,,,John B. Miller,pg12-098,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/128,128,120.jp2,/treesgrewtall/image/120.jp2,trees128
The machine shop at Potlatch Lumber Company's Camp 8,"The interior of the machine shop at Potlatch Lumber Company's Camp 8 near Bovill, Idaho. People are identified in caption. Left to right: Ernie Smith, Henry Smith, Bill Hughes, Mort Hughes, Arlie Smith (next to post), Byers Sanderson, and Bill Smith.",,1910,yes,machinists; machine shops; belts; steam engines; stoves; machine tools; wheels; pulleys; saws; presses; lathes; grinders; men;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-192,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/129,129,185.jp2,/treesgrewtall/image/185.jp2,trees129
Group from Bear Creek School,"A teach and students from Bear Creek School, located between Deary and Avon, pose next to a fence. Left to right: Oscar Johnson, Clara Carmen, Miss Bean (teacher), Esther Johnson, Willie Walker, Esther E. Johnson, Axel Burkland, Rance Olson, Joe Burkland.",,1905-03-21,,children; students; teachers; boys; girls; hats; dresses; coats; boots; overcoats; rail fences;,"Latah County, Idaho",46.821532,-116.60046,John B. Miller,pg12-036,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/130,130,5.jp2,/treesgrewtall/image/5.jp2,trees130
"Morris drug store, Bovill, Idaho","Morris drug store inBovill, Idaho. Dr. R.T. Witty's dental office was in the upstairs corner. C.G. Morris and Eliza Morris are standing in front of the store.",,1917,yes,women; men; children; girls; main streets; drugstores; dental offices; storefronts; utility lines; boardwalks;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-111,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/131,131,174.jp2,/treesgrewtall/image/174.jp2,trees131
"Ethel Bean in Elk River, Idaho","Ethel Bean on the porch of her cabin in Elk River, Idaho.",,1911,yes,women; porches; tiombers; log buildings; lumber; shingles; windows; hammocks; rafters; lanais; chimneys;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-110,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/132,132,57.jp2,/treesgrewtall/image/57.jp2,trees132
A group of workers at Potlatch Lumber Company's Camp 2,"A group of workers at Potlatch Lumber Company's Camp 2 near Elk River, Idaho. Top row (all standing) from left to right: John Donovan, unidentified, Ralph Todd, Gus Peterson, Al Conroy, Gust Anderson, Mike Stepon ('Laughing Mike'), Joe White, Mike Buboly, Benny Campbell, Chuck Schwartz, Oscar Benson, Ed Schwartz, Ed Hilton, Axel Bohn, Ralph Hanson, Socky Hambly, Albert 'Shorty' Justice, unidentified, Charles Mulke, unidentified, Archie Little, Axel Anderson, Joe St. Peter. Second row: unidentified, Henning Sundstrom, Joe Nickoloski, George Ecker, Horace Comstock, Roy Gilbert, Bob Bigham, Jack Wybark, Bill Osborn, Charley Enger, Harold Mael, Mack McCloud, Ralph Wagner, Perry McCloud, Joe Wybark, Fergus Dawson and son Robert, Herb Flodberg, Ben Bates, [?] Thompson and dog, Louie Schultz. Third row: Ed Kellom, Mickey Adams, John McDonald, Gene Bacon, 'Red' Burquist, Leo Benson, Steve Plisko, Charles Hickman, Joe Faucher, Willis Olsoh, unidentified, unidentified, unidentified, Frank Rodgers. Fourth row: Wolfred Olson, Les Wolheter, Fred Fuger, Lawrence Benson, Thomas Nichols, unidentified, John Buckbee, Sam Ryan, Jack Starkey, unidentified.",,1932,,loggers; camps; barracks;boardwalks; men; ladders; windows;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-197,http://rightsstatements.org/vocab/InC-EDU/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/133,133,188.jp2,/treesgrewtall/image/188.jp2,trees133
Horse-pulled buggy on old road winding through timber,"Showing the character of a 'County Road.' The site is reminiscent of McGary Butte and parts of the Ruby Creek area, but is not definitely recognized; nor is the occupant of the buggy.",,1900,yes,buggies; farm wagons; horses; dirt roads; trees; forests;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-044,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/134,134,222.jp2,/treesgrewtall/image/222.jp2,trees134
"Bovill, Idaho school [1]","In front of Bovill's second school, located in the upper block of Main Street somewhat north of the intersection with Pine Street. This was in 1909-1910 term. Back row, starting fourth from left: Mary Smith, Miss Crane (teacher), unidentified, Opal Stockwell. Front row, starting second from left: Kneeland Parker, unidentified, unidentified, Clay Anderson (the barber's son), Helen Smith,  unidentified, Frankie Hollenbeck.",,1909,,boys; girls; women; students; teachers; schoolhouses; windows; draperies; clapboard; group portraits;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-080,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/135,135,60.jp2,/treesgrewtall/image/60.jp2,trees135
Fishing at Little Meadow,"A group (with freshly caught trout) at the Hobbs cabin on Little Meadow about 1916. From left to right: Gertrude Hale Witty (holding Bernard Hobbs), Lee Witty, Dudley Hobbs, Bryan Hobbs, Evelyn Hobbs and Nellie Hobbs.",,1916,,group portraits; families; wives; husbands; daughters; sons; brothers; sisters; friends; fishing rods; trout; fishing lines; infants; children; boys; girls; fences; forests; fishing;,"Latah County, Idaho",46.85723,-116.385544,John B. Miller,pg12-094,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",3.5x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/136,136,170.jp2,/treesgrewtall/image/170.jp2,trees136
"Elk River, Idaho","Elk River, Idaho around 1915. Potlatch Lumber Company mill in background; company houses in foreground.",,1915,yes,sawmills; snow; downtowns; residences;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-113,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x6.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/137,137,107.jp2,/treesgrewtall/image/107.jp2,trees137
"Horse-drawn wagon load of wheat entering the town of Deary, Idaho","A horse-drawn wagon load of wheat enters Deary, Idaho, coming from the farming country of the ridges south of Deary by way of the Pine Creek road, then turning westward toward the central area. This wagonload of wheat has stopped for a photograph.",,1906,yes,draft animals; horses; teams; drivers; wagons; wheat; bushels; burlap; sacks; farmers; mountains; dry conifer forests;,"Latah County, Idaho",46.799474,-116.55881,John B. Miller,pg12-255,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/138,138,56.jp2,/treesgrewtall/image/56.jp2,trees138
"T. P. Jones, Woods Superintendant","T. P. Jones, Woods Superintendant at Bovill.",,1910,yes,superintendents; men; formal dress; portraits; kerchiefs;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-169,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4.5x6.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/139,139,218.jp2,/treesgrewtall/image/218.jp2,trees139
"Bovill, Idaho","Bovill, Idaho.",,1917,yes,railway tracks; rivers; lumberyards; timber; logs; dry lumbers; utility poles; company tiowns; dry confier forests;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-122,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/140,140,11.jp2,/treesgrewtall/image/11.jp2,trees140
Nell Wood and Mabel Smith wearing gym bloomers,"Nell Wood (left?) and Mabel Smith wearing 'gym bloomers,' about 1910. These outfits were used when they played basketball in the recreation hall at Pine and Second.",,1910,yes,bloomers; women; athletic equipment; women;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-069,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/141,141,67.jp2,/treesgrewtall/image/67.jp2,trees141
"Simmons store, Bovill, Idaho","Standing in front left to right are Dr. R.T. Witty, a Simmons girl, and Mr. Simmons. Along the wall are a bunch of cane fishing poles and, hanging on the door-jam, are logger's boots. The building also housed the Max Davis Drug Store, whose sign is visible at the upper left: 'M. Davis, druggist - Ready to serve you day and night.' The store was on Main Street just east of First Avenue, where the service station now stands.",,1909,,storefronts; men; girls; fathers; daughters; boots; shoes; fishing rods; cans; windows; french doors; suits; hats; dresses; clapboards; shop signs; boardwalks;  merchants; doctors;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-073,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/142,142,72.jp2,/treesgrewtall/image/72.jp2,trees142
"Looking west at Helmer, Idaho","Looking westward from the hilltop in Helmer, Idaho. From left to right, the Marcellus McGary shoe shop, Julia Bakken boarding house (with lean-to), W.S. Miller store, Wilkins livery stable, Louie Compo home.",,1905,yes,dirt roads; timber; forests; hills; storefronts; boardinghouses; liveries; shoemakers; homes; stables; logs; general stores;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-052,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/143,143,140.jp2,/treesgrewtall/image/140.jp2,trees143
"Benson hill, east of Deary, Idaho",This was in the days of poorly graded 'state' roads. The hill was a proving ground for early autos. Any that could make the last steep slope without going into low gear was 'quite a car.'' From The Trees Grew Tall by John B. Miller.,,1900,yes,dirt roads; timber; forests; hills;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-047,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",3.5x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/144,144,240.jp2,/treesgrewtall/image/240.jp2,trees144
Shay locomotive on trestle,Shay engine and loaded logs somewhere in the woods. Note the trestle over a ravine.,,1910,yes,beam bridges; trestles; timber; logs; engineers; shay locomotives; loggers; railway tracks;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-248,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/145,145,118.jp2,/treesgrewtall/image/118.jp2,trees145
Bovill Opera House,"The Opera House in Bovill, Idaho.",,1910,yes,opera houses; boardwalks; main streets; false fronts; women; children;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-128,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/146,146,217.jp2,/treesgrewtall/image/217.jp2,trees146
Bovill baseball team,"From left: Carleton Stockwell, John R. Scott, Happy Hays, unidentified, Chester Hays, Francis O'Keefe, Casey O'Keefe, Arnold Hays, unidentified, Charles Browning.",,1913,,group portraits; teams; field sports; sports; sports clothing; sports uniforms; baseball caps; baseball players; bats; bleachers; grandstands;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-097,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x8.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/147,147,178.jp2,/treesgrewtall/image/178.jp2,trees147
"A sleigh hauling logs to Bovill, Idaho","A sleigh hauling logs to Bovill, Idaho. On the ground, left to right: Fred Alt, Cleter Bellis, George Chrystal. On top, left to right: Dan Murphy, Harris Benscotter, unidentified, unidentified.",,1910,yes,loggers; draft animals; horses; traces; swingle trees; sleighs; chains; peavies; cant hooks; jam pikes; sleds; timber; logs; snow; dry conifer forests;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-162,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/148,148,214.jp2,/treesgrewtall/image/214.jp2,trees148
"At the Washington, Idaho, & Montana railway depot in Bovill","Three men seated outside of the Washington, Idaho, & Montana railway depot in Bovill, Idaho. From left: Dick McDonald, John Scott, and Harry Roach",,1910,yes,railway stations; depots; benches; transoms; windows; boardwalks; platforms;  men;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-127,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/149,149,15.jp2,/treesgrewtall/image/15.jp2,trees149
Mizpah Mine group,"A group standing before a miner's cabin at the Mizpah Mine, about 1914. Left to right: four unidentified, Leila Fisher, Irwin Fisher, Kate Waldron, Ray Waldron, three unidentified. From 'Trees Grew Tall.'",,1914,yes,homesteads; mines; miners; grindstones; pots; pans; log cabins; wagons; shovels; porches; dogs; settlers; wheelbarrows; crates; tables; tents;,"Latah County, Idaho",46.999489,-116.492733,John B. Miller,pg12-005,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/150,150,7.jp2,/treesgrewtall/image/7.jp2,trees150
"Stacking hay on a wagon at the Bovill ranch, Bovill, Idaho","Two men stacking hay on wagon, at the Bovill ranch. The view looks northeastward.",,1905,yes,horses; wagons; men; laborers; ranchers; draft animals; horses; pitchforks; hay; barns; haylofts; traces; yokes; swingletrees;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-235,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/151,151,152.jp2,/treesgrewtall/image/152.jp2,trees151
Potlatch Lumber Company's Camp 5,Potlatch Lumber Company's Camp 5 on the west fork of the Potlatch River.,,1906,yes,camps; tents; loggers; wagons; big wheels; dry conifer forests;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-243,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/152,152,136.jp2,/treesgrewtall/image/136.jp2,trees152
"A. W. Laird, Assistant Manager","A portrait of A. W. Laird, Assistant Manager of Potlatch Lumber Company.",,1910,yes,portraits; managers; men; busts; formal dress;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-168,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",8x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/153,153,205.jp2,/treesgrewtall/image/205.jp2,trees153
Photo of Bill Musch copied from 'The Lumberjack Hall of Fame',"Photo of Bill Musch copied from the Potlatch Lumber Company publication 'The Lumberjack Hall of Fame.' Sub-caption reads: 'Because he has become distinguished as the best camp-cook in the Potlatch regions. Because the president of the Great Northern Railroad and the proprietor of Hotel Davenport at Spokane both agreed that none of their kitchens is cleaner than Billie's nor serves more delicious food. Because preparing 600 to 700 flap-jacks for breakfast is routine work, and because all of the lumberjacks in the Northwest are waiting for the chance to get on Billie's grub-trail.'",,1915,yes,cooks;  kitches; camps; ladles; spoons; spatulas; ranges; griddles; aprons;  shelves;,,,,John B. Miller,pg12-196,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",3.5x6.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/154,154,108.jp2,/treesgrewtall/image/108.jp2,trees154
"Washington, Idaho & Montana Railway Co. depot, Bovill, Idaho","People occupy the platform of the Washington, Idaho & Montana Railway Co. depot in Bovill. A train waits on the tracks in the left of the photo.",,1905-03-24,,depots; railroad stations; steam locomotives; railroads; railroad signals; railway platforms; men; passengers;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-029,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/155,155,51.jp2,/treesgrewtall/image/51.jp2,trees155
Miner's cabin and pack train in the Swamp Creek area,"Cabin, miners, and pack animals in the Swamp Creek Area, 1898. Note the partial clearing and the pole scaffold. Identified by E.K. Parker according to Trees Grew Tall.",,1898,,miners; horses; scaffolds; axes; shovels; cabins; forests; saddle pads; saddlebags; bridles; halters; shingles; porches;,"Clearwater County, Idaho",46.685406,-116.067996,John B. Miller,pg12-006,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/156,156,28.jp2,/treesgrewtall/image/28.jp2,trees156
"Elk River, Idaho","Book caption: 'This is how Elk River looked in September, 1910. Clustered at the center are the log buildings which include the Trumbull homestead  and (its roof visible over the homestead cabins) a store. In the Foreground are tents; toward the rear a line of Company houses; at the right, Potlatch Company Headquarters, the messhall, and the railroad.'",,1910-09-02,,company towns; mess halls; depots; railway stations; tents; log buildings; corporate headquarters; homesteads;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-107,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/157,157,203.jp2,/treesgrewtall/image/203.jp2,trees157
"Log peelers and trimmers at the cedar yard, Bovill, Idaho","From Trees Grew Tall: 'The men sitting, at rear, are not identified. Standing are Mr. Helstrom, Laughin Mike Stepon, Tony Peterson, Pete Olson, two men not identified, and Jerry Carlin. In front are Arthur Avery, a man identified only as Matt, one not identified, and Harry Long.'",,1916,yes,lumberyards; railway tracks; engines; lumber; logs; timber; one-man crosscut saws; loggers;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-210,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/158,158,111.jp2,/treesgrewtall/image/111.jp2,trees158
