title,description,subject,date,date is approximate,source,latitude,longitude,subject (lcsh),format-original,donor,identifier,format,language,type,rights,rights (standardized),date created,filename,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,object-id,reference_url
"Colonnade of a building","Colonnade of a building with two carriages pulled by horses, in front.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 093","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/403","403","","","","http://localhost:4000/digital/iddings/items/spec_ji403.html"
"Dog cart","A dog cart, with the front half of the dog not pictured. The man holding the dog is wearing wooden shoes.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 094","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/404","404","","","","http://localhost:4000/digital/iddings/items/spec_ji404.html"
"Woman standing by a river","A woman standing by a river alongside a basket filled with clothes on the ground.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 095","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/405","405","","","","http://localhost:4000/digital/iddings/items/spec_ji405.html"
"Heavily loaded carriage","Two men posing by a heavily loaded two-wheeled carriage, pulled by five horses.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 096","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/406","406","","","","http://localhost:4000/digital/iddings/items/spec_ji406.html"
"Two wheeled cart and buggy","A single horse pulls a loaded two-wheeled cart next to a donkey pulling a two-wheeled buggy with a driver in the bench seat.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 097","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/407","407","","","","http://localhost:4000/digital/iddings/items/spec_ji407.html"
"Building [03]","A stone building with a cobblestone pavilion in the foreground.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 089","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/408","408","","","","http://localhost:4000/digital/iddings/items/spec_ji408.html"
"Men judging a horse","Men judging a horse, likely for breeding consideration.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 098","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/409","409","","","","http://localhost:4000/digital/iddings/items/spec_ji409.html"
"Men holding luggage","An unidentified man poses alongside another man holding luggage.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 099","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/410","410","","","","http://localhost:4000/digital/iddings/items/spec_ji410.html"
"Group touring a patio","Group of people touring the patio of a building.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 100","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/411","411","","","","http://localhost:4000/digital/iddings/items/spec_ji411.html"
"Two men pose with two sheep","Two men stand showing two sheep. one man is seen leaning over to assess the sheep only partially in frame, while the other braces the sheep that is fully in frame.","Sheep; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Sheep; Livestock;","","","MG 76, Box 3, Slide 101","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/412","412","","","","http://localhost:4000/digital/iddings/items/spec_ji412.html"
"Three men and two goats","Two men hold two goats for a picture while a third man watches from behind a stone fence.","Goats;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Goats;","","","MG 76, Box 3, Slide 102","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/413","413","","","","http://localhost:4000/digital/iddings/items/spec_ji413.html"
"Cabbage farm","Men are gathered in the fields of a cabbage farm.","Cabbage;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cabbage;","","","MG 76, Box 3, Slide 103","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/414","414","","","","http://localhost:4000/digital/iddings/items/spec_ji414.html"
"Wheat field","A field of wheat or other crop growing in an unknown location.","Grasslands;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Grasslands;","","","MG 76, Box 3, Slide 104","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/415","415","","","","http://localhost:4000/digital/iddings/items/spec_ji415.html"
"People gathering for a formal portrait","Group of people posing for a portrait in front of a building observed by children and passersby.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 105","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/416","416","","","","http://localhost:4000/digital/iddings/items/spec_ji416.html"
"House in unknown location","The backside of a house in an unknown location with a body of water in the foreground of the photograph.","Dwellings;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Dwellings;","","","MG 76, Box 3, Slide 106","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/417","417","","","","http://localhost:4000/digital/iddings/items/spec_ji417.html"
"Two houses in the distance","Two houses stand on a sand bar in the distance.","Dwellings;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Dwellings;","","","MG 76, Box 3, Slide 107","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/418","418","","","","http://localhost:4000/digital/iddings/items/spec_ji418.html"
"Thatched roof building","Three men in front of a thatched-roof building.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 108","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/419","419","","","","http://localhost:4000/digital/iddings/items/spec_ji419.html"
"Carriage pulled by a horse [03]","A light two-wheeled carriage pulled by a horse, with driver, among cars in an open field.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 109","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/420","420","","","","http://localhost:4000/digital/iddings/items/spec_ji420.html"
"Rambouillet ewes","Rambouillet sheep showing.","Sheep; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Sheep; Livestock;","","","MG 76, Box 3, Slide 110","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/421","421","","","","http://localhost:4000/digital/iddings/items/spec_ji421.html"
"Sheep showing","An unidentified individual participating in a sheep showing event.","Sheep; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Sheep; Livestock;","","","MG 76, Box 3, Slide 111","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/422","422","","","","http://localhost:4000/digital/iddings/items/spec_ji422.html"
"Men observing a cow","Men observing a dairy cow, likely for purchasing consideration.","Cows; Livestock;cattle","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 112","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/423","423","","","","http://localhost:4000/digital/iddings/items/spec_ji423.html"
"Cattle showing [01]","Showing cattle at an exhibition at the University of Idaho.","Cows; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 113","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/424","424","","","","http://localhost:4000/digital/iddings/items/spec_ji424.html"
"Men judging a cow","Men judging a cow during an exhibition.","Cows; Livestock;cattle","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 114","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/425","425","","","","http://localhost:4000/digital/iddings/items/spec_ji425.html"
"Scottish Highland Cattle","Scottish Highland Cattle, or Kyloe, ready to be shown.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 115","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/426","426","","","","http://localhost:4000/digital/iddings/items/spec_ji426.html"
"Bull","A bull at the University of Idaho Agricultural Department.","Livestock;cattle","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Livestock;","","","MG 76, Box 3, Slide 116","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/427","427","","","","http://localhost:4000/digital/iddings/items/spec_ji427.html"
"Street scene in front of a hotel","A street scene in front of a hotel in an unknown location.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 090","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/428","428","","","","http://localhost:4000/digital/iddings/items/spec_ji428.html"
"Man holding bridle of a horse","An unidentified man holding the bridle of a draft horse.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 091","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/429","429","","","","http://localhost:4000/digital/iddings/items/spec_ji429.html"
"Cattle showing [02]","Showing cattle at an exhibition at the University of Idaho. The breeder can be seen sitting on a stick while the judge assess the steer.","Cows; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 121","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/430","430","","","","http://localhost:4000/digital/iddings/items/spec_ji430.html"
"Thatched roof huts","Thatched-roof huts along the shore of a canal.","Dwellings;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Dwellings;","","","MG 76, Box 3, Slide 122","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/431","431","","","","http://localhost:4000/digital/iddings/items/spec_ji431.html"
"Water storage","Building probably related to the provision of water.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 123","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/432","432","","","","http://localhost:4000/digital/iddings/items/spec_ji432.html"
"Plants in numbered containers","Plants in numbered containers to be transplanted","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 124","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/433","433","","","","http://localhost:4000/digital/iddings/items/spec_ji433.html"
"Two wheeled cart","A heavily loaded two-wheeled carriage pulled by an in-line team of four horses.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 117","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/434","434","","","","http://localhost:4000/digital/iddings/items/spec_ji434.html"
"Man and a cow outside a barn","A man and a young cow outside a barn in an unknown location.","Cows; Livestock;cattle","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 125","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/435","435","","","","http://localhost:4000/digital/iddings/items/spec_ji435.html"
"Gathering for a group portrait","A group of people gather for a portrait in front of a building in an unknown location.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 126","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/436","436","","","","http://localhost:4000/digital/iddings/items/spec_ji436.html"
"Train coming out of a tunnel","A train coming out of a tunnel with an open carriage pulled by horse in the foreground.","passenger trains; Horses;transport; transportation","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","passenger trains; Horses;","","","MG 76, Box 3, Slide 127","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/437","437","","","","http://localhost:4000/digital/iddings/items/spec_ji437.html"
"Four wheeled carts","Four-wheeled carts and two men wait in front of a building.",";transport; transportation","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 128","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/438","438","","","","http://localhost:4000/digital/iddings/items/spec_ji438.html"
"Men loading a boat","Men [in Dutch costume?] loading a boat in a canal with houses and clothing hanging on line drying.","Dwellings;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Dwellings;","","","MG 76, Box 3, Slide 129","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/439","439","","","","http://localhost:4000/digital/iddings/items/spec_ji439.html"
"Sheep in a corral [03]","Men examining sheep in corral","Sheep; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Sheep; Livestock;","","","MG 76, Box 3, Slide 130","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/440","440","","","","http://localhost:4000/digital/iddings/items/spec_ji440.html"
"Windmill","A wooden windmill in an unknown location.","Windmills;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Windmills;","","","MG 76, Box 3, Slide 131","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/441","441","","","","http://localhost:4000/digital/iddings/items/spec_ji441.html"
"Crop field beds","Agriculture test crops beds in an unidentified location.",";irrigation","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 132","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/442","442","","","","http://localhost:4000/digital/iddings/items/spec_ji442.html"
"Men judging a grey horse","Men judging a grey horse, likely for breeding purposes.","Horses;horse show","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 133","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/443","443","","","","http://localhost:4000/digital/iddings/items/spec_ji443.html"
"Cattle outside a barn","Cattle graze outside of a barn on an unidentified property.","Cows; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 118","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/444","444","","","","http://localhost:4000/digital/iddings/items/spec_ji444.html"
"Cattle and people","Men stand and observe dairy cows in a field.","Cows; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 134","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/445","445","","","","http://localhost:4000/digital/iddings/items/spec_ji445.html"
"Cow in a pasture","A young cow grazes in a pasture in an unknown location.","Cows; Livestock;cattle","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 135","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/446","446","","","","http://localhost:4000/digital/iddings/items/spec_ji446.html"
"Cattle showing [04]","Participants walking beasts to showing grounds at an exhibition at the University of Idaho.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 136","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/447","447","","","","http://localhost:4000/digital/iddings/items/spec_ji447.html"
"Street scene in unknown location","Street scene in an unknown location. rail tracks can be seen in the street with people walking away from the photographer.",";children","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 137","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/448","448","","","","http://localhost:4000/digital/iddings/items/spec_ji448.html"
